,1,2,3,4,5,6,7,8
1,0,10,8,8,10,9,11,10
2,0,0,6,9,11,10,11,11
3,0,0,0,5,6,6,6,6
4,0,0,0,0,10,10,12,10
5,0,0,0,0,0,9,11,8
6,0,0,0,0,0,0,11,11
7,0,0,0,0,0,0,0,10
8,0,0,0,0,0,0,0,0
