"node_ID","eigenvector_centrality","betweeness","degree","network","animal","condition","replicate_num"
"00075b2556","0.586996132954533","0","15","mouse_LPS","mouse","after","3"
"00074bfc0b","0.775264581896825","0.550718493858988","28","mouse_LPS","mouse","after","3"
"00075b350a","0.550233494584051","0.268198230030192","23","mouse_LPS","mouse","after","3"
"00075b5bcc","0.856364904909187","1","31","mouse_LPS","mouse","after","3"
"00075b30fe","1","0.459817442206568","27","mouse_LPS","mouse","after","3"
"00074f2ddd","0.879997890808213","0.441084601607773","27","mouse_LPS","mouse","after","3"
"00075b22da","0.679679229440879","0.0967918659977482","22","mouse_LPS","mouse","after","3"
"00074d966c","0.63414393689955","0.0345980195193152","19","mouse_LPS","mouse","after","3"
"00074f2268","0.852700522310883","0.544640815815924","29","mouse_LPS","mouse","after","3"
"00075b1074","0.746760844866844","0.450087784761256","28","mouse_LPS","mouse","after","3"
"00074eea3a","0.771099398134401","0.0877351531596043","21","mouse_LPS","mouse","after","3"
"00075e0fbb","0.706098641759129","0.166586143380339","23","mouse_LPS","mouse","after","3"
"00075b26f1","0.0603114088471099","0.0365667851701371","12","mouse_LPS","mouse","after","4"
"00074db5d6","0.947167393960248","0.939182326053834","25","mouse_LPS","mouse","after","4"
"00074fae3c","0.92267346547924","0.319505913081332","21","mouse_LPS","mouse","after","4"
"00074d9179","0.92267346547924","0.302183849669883","19","mouse_LPS","mouse","after","4"
"00074dc4a5","0.185908770744679","0","4","mouse_LPS","mouse","after","4"
"00075b3e57","0.92267346547924","0.0224007835739679","20","mouse_LPS","mouse","after","4"
"00074c10b5","0.147000015186994","0.250743669738083","14","mouse_LPS","mouse","after","4"
"00074da082","0.8070139907931","0.42160632663426","22","mouse_LPS","mouse","after","4"
"00075d3941","0.947167393960248","0.148425596749619","23","mouse_LPS","mouse","after","4"
"00075d3e96","0.06031140884711","0.0365667851701371","12","mouse_LPS","mouse","after","4"
"00074ecf28","0.848812267759865","0.0173220634114489","19","mouse_LPS","mouse","after","4"
"00074f3088","1","0.907766814191395","25","mouse_LPS","mouse","after","4"
"00074d9afd","0.953142629509532","0.299916563883044","22","mouse_LPS","mouse","after","4"
"00074fd569","0.862720571424732","0.314445331205108","23","mouse_LPS","mouse","after","4"
"7500319","0.391344964107184","1","12","mouse_LPS","mouse","after","4"
"00074f96dc","0.947167393960248","0.148425596749619","23","mouse_LPS","mouse","after","4"
"00074da4b8","0.612896874766104","0.0856980703745744","9","mouse_LPS","mouse","after","5"
"00074ddd3d","0.67237788294173","0.0425652667423383","8","mouse_LPS","mouse","after","5"
"00075b58f8","0.622487362606122","0","6","mouse_LPS","mouse","after","5"
"00074d8e0a","1","1","16","mouse_LPS","mouse","after","5"
"00074db632","0.774405268971848","0.192962542565267","11","mouse_LPS","mouse","after","5"
"00074dcf5f","0.433845094674772","0.0227014755959137","6","mouse_LPS","mouse","after","5"
"00074dd007","0.493178358258461","0.280363223609535","11","mouse_LPS","mouse","after","5"
"00075b4150","0.381011935807946","0.0993189557321226","8","mouse_LPS","mouse","after","5"
"00075e0965","0.749582187900559","0.156072644721907","10","mouse_LPS","mouse","after","5"
"00075b260c","0.18403693928457","0.0147559591373439","8","mouse_LPS","mouse","after","5"
"00074d945b","0.379117159737863","0.203178206583428","9","mouse_LPS","mouse","after","5"
"00074bf097","0.291350177504743","0.776995298650836","25","mouse_LPS","mouse","after","6"
"00075a48d8","0.869941360394224","0.0146698803380447","25","mouse_LPS","mouse","after","6"
"00075a98e5","0.912748212412208","0.0278921535863926","26","mouse_LPS","mouse","after","6"
"000757d790","0.552637936447801","0.0834712521752939","16","mouse_LPS","mouse","after","6"
"00075a7723","0.935315942767499","0.179867255649273","28","mouse_LPS","mouse","after","6"
"00075a3e22","0.189024583157831","0","14","mouse_LPS","mouse","after","6"
"7.57E+148","0.0185841760299775","0.0178982294831942","6","mouse_LPS","mouse","after","6"
"00075a81b6","0.22133817769682","0.195084100333814","12","mouse_LPS","mouse","after","6"
"00075a6151","1","0.205122690490473","28","mouse_LPS","mouse","after","6"
"000757e8b3","0.912748212412208","0.0301921869902995","26","mouse_LPS","mouse","after","6"
"00075a341a","0.206455998588549","0.164563303695774","18","mouse_LPS","mouse","after","6"
"00075b4d7f","0.869941360394223","0.0187270458601647","25","mouse_LPS","mouse","after","6"
"00075d67e2","0.222161146521741","0.0263744947178967","17","mouse_LPS","mouse","after","6"
"00074dda10","0.835073410561065","1","27","mouse_LPS","mouse","after","6"
"7.57E+71","0.205016484540157","0.0367421579801775","18","mouse_LPS","mouse","after","6"
"00075a0c04","0.65947179124546","0.0203087831837329","20","mouse_LPS","mouse","after","6"
"00075b19c5","0.977432269644708","0.0684411449968047","27","mouse_LPS","mouse","after","6"
"00075b6df8","0.192967080024397","0.0585019917696772","17","mouse_LPS","mouse","after","6"
"000757fa08","0.109698846761919","0","14","mouse_LPS","mouse","after","6"
"00075d8c6a","0.205016484540157","0.0367421579801775","18","mouse_LPS","mouse","after","6"
"00074fb7c2","0.844998695477598","0.0259446111184533","25","mouse_LPS","mouse","after","6"
"00075a778b","0.892509090749516","0.109829805623015","24","mouse_LPS","mouse","after","6"
"00075e05f2","0.190005676565279","0.0474162977747047","17","mouse_LPS","mouse","after","6"
"00074de544","0.81885925126626","0.0131987929832616","24","mouse_LPS","mouse","after","6"
"00075a82ac","0.662358189028388","0.00401230135842519","21","mouse_LPS","mouse","after","6"
"00075d5961","0.874648601077888","0.434462386810753","26","mouse_LPS","mouse","after","6"
"00075b135d","1","0.203801570848784","28","mouse_LPS","mouse","after","7"
"00074da6b4","0.374800308920149","0.731466612163859","19","mouse_LPS","mouse","after","7"
"00074d8697","0.46715194709691","0.00613156588513533","9","mouse_LPS","mouse","after","7"
"00075b9048","0.890334347438221","0.0286299002757878","25","mouse_LPS","mouse","after","7"
"00074db098","0.917335291188221","0.0502363705376932","26","mouse_LPS","mouse","after","7"
"00074d9c87","0.523989741288071","0.0617403560555185","15","mouse_LPS","mouse","after","7"
"00075b4ca0","0.623479720754324","0.606324272241526","21","mouse_LPS","mouse","after","7"
"00074dca60","0.682112120090758","0.0244094718093959","23","mouse_LPS","mouse","after","7"
"000757b515","0.0290971263092574","0","3","mouse_LPS","mouse","after","7"
"00075a6708","0.895376506168457","1","33","mouse_LPS","mouse","after","7"
"00074d8ad8","0.555365625465699","0.529724822755276","25","mouse_LPS","mouse","after","7"
"00075b0d29","0.890334347438221","0.00702343001388229","22","mouse_LPS","mouse","after","7"
"00075a7c79","0.890334347438222","0.0646893472669408","26","mouse_LPS","mouse","after","7"
"00074daa3c","0.962251318386426","0.153055563666092","27","mouse_LPS","mouse","after","7"
"00074db688","0.917335291188222","0.446072745322359","31","mouse_LPS","mouse","after","7"
"000757cfa9","0.969513567850234","0.986380491533927","34","mouse_LPS","mouse","after","7"
"00074da5e8","0.890334347438222","0.206328519213567","29","mouse_LPS","mouse","after","7"
"00074da036","0.509971791735857","0","10","mouse_LPS","mouse","after","7"
"00075b7c89","1","0.298010028162733","30","mouse_LPS","mouse","after","7"
"00074be0ac","0.898110849284","0.445488786666631","32","mouse_LPS","mouse","after","7"
"00074bf097","0.338878387048509","0.183971833173687","16","mouse_LPS","mouse","after","8"
"00075a48d8","0.621014603539287","0.113475237528154","20","mouse_LPS","mouse","after","8"
"00075a98e5","0.885694492239078","0.0232680767338908","26","mouse_LPS","mouse","after","8"
"000757d790","0.841043969191044","0.0685354803634763","25","mouse_LPS","mouse","after","8"
"00075a7723","0.885694492239079","0.0317114971393067","27","mouse_LPS","mouse","after","8"
"00075a3e22","0.301256726609608","0.0303456131721335","19","mouse_LPS","mouse","after","8"
"7.57E+148","0.0513209091945976","0.0638488104175836","8","mouse_LPS","mouse","after","8"
"00075a81b6","1","1","41","mouse_LPS","mouse","after","8"
"00075a6151","0.96756895327601","0.317461878996557","33","mouse_LPS","mouse","after","8"
"000757e8b3","0.967539689421122","0.16939446501152","31","mouse_LPS","mouse","after","8"
"00075a341a","0.305419238705677","0.350810780024335","24","mouse_LPS","mouse","after","8"
"00075b4d7f","0.895099260196722","0.0293512827814741","26","mouse_LPS","mouse","after","8"
"00075d67e2","0.234545281398783","0.347568902581096","20","mouse_LPS","mouse","after","8"
"00074dda10","0.979166293101204","0.557551764309939","35","mouse_LPS","mouse","after","8"
"7.57E+71","0.405876894242611","0.180333549071893","20","mouse_LPS","mouse","after","8"
"00075a0c04","0.130804699383076","0.0934885960597509","18","mouse_LPS","mouse","after","8"
"00075b6df8","0.487553050588434","0.0742624589018044","16","mouse_LPS","mouse","after","8"
"00074bd70a","0.0181700592513985","0","5","mouse_LPS","mouse","after","8"
"000757fa08","0.230855343310725","0.0285230538224558","21","mouse_LPS","mouse","after","8"
"00075d8c6a","0.301633266242889","0.0860566960934062","23","mouse_LPS","mouse","after","8"
"00074fb7c2","0.706585221180287","0.0155176430993864","24","mouse_LPS","mouse","after","8"
"00075a778b","0.744515186008031","0.00551862686721724","24","mouse_LPS","mouse","after","8"
"00075e05f2","0.300422885849327","0.0659629792632097","23","mouse_LPS","mouse","after","8"
"00074de544","0.984403333904229","0.18274885442825","30","mouse_LPS","mouse","after","8"
"00075a82ac","0.885694492239078","0.00584482356900614","25","mouse_LPS","mouse","after","8"
"00075d5961","0.954519112392667","0.250353586869288","28","mouse_LPS","mouse","after","8"
"00074ff562","1","0.509858958020788","25","mouse_LPS","mouse","after","9"
"00074f5a1c","0.273664291557247","0.050136310109532","7","mouse_LPS","mouse","after","9"
"00075d0801","0.976503407706182","0.140122490899217","24","mouse_LPS","mouse","after","9"
"00074ee5e3","0.540306262176763","0.0560511472095412","18","mouse_LPS","mouse","after","9"
"00075b3038","0.840573603374715","0.215773257408333","22","mouse_LPS","mouse","after","9"
