TREAMENT,TREATEMENT_PERIOD,NODE,DEGREE,DEGREE_NORMALIZED,EIGENVECTOR,CLOSENESS_CENTRALITY,BETWEENNESS_CENTRALITY
C4,1,HP,12,0.413793103,0.203145812,0.630434783,0.050840512
C4,1,HV,9,0.310344828,0.159334057,0.547169811,0.010651139
C4,1,HO,8,0.275862069,0.151532266,0.547169811,0.010822841
C4,1,HZ,4,0.137931034,0.073556234,0.537037037,0.002105325
C4,1,SD,4,0.137931034,0.073900615,0.517857143,0.001090781
C4,1,SO,6,0.206896552,0.104773272,0.557692308,0.014786413
C4,1,SP,8,0.275862069,0.154278966,0.58,0.014608389
C4,1,SS,4,0.137931034,0.071124739,0.50877193,0.003272961
C4,1,SZ,4,0.137931034,0.070800397,0.517857143,0.003598157
C4,1,HT,7,0.24137931,0.13096406,0.557692308,0.007082591
C4,1,SV,4,0.137931034,0.065470303,0.517857143,0.004795394
C4,1,SM,8,0.275862069,0.122199451,0.568627451,0.023521244
C4,1,SX,7,0.24137931,0.122318117,0.537037037,0.009373541
C4,1,HU,10,0.344827586,0.13717801,0.58,0.04636985
C4,2,HA,8,0.275862069,0.129147638,0.557692308,0.003811958
C4,2,HC,16,0.551724138,0.215046689,0.69047619,0.058468459
C4,2,HK,14,0.482758621,0.215020491,0.644444444,0.022339599
C4,2,SC,8,0.275862069,0.125618408,0.568627451,0.004236551
C4,2,SK,14,0.482758621,0.219637828,0.644444444,0.01549656
C4,2,SL,18,0.620689655,0.255377169,0.725,0.055129253
C4,2,SP,17,0.586206897,0.243614182,0.707317073,0.04184
C4,2,SS,16,0.551724138,0.213070756,0.659090909,0.029387404
C4,2,ST,17,0.586206897,0.230318105,0.69047619,0.055802594
C4,2,HD,16,0.551724138,0.243756914,0.69047619,0.028521759
C4,2,HL,18,0.620689655,0.246306096,0.725,0.05712071
C4,2,HO,14,0.482758621,0.218590021,0.644444444,0.014064022
C4,2,HP,13,0.448275862,0.196959024,0.630434783,0.020393835
C4,2,HU,10,0.344827586,0.152486029,0.604166667,0.011623359
C4,2,HX,13,0.448275862,0.196156083,0.630434783,0.016908263
C4,2,HZ,13,0.448275862,0.175738075,0.644444444,0.055299809
C4,2,SD,4,0.137931034,0.066685961,0.517857143,0.000957854
C4,2,SO,4,0.137931034,0.053925518,0.537037037,0.001108374
C4,2,SZ,9,0.310344828,0.110482027,0.591836735,0.03456877
C4,2,HH,14,0.482758621,0.20149794,0.659090909,0.030410167
C4,2,HM,14,0.482758621,0.219391279,0.644444444,0.015517419
C4,2,SA,12,0.413793103,0.190297374,0.617021277,0.010210124
C4,2,SE,10,0.344827586,0.149089136,0.604166667,0.00834384
C4,2,SU,17,0.586206897,0.255009561,0.707317073,0.032305928
C4,2,HE,8,0.275862069,0.108153093,0.58,0.012073453
C4,2,SM,8,0.275862069,0.112338636,0.568627451,0.005630816
C4,2,SX,7,0.24137931,0.10493172,0.547169811,0.005236922
C4,2,HV,12,0.413793103,0.161374325,0.630434783,0.029300571
C4,2,SV,6,0.206896552,0.104596271,0.547169811,0.001231527
C4,2,HT,2,0.068965517,0.021520145,0.420289855,0
T1,1,KA,9,0.310344828,0.161259007,0.591836735,0.007293607
T1,1,KC,18,0.620689655,0.264795373,0.725,0.084391323
T1,1,KO,16,0.551724138,0.243426282,0.69047619,0.050838123
T1,1,KS,12,0.413793103,0.189578253,0.630434783,0.020982847
T1,1,UC,13,0.448275862,0.218799965,0.644444444,0.023029039
T1,1,UE,10,0.344827586,0.175281839,0.591836735,0.00927164
T1,1,UH,17,0.586206897,0.268205594,0.707317073,0.061081869
T1,1,UM,13,0.448275862,0.210042504,0.644444444,0.037186716
T1,1,UX,8,0.275862069,0.126418081,0.58,0.009800414
T1,1,UZ,15,0.517241379,0.221328968,0.674418605,0.054129238
T1,1,KE,3,0.103448276,0.063425542,0.517857143,0.000581554
T1,1,KH,8,0.275862069,0.115305692,0.58,0.014443616
T1,1,KV,11,0.379310345,0.164744192,0.617021277,0.034599423
T1,1,KZ,17,0.586206897,0.278818538,0.707317073,0.047557113
T1,1,UA,8,0.275862069,0.141387364,0.568627451,0.007434123
T1,1,UD,11,0.379310345,0.198002176,0.617021277,0.013554617
T1,1,UL,8,0.275862069,0.13544398,0.58,0.007839745
T1,1,UO,7,0.24137931,0.122356583,0.568627451,0.006024939
T1,1,US,9,0.310344828,0.157067127,0.58,0.009836578
T1,1,UU,10,0.344827586,0.17968808,0.591836735,0.010063336
T1,1,KD,10,0.344827586,0.148727538,0.604166667,0.019177952
T1,1,UT,10,0.344827586,0.155195871,0.604166667,0.027672818
T1,1,KK,8,0.275862069,0.132147055,0.58,0.007582688
T1,1,UV,4,0.137931034,0.054257597,0.483333333,0.001642036
T1,1,KP,15,0.517241379,0.238312834,0.674418605,0.042908127
T1,1,KL,12,0.413793103,0.180126252,0.630434783,0.027525071
T1,1,KM,13,0.448275862,0.214058511,0.644444444,0.021388319
T1,1,KT,10,0.344827586,0.162018577,0.591836735,0.013195393
T1,1,UP,12,0.413793103,0.198831746,0.630434783,0.020675454
T1,1,KX,5,0.172413793,0.099706809,0.527272727,0.000410509
T1,2,KA,11,0.379310345,0.164561413,0.617021277,0.008783765
T1,2,KE,12,0.413793103,0.181140202,0.630434783,0.01095647
T1,2,KK,16,0.551724138,0.225698361,0.69047619,0.030662407
T1,2,KL,14,0.482758621,0.196406059,0.644444444,0.027152179
T1,2,KM,16,0.551724138,0.21065657,0.69047619,0.04569012
T1,2,KO,12,0.413793103,0.168133378,0.630434783,0.02004975
T1,2,KZ,17,0.586206897,0.239271617,0.707317073,0.035089808
T1,2,UE,12,0.413793103,0.179620493,0.630434783,0.01147586
T1,2,UH,12,0.413793103,0.159098977,0.630434783,0.024283619
T1,2,UL,18,0.620689655,0.25834686,0.725,0.028993694
T1,2,UU,17,0.586206897,0.246777714,0.707317073,0.029430442
T1,2,UX,11,0.379310345,0.159131406,0.617021277,0.011361025
T1,2,KC,15,0.517241379,0.202963598,0.674418605,0.031712376
T1,2,KH,8,0.275862069,0.114643397,0.58,0.0050649
T1,2,KS,11,0.379310345,0.143709867,0.617021277,0.020687516
T1,2,UC,9,0.310344828,0.136292756,0.58,0.004269383
T1,2,UD,11,0.379310345,0.160985313,0.617021277,0.014662479
