,,Population,,,,,,,,,,Individual,,,,
Network/Study,Condition,Animal,Year,N Nodes ,Density,Effective Information,,Network/Study,Condition,Animal,Year,Network_ID,Betweenness,Eigenvector Centrality,Degree,Node ID
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,GAG
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,3,,4,GAG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GBA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GEG
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,GFY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GGA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,77,GGE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GWE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,32,GWE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GYG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GYW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,10,GYW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB1
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB2
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB3
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,UNBAEG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,UNBKathleens
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,WBW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,14,WBW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,27,WEY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,WEY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WFW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WFY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WGW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WYA
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,47,WYA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,54.18315018,,28,WYW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,XAY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,2,XXB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,XXW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,25,XXX
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,XXY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,XXY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,2,YAF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,YBF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,YBF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,YBY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,34,YBY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,22.7030303,,25,YEW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,3,YEW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,YEY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,78,,36,YFE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,2,YFE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,76,YWB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0.973684211,,22,YYE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0.454545455,,14,YYE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,20,YYF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,12,YYF
