guppy1,guppy2,weight
1,1,0
1,2,16
1,3,15
1,4,13
1,5,11
1,6,11
1,7,17
2,1,16
2,2,0
2,3,16
2,4,16
2,5,12
2,6,9
2,7,15
3,1,15
3,2,16
3,3,0
3,4,18
3,5,12
3,6,13
3,7,19
4,1,13
4,2,16
4,3,18
4,4,0
4,5,15
4,6,9
4,7,17
5,1,11
5,2,12
5,3,12
5,4,15
5,5,0
5,6,11
5,7,21
6,1,11
6,2,9
6,3,13
6,4,9
6,5,11
6,6,0
6,7,20
7,1,17
7,2,15
7,3,19
7,4,17
7,5,21
7,6,20
7,7,0
