guppy1,guppy2,weight
1,1,0
1,2,7
1,3,6
1,4,10
1,5,8
1,6,5
1,7,10
1,8,9
2,1,7
2,2,0
2,3,11
2,4,13
2,5,19
2,6,21
2,7,4
2,8,18
3,1,6
3,2,11
3,3,0
3,4,12
3,5,9
3,6,5
3,7,13
3,8,4
4,1,10
4,2,13
4,3,12
4,4,0
4,5,15
4,6,11
4,7,6
4,8,9
5,1,8
5,2,19
5,3,9
5,4,15
5,5,0
5,6,16
5,7,11
5,8,10
6,1,5
6,2,21
6,3,5
6,4,11
6,5,16
6,6,0
6,7,11
6,8,24
7,1,10
7,2,4
7,3,13
7,4,6
7,5,11
7,6,11
7,7,0
7,8,15
8,1,9
8,2,18
8,3,4
8,4,9
8,5,10
8,6,24
8,7,15
8,8,0
