guppy1,guppy2,weight
1,1,0
1,2,7
1,3,0
1,4,5
1,5,5
1,6,1
1,7,1
2,1,7
2,2,0
2,3,1
2,4,1
2,5,4
2,6,3
2,7,1
3,1,0
3,2,1
3,3,0
3,4,0
3,5,1
3,6,2
3,7,7
4,1,5
4,2,1
4,3,0
4,4,0
4,5,6
4,6,1
4,7,2
5,1,5
5,2,4
5,3,1
5,4,6
5,5,0
5,6,6
5,7,2
6,1,1
6,2,3
6,3,2
6,4,1
6,5,6
6,6,0
6,7,5
7,1,1
7,2,1
7,3,7
7,4,2
7,5,2
7,6,5
7,7,0
