guppy1,guppy2,weight
1,1,0
1,2,7
1,3,15
1,4,14
1,5,7
1,6,17
1,7,9
1,8,16
2,1,7
2,2,0
2,3,10
2,4,11
2,5,7
2,6,4
2,7,16
2,8,6
3,1,15
3,2,10
3,3,0
3,4,3
3,5,16
3,6,12
3,7,6
3,8,14
4,1,14
4,2,11
4,3,3
4,4,0
4,5,6
4,6,4
4,7,8
4,8,5
5,1,7
5,2,7
5,3,16
5,4,6
5,5,0
5,6,12
5,7,6
5,8,12
6,1,17
6,2,4
6,3,12
6,4,4
6,5,12
6,6,0
6,7,8
6,8,13
7,1,9
7,2,16
7,3,6
7,4,8
7,5,6
7,6,8
7,7,0
7,8,9
8,1,16
8,2,6
8,3,14
8,4,5
8,5,12
8,6,13
8,7,9
8,8,0
