guppy1,guppy2,weight
1,1,0
1,2,12
1,3,17
1,4,8
1,5,18
1,6,22
1,7,10
1,8,23
2,1,12
2,2,0
2,3,6
2,4,12
2,5,16
2,6,12
2,7,12
2,8,12
3,1,17
3,2,6
3,3,0
3,4,6
3,5,10
3,6,4
3,7,6
3,8,13
4,1,8
4,2,12
4,3,6
4,4,0
4,5,14
4,6,19
4,7,13
4,8,21
5,1,18
5,2,16
5,3,10
5,4,14
5,5,0
5,6,7
5,7,14
5,8,13
6,1,22
6,2,12
6,3,4
6,4,19
6,5,7
6,6,0
6,7,4
6,8,15
7,1,10
7,2,12
7,3,6
7,4,13
7,5,14
7,6,4
7,7,0
7,8,10
8,1,23
8,2,12
8,3,13
8,4,21
8,5,13
8,6,15
8,7,10
8,8,0
