guppy1,guppy2,weight
1,1,0
1,2,11
1,3,13
1,4,13
1,5,12
1,6,17
1,7,15
1,8,10
2,1,11
2,2,0
2,3,16
2,4,12
2,5,8
2,6,24
2,7,8
2,8,13
3,1,13
3,2,16
3,3,0
3,4,12
3,5,8
3,6,8
3,7,15
3,8,16
4,1,13
4,2,12
4,3,12
4,4,0
4,5,12
4,6,14
4,7,15
4,8,17
5,1,12
5,2,8
5,3,8
5,4,12
5,5,0
5,6,5
5,7,15
5,8,14
6,1,17
6,2,24
6,3,8
6,4,14
6,5,5
6,6,0
6,7,14
6,8,9
7,1,15
7,2,8
7,3,15
7,4,15
7,5,15
7,6,14
7,7,0
7,8,14
