guppy1,guppy2,weight
1,1,0
1,2,10
1,3,6
1,4,3
1,5,3
1,6,3
1,7,10
1,8,9
2,1,10
2,2,0
2,3,14
2,4,7
2,5,4
2,6,13
2,7,13
2,8,4
3,1,6
3,2,14
3,3,0
3,4,9
3,5,9
3,6,17
3,7,13
3,8,9
4,1,3
4,2,7
4,3,9
4,4,0
4,5,7
4,6,12
4,7,17
4,8,9
5,1,3
5,2,4
5,3,9
5,4,7
5,5,0
5,6,13
5,7,15
5,8,17
6,1,3
6,2,13
6,3,17
6,4,12
6,5,13
6,6,0
6,7,16
6,8,10
7,1,10
7,2,13
7,3,13
7,4,17
7,5,15
7,6,16
7,7,0
7,8,7
8,1,9
8,2,4
8,3,9
8,4,9
8,5,17
8,6,10
8,7,7
8,8,0
