guppy1,guppy2,weight
1,1,0
1,2,22
1,3,11
1,4,20
1,5,20
1,6,21
1,7,19
2,1,22
2,2,0
2,3,11
2,4,15
2,5,19
2,6,13
2,7,20
3,1,11
3,2,11
3,3,0
3,4,15
3,5,18
3,6,20
3,7,17
4,1,20
4,2,15
4,3,15
4,4,0
4,5,21
4,6,29
4,7,22
5,1,20
5,2,19
5,3,18
5,4,21
5,5,0
5,6,22
5,7,18
6,1,21
6,2,13
6,3,20
6,4,29
6,5,22
6,6,0
6,7,20
7,1,19
7,2,20
7,3,17
7,4,22
7,5,18
7,6,20
7,7,0
