guppy1,guppy2,weight
1,1,0
1,2,14
1,3,13
1,4,18
1,5,7
1,6,14
1,7,10
1,8,17
2,1,14
2,2,0
2,3,10
2,4,16
2,5,3
2,6,13
2,7,4
2,8,13
3,1,13
3,2,10
3,3,0
3,4,7
3,5,2
3,6,3
3,7,14
3,8,11
4,1,18
4,2,16
4,3,7
4,4,0
4,5,5
4,6,10
4,7,7
4,8,14
5,1,7
5,2,3
5,3,2
5,4,5
5,5,0
5,6,5
5,7,9
5,8,9
6,1,14
6,2,13
6,3,3
6,4,10
6,5,5
6,6,0
6,7,4
6,8,14
7,1,10
7,2,4
7,3,14
7,4,7
7,5,9
7,6,4
7,7,0
7,8,9
8,1,17
8,2,13
8,3,11
8,4,14
8,5,9
8,6,14
8,7,9
8,8,0
