guppy1,guppy2,weight
1,1,0
1,2,8
1,3,11
1,4,10
1,5,14
1,6,9
1,7,3
1,8,13
2,1,8
2,2,0
2,3,4
2,4,9
2,5,16
2,6,26
2,7,8
2,8,25
3,1,11
3,2,4
3,3,0
3,4,8
3,5,16
3,6,6
3,7,4
3,8,3
4,1,10
4,2,9
4,3,8
4,4,0
4,5,11
4,6,9
4,7,5
4,8,7
5,1,14
5,2,16
5,3,16
5,4,11
5,5,0
5,6,13
5,7,6
5,8,14
6,1,9
6,2,26
6,3,6
6,4,9
6,5,13
6,6,0
6,7,8
6,8,16
7,1,3
7,2,8
7,3,4
7,4,5
7,5,6
7,6,8
7,7,0
7,8,6
8,1,13
8,2,25
8,3,3
8,4,7
8,5,14
8,6,16
8,7,6
8,8,0
