guppy1,guppy2,weight
1,1,0
1,2,10
1,3,6
1,4,10
1,5,11
1,6,10
1,7,10
1,8,12
2,1,10
2,2,0
2,3,7
2,4,16
2,5,13
2,6,22
2,7,7
2,8,12
3,1,6
3,2,7
3,3,0
3,4,8
3,5,12
3,6,7
3,7,10
3,8,17
4,1,10
4,2,16
4,3,8
4,4,0
4,5,19
4,6,7
4,7,12
4,8,12
5,1,11
5,2,13
5,3,12
5,4,19
5,5,0
5,6,13
5,7,7
5,8,11
6,1,10
6,2,22
6,3,7
6,4,7
6,5,13
6,6,0
6,7,1
6,8,9
7,1,10
7,2,7
7,3,10
7,4,12
7,5,7
7,6,1
7,7,0
7,8,10
