guppy1,guppy2,weight
1,1,0
1,2,10
1,3,9
1,4,8
1,5,11
1,6,5
1,7,12
1,8,11
2,1,10
2,2,0
2,3,4
2,4,8
2,5,10
2,6,5
2,7,6
2,8,5
3,1,9
3,2,4
3,3,0
3,4,19
3,5,19
3,6,4
3,7,15
3,8,12
4,1,8
4,2,8
4,3,19
4,4,0
4,5,8
4,6,8
4,7,11
4,8,7
5,1,11
5,2,10
5,3,19
5,4,8
5,5,0
5,6,4
5,7,14
5,8,15
6,1,5
6,2,5
6,3,4
6,4,8
6,5,4
6,6,0
6,7,11
6,8,5
7,1,12
7,2,6
7,3,15
7,4,11
7,5,14
7,6,11
7,7,0
7,8,21
8,1,11
8,2,5
8,3,12
8,4,7
8,5,15
8,6,5
8,7,21
8,8,0
