guppy1,guppy2,weight
1,1,0
1,2,0
1,3,6
1,4,17
1,5,14
1,6,4
1,7,11
1,8,7
2,1,0
2,2,0
2,3,18
2,4,8
2,5,7
2,6,8
2,7,4
2,8,17
3,1,6
3,2,18
3,3,0
3,4,22
3,5,9
3,6,16
3,7,11
3,8,13
4,1,17
4,2,8
4,3,22
4,4,0
4,5,25
4,6,7
4,7,11
4,8,15
5,1,14
5,2,7
5,3,9
5,4,25
5,5,0
5,6,6
5,7,13
5,8,23
6,1,4
6,2,8
6,3,16
6,4,7
6,5,6
6,6,0
6,7,1
6,8,6
7,1,11
7,2,4
7,3,11
7,4,11
7,5,13
7,6,1
7,7,0
7,8,6
8,1,7
8,2,17
8,3,13
8,4,15
8,5,23
8,6,6
8,7,6
8,8,0
