guppy1,guppy2,weight
1,1,0
1,2,12
1,3,14
1,4,11
1,5,13
1,6,12
1,7,18
1,8,17
2,1,12
2,2,0
2,3,9
2,4,4
2,5,9
2,6,10
2,7,16
2,8,12
3,1,14
3,2,9
3,3,0
3,4,6
3,5,13
3,6,17
3,7,15
3,8,13
4,1,11
4,2,4
4,3,6
4,4,0
4,5,2
4,6,9
4,7,11
4,8,9
5,1,13
5,2,9
5,3,13
5,4,2
5,5,0
5,6,9
5,7,13
5,8,18
6,1,12
6,2,10
6,3,17
6,4,9
6,5,9
6,6,0
6,7,18
6,8,27
7,1,18
7,2,16
7,3,15
7,4,11
7,5,13
7,6,18
7,7,0
7,8,27
8,1,17
8,2,12
8,3,13
8,4,9
8,5,18
8,6,27
8,7,27
8,8,0
