guppy1,guppy2,weight
1,1,0
1,2,21
1,3,13
1,4,14
1,5,20
1,6,16
1,7,4
1,8,16
2,1,21
2,2,0
2,3,17
2,4,21
2,5,24
2,6,20
2,7,2
2,8,12
3,1,13
3,2,17
3,3,0
3,4,23
3,5,16
3,6,8
3,7,2
3,8,9
4,1,14
4,2,21
4,3,23
4,4,0
4,5,16
4,6,20
4,7,7
4,8,14
5,1,20
5,2,24
5,3,16
5,4,16
5,5,0
5,6,7
5,7,5
5,8,15
6,1,16
6,2,20
6,3,8
6,4,20
6,5,7
6,6,0
6,7,4
6,8,6
7,1,4
7,2,2
7,3,2
7,4,7
7,5,5
7,6,4
7,7,0
7,8,1
8,1,16
8,2,12
8,3,9
8,4,14
8,5,15
8,6,6
8,7,1
8,8,0
