guppy1,guppy2,weight
1,1,0
1,2,4
1,3,22
1,4,6
1,5,12
1,6,12
1,7,28
1,8,7
2,1,4
2,2,0
2,3,6
2,4,2
2,5,15
2,6,7
2,7,8
2,8,8
3,1,22
3,2,6
3,3,0
3,4,6
3,5,11
3,6,5
3,7,13
3,8,7
4,1,6
4,2,2
4,3,6
4,4,0
4,5,3
4,6,1
4,7,5
4,8,4
5,1,12
5,2,15
5,3,11
5,4,3
5,5,0
5,6,11
5,7,11
5,8,5
6,1,12
6,2,7
6,3,5
6,4,1
6,5,11
6,6,0
6,7,9
6,8,6
7,1,28
7,2,8
7,3,13
7,4,5
7,5,11
7,6,9
7,7,0
7,8,6
8,1,7
8,2,8
8,3,7
8,4,4
8,5,5
8,6,6
8,7,6
8,8,0
