guppy1,guppy2,weight
1,1,0
1,2,22
1,3,23
1,4,3
1,5,14
1,6,27
1,7,8
1,8,16
2,1,22
2,2,0
2,3,8
2,4,7
2,5,18
2,6,24
2,7,12
2,8,13
3,1,23
3,2,8
3,3,0
3,4,7
3,5,14
3,6,8
3,7,10
3,8,7
4,1,3
4,2,7
4,3,7
4,4,0
4,5,6
4,6,5
4,7,11
4,8,9
5,1,14
5,2,18
5,3,14
5,4,6
5,5,0
5,6,10
5,7,16
5,8,11
6,1,27
6,2,24
6,3,8
6,4,5
6,5,10
6,6,0
6,7,14
6,8,13
7,1,8
7,2,12
7,3,10
7,4,11
7,5,16
7,6,14
7,7,0
7,8,9
8,1,16
8,2,13
8,3,7
8,4,9
8,5,11
8,6,13
8,7,9
8,8,0
