guppy1,guppy2,weight
1,1,0
1,2,7
1,3,8
1,4,11
1,5,16
1,6,9
1,7,14
1,8,9
2,1,7
2,2,0
2,3,3
2,4,7
2,5,8
2,6,15
2,7,8
2,8,14
3,1,8
3,2,3
3,3,0
3,4,14
3,5,21
3,6,11
3,7,8
3,8,16
4,1,11
4,2,7
4,3,14
4,4,0
4,5,19
4,6,15
4,7,19
4,8,15
5,1,16
5,2,8
5,3,21
5,4,19
5,5,0
5,6,17
5,7,10
5,8,18
6,1,9
6,2,15
6,3,11
6,4,15
6,5,17
6,6,0
6,7,6
6,8,21
7,1,14
7,2,8
7,3,8
7,4,19
7,5,10
7,6,6
7,7,0
7,8,7
8,1,9
8,2,14
8,3,16
8,4,15
8,5,18
8,6,21
8,7,7
8,8,0
