guppy1,guppy2,weight
1,1,0
1,2,5
1,3,8
1,4,3
1,5,3
1,6,1
1,7,4
1,8,8
2,1,5
2,2,0
2,3,3
2,4,4
2,5,8
2,6,3
2,7,12
2,8,6
3,1,8
3,2,3
3,3,0
3,4,17
3,5,5
3,6,2
3,7,8
3,8,3
4,1,3
4,2,4
4,3,17
4,4,0
4,5,10
4,6,8
4,7,17
4,8,4
5,1,3
5,2,8
5,3,5
5,4,10
5,5,0
5,6,22
5,7,12
5,8,0
6,1,1
6,2,3
6,3,2
6,4,8
6,5,22
6,6,0
6,7,7
6,8,1
7,1,4
7,2,12
7,3,8
7,4,17
7,5,12
7,6,7
7,7,0
7,8,7
8,1,8
8,2,6
8,3,3
8,4,4
8,5,0
8,6,1
8,7,7
8,8,0
