guppy1,guppy2,weight
1,1,0
1,2,15
1,3,22
1,4,14
1,5,13
1,6,21
1,7,7
2,1,15
2,2,0
2,3,18
2,4,12
2,5,18
2,6,21
2,7,15
3,1,22
3,2,18
3,3,0
3,4,6
3,5,7
3,6,19
3,7,9
4,1,14
4,2,12
4,3,6
4,4,0
4,5,13
4,6,10
4,7,11
5,1,13
5,2,18
5,3,7
5,4,13
5,5,0
5,6,7
5,7,8
6,1,21
6,2,21
6,3,19
6,4,10
6,5,7
6,6,0
6,7,13
7,1,7
7,2,15
7,3,9
7,4,11
7,5,8
7,6,13
7,7,0
