guppy1,guppy2,weight
1,1,0
1,2,16
1,3,17
1,4,14
1,5,10
1,6,22
1,7,13
1,8,21
2,1,16
2,2,0
2,3,15
2,4,5
2,5,9
2,6,15
2,7,11
2,8,16
3,1,17
3,2,15
3,3,0
3,4,18
3,5,13
3,6,16
3,7,19
3,8,14
4,1,14
4,2,5
4,3,18
4,4,0
4,5,11
4,6,21
4,7,10
4,8,18
5,1,10
5,2,9
5,3,13
5,4,11
5,5,0
5,6,16
5,7,10
5,8,9
6,1,22
6,2,15
6,3,16
6,4,21
6,5,16
6,6,0
6,7,26
6,8,17
7,1,13
7,2,11
7,3,19
7,4,10
7,5,10
7,6,26
7,7,0
7,8,18
8,1,21
8,2,16
8,3,14
8,4,18
8,5,9
8,6,17
8,7,18
8,8,0
