,Focal.Letter,Social.Partner,Treatment.Period,Group.ID.Populations,Treatment,num_interactions,ordered.pair.period,scans.where.at.least.1.seen,SRI
2448,LZ,MZ,1,T2,Treatment,2,LZ_MZ_1,41,0.048780488
2449,MA,LA,1,T2,Treatment,1,LA_MA_1,43,0.023255814
2451,MA,LH,1,T2,Treatment,1,LH_MA_1,41,0.024390244
2453,MA,LL,1,T2,Treatment,2,LL_MA_1,43,0.046511628
2455,MA,LO,1,T2,Treatment,1,LO_MA_1,44,0.022727273
2457,MA,LV,1,T2,Treatment,1,LV_MA_1,45,0.022222222
2459,MA,LZ,1,T2,Treatment,6,LZ_MA_1,40,0.15
2461,MA,ME,1,T2,Treatment,1,MA_ME_1,42,0.023809524
2462,MA,MH,1,T2,Treatment,2,MA_MH_1,36,0.055555556
2465,MA,MU,1,T2,Treatment,1,MA_MU_1,33,0.03030303
2467,MA,MX,1,T2,Treatment,1,MA_MX_1,35,0.028571429
2468,MA,MZ,1,T2,Treatment,1,MA_MZ_1,38,0.026315789
2469,MC,LC,1,T2,Treatment,3,LC_MC_1,47,0.063829787
2470,MC,LD,1,T2,Treatment,1,LD_MC_1,47,0.021276596
2471,MC,LP,1,T2,Treatment,1,LP_MC_1,43,0.023255814
2473,MC,LT,1,T2,Treatment,1,LT_MC_1,45,0.022222222
2475,MC,LV,1,T2,Treatment,1,LV_MC_1,46,0.02173913
2476,MC,LX,1,T2,Treatment,1,LX_MC_1,46,0.02173913
2478,MC,LZ,1,T2,Treatment,1,LZ_MC_1,48,0.020833333
2480,MC,MD,1,T2,Treatment,1,MC_MD_1,44,0.022727273
2481,MC,ME,1,T2,Treatment,1,MC_ME_1,41,0.024390244
2482,MC,MP,1,T2,Treatment,1,MC_MP_1,38,0.026315789
2485,MC,MV,1,T2,Treatment,1,MC_MV_1,41,0.024390244
2488,MD,LC,1,T2,Treatment,1,LC_MD_1,45,0.022222222
2490,MD,LD,1,T2,Treatment,5,LD_MD_1,46,0.108695652
2491,MD,LE,1,T2,Treatment,5,LE_MD_1,46,0.108695652
2492,MD,LK,1,T2,Treatment,1,LK_MD_1,43,0.023255814
2493,MD,LL,1,T2,Treatment,1,LL_MD_1,46,0.02173913
2495,MD,LO,1,T2,Treatment,3,LO_MD_1,46,0.065217391
2497,MD,LP,1,T2,Treatment,2,LP_MD_1,42,0.047619048
2499,MD,LT,1,T2,Treatment,3,LT_MD_1,43,0.069767442
2502,MD,LV,1,T2,Treatment,3,LV_MD_1,45,0.066666667
2504,MD,LX,1,T2,Treatment,1,LX_MD_1,44,0.022727273
2506,MD,LZ,1,T2,Treatment,3,LZ_MD_1,43,0.069767442
2507,MD,MC,1,T2,Treatment,1,MC_MD_1,44,0.022727273
2508,MD,ME,1,T2,Treatment,2,MD_ME_1,44,0.045454545
2516,MD,MX,1,T2,Treatment,2,MD_MX_1,38,0.052631579
2518,ME,LA,1,T2,Treatment,1,LA_ME_1,44,0.022727273
2520,ME,LC,1,T2,Treatment,4,LC_ME_1,46,0.086956522
2522,ME,LD,1,T2,Treatment,2,LD_ME_1,47,0.042553191
2524,ME,LE,1,T2,Treatment,1,LE_ME_1,46,0.02173913
2525,ME,LK,1,T2,Treatment,2,LK_ME_1,47,0.042553191
2527,ME,LL,1,T2,Treatment,5,LL_ME_1,46,0.108695652
2529,ME,LO,1,T2,Treatment,3,LO_ME_1,43,0.069767442
2531,ME,LP,1,T2,Treatment,1,LP_ME_1,41,0.024390244
2532,ME,LS,1,T2,Treatment,1,LS_ME_1,43,0.023255814
2534,ME,LT,1,T2,Treatment,4,LT_ME_1,45,0.088888889
2536,ME,LV,1,T2,Treatment,9,LV_ME_1,45,0.2
2537,ME,LX,1,T2,Treatment,3,LX_ME_1,46,0.065217391
2539,ME,LZ,1,T2,Treatment,5,LZ_ME_1,45,0.111111111
2540,ME,MA,1,T2,Treatment,1,MA_ME_1,42,0.023809524
2541,ME,MC,1,T2,Treatment,1,MC_ME_1,41,0.024390244
2542,ME,MD,1,T2,Treatment,2,MD_ME_1,44,0.045454545
2545,ME,MP,1,T2,Treatment,1,ME_MP_1,41,0.024390244
2547,ME,MT,1,T2,Treatment,2,ME_MT_1,39,0.051282051
2549,ME,MV,1,T2,Treatment,3,ME_MV_1,43,0.069767442
2551,MH,LA,1,T2,Treatment,3,LA_MH_1,43,0.069767442
2561,MH,LZ,1,T2,Treatment,3,LZ_MH_1,41,0.073170732
2563,MH,MA,1,T2,Treatment,2,MA_MH_1,36,0.055555556
2567,MH,MV,1,T2,Treatment,2,MH_MV_1,36,0.055555556
2572,MK,LE,1,T2,Treatment,1,LE_MK_1,45,0.022222222
2574,MK,LH,1,T2,Treatment,3,LH_MK_1,42,0.071428571
2576,MK,LK,1,T2,Treatment,1,LK_MK_1,44,0.022727273
2580,MK,LS,1,T2,Treatment,1,LS_MK_1,36,0.027777778
2582,MK,LU,1,T2,Treatment,4,LU_MK_1,43,0.093023256
2584,MK,LV,1,T2,Treatment,1,LV_MK_1,44,0.022727273
2585,MK,LX,1,T2,Treatment,1,LX_MK_1,45,0.022222222
2590,MK,MM,1,T2,Treatment,1,MK_MM_1,34,0.029411765
2591,MK,MS,1,T2,Treatment,1,MK_MS_1,40,0.025
2593,MK,MX,1,T2,Treatment,1,MK_MX_1,36,0.027777778
2597,MM,LC,1,T2,Treatment,1,LC_MM_1,43,0.023255814
2598,MM,LE,1,T2,Treatment,1,LE_MM_1,44,0.022727273
2600,MM,LH,1,T2,Treatment,2,LH_MM_1,44,0.045454545
2601,MM,LK,1,T2,Treatment,1,LK_MM_1,41,0.024390244
2604,MM,LO,1,T2,Treatment,1,LO_MM_1,46,0.02173913
2607,MM,LS,1,T2,Treatment,3,LS_MM_1,38,0.078947368
2611,MM,LV,1,T2,Treatment,5,LV_MM_1,43,0.11627907
2616,MM,MK,1,T2,Treatment,1,MK_MM_1,34,0.029411765
2622,MO,LC,1,T2,Treatment,1,LC_MO_1,43,0.023255814
2623,MO,LD,1,T2,Treatment,2,LD_MO_1,46,0.043478261
2625,MO,LE,1,T2,Treatment,1,LE_MO_1,46,0.02173913
2628,MO,LO,1,T2,Treatment,1,LO_MO_1,44,0.022727273
2632,MO,LU,1,T2,Treatment,1,LU_MO_1,39,0.025641026
2640,MO,MS,1,T2,Treatment,1,MO_MS_1,35,0.028571429
2642,MO,MX,1,T2,Treatment,2,MO_MX_1,37,0.054054054
2644,MP,LA,1,T2,Treatment,2,LA_MP_1,41,0.048780488
2646,MP,LC,1,T2,Treatment,2,LC_MP_1,44,0.045454545
2648,MP,LO,1,T2,Treatment,1,LO_MP_1,46,0.02173913
2651,MP,LV,1,T2,Treatment,1,LV_MP_1,44,0.022727273
2653,MP,LX,1,T2,Treatment,1,LX_MP_1,44,0.022727273
2654,MP,MC,1,T2,Treatment,1,MC_MP_1,38,0.026315789
2656,MP,ME,1,T2,Treatment,1,ME_MP_1,41,0.024390244
2660,MP,MS,1,T2,Treatment,1,MP_MS_1,34,0.029411765
2663,MS,LA,1,T2,Treatment,1,LA_MS_1,45,0.022222222
2669,MS,LK,1,T2,Treatment,4,LK_MS_1,42,0.095238095
2674,MS,LS,1,T2,Treatment,3,LS_MS_1,38,0.078947368
2675,MS,LT,1,T2,Treatment,1,LT_MS_1,45,0.022222222
2677,MS,LU,1,T2,Treatment,1,LU_MS_1,43,0.023255814
2679,MS,LV,1,T2,Treatment,2,LV_MS_1,45,0.044444444
2680,MS,LX,1,T2,Treatment,1,LX_MS_1,44,0.022727273
2685,MS,MK,1,T2,Treatment,1,MK_MS_1,40,0.025
2687,MS,MO,1,T2,Treatment,1,MO_MS_1,35,0.028571429
2688,MS,MP,1,T2,Treatment,1,MP_MS_1,34,0.029411765
2689,MS,MU,1,T2,Treatment,1,MS_MU_1,39,0.025641026
2692,MS,MZ,1,T2,Treatment,1,MS_MZ_1,37,0.027027027
2693,MT,LA,1,T2,Treatment,1,LA_MT_1,38,0.026315789
2697,MT,LL,1,T2,Treatment,1,LL_MT_1,43,0.023255814
2698,MT,LO,1,T2,Treatment,1,LO_MT_1,42,0.023809524
2700,MT,LS,1,T2,Treatment,2,LS_MT_1,33,0.060606061
2702,MT,LV,1,T2,Treatment,2,LV_MT_1,45,0.044444444
2704,MT,LX,1,T2,Treatment,2,LX_MT_1,45,0.044444444
2707,MT,ME,1,T2,Treatment,2,ME_MT_1,39,0.051282051
2712,MT,MV,1,T2,Treatment,2,MT_MV_1,33,0.060606061
2713,MT,MX,1,T2,Treatment,1,MT_MX_1,28,0.035714286
2715,MU,LD,1,T2,Treatment,2,LD_MU_1,46,0.043478261
2716,MU,LE,1,T2,Treatment,2,LE_MU_1,45,0.044444444
2720,MU,LL,1,T2,Treatment,1,LL_MU_1,45,0.022222222
2722,MU,LO,1,T2,Treatment,2,LO_MU_1,45,0.044444444
2724,MU,LP,1,T2,Treatment,1,LP_MU_1,41,0.024390244
2727,MU,LU,1,T2,Treatment,3,LU_MU_1,39,0.076923077
2729,MU,LV,1,T2,Treatment,2,LV_MU_1,45,0.044444444
2731,MU,MA,1,T2,Treatment,1,MA_MU_1,33,0.03030303
2736,MU,MS,1,T2,Treatment,1,MS_MU_1,39,0.025641026
2739,MU,MX,1,T2,Treatment,1,MU_MX_1,37,0.027027027
2741,MV,LA,1,T2,Treatment,2,LA_MV_1,44,0.045454545
2742,MV,LC,1,T2,Treatment,1,LC_MV_1,42,0.023809524
2744,MV,LD,1,T2,Treatment,4,LD_MV_1,45,0.088888889
2748,MV,LP,1,T2,Treatment,1,LP_MV_1,43,0.023255814
2749,MV,LS,1,T2,Treatment,1,LS_MV_1,41,0.024390244
2751,MV,LV,1,T2,Treatment,3,LV_MV_1,46,0.065217391
2752,MV,LX,1,T2,Treatment,3,LX_MV_1,44,0.068181818
2753,MV,LZ,1,T2,Treatment,1,LZ_MV_1,43,0.023255814
2754,MV,MC,1,T2,Treatment,1,MC_MV_1,41,0.024390244
2757,MV,ME,1,T2,Treatment,3,ME_MV_1,43,0.069767442
2758,MV,MH,1,T2,Treatment,2,MH_MV_1,36,0.055555556
2761,MV,MT,1,T2,Treatment,2,MT_MV_1,33,0.060606061
2763,MX,LC,1,T2,Treatment,1,LC_MX_1,40,0.025
2764,MX,LD,1,T2,Treatment,4,LD_MX_1,46,0.086956522
2766,MX,LH,1,T2,Treatment,1,LH_MX_1,40,0.025
2768,MX,LL,1,T2,Treatment,4,LL_MX_1,44,0.090909091
2769,MX,LO,1,T2,Treatment,4,LO_MX_1,42,0.095238095
2771,MX,LS,1,T2,Treatment,1,LS_MX_1,35,0.028571429
2775,MX,LV,1,T2,Treatment,1,LV_MX_1,45,0.022222222
2777,MX,LX,1,T2,Treatment,3,LX_MX_1,45,0.066666667
2780,MX,MA,1,T2,Treatment,1,MA_MX_1,35,0.028571429
2781,MX,MD,1,T2,Treatment,2,MD_MX_1,38,0.052631579
2785,MX,MK,1,T2,Treatment,1,MK_MX_1,36,0.027777778
2787,MX,MO,1,T2,Treatment,2,MO_MX_1,37,0.054054054
2791,MX,MT,1,T2,Treatment,1,MT_MX_1,28,0.035714286
2792,MX,MU,1,T2,Treatment,1,MU_MX_1,37,0.027027027
2794,MX,MZ,1,T2,Treatment,1,MX_MZ_1,38,0.026315789
2795,MZ,LC,1,T2,Treatment,2,LC_MZ_1,42,0.047619048
2797,MZ,LD,1,T2,Treatment,1,LD_MZ_1,45,0.022222222
2799,MZ,LH,1,T2,Treatment,2,LH_MZ_1,45,0.044444444
2801,MZ,LK,1,T2,Treatment,2,LK_MZ_1,41,0.048780488
2803,MZ,LL,1,T2,Treatment,2,LL_MZ_1,46,0.043478261
2806,MZ,LS,1,T2,Treatment,1,LS_MZ_1,38,0.026315789
2808,MZ,LT,1,T2,Treatment,1,LT_MZ_1,45,0.022222222
2809,MZ,LU,1,T2,Treatment,5,LU_MZ_1,40,0.125
2811,MZ,LV,1,T2,Treatment,2,LV_MZ_1,46,0.043478261
2814,MZ,LZ,1,T2,Treatment,2,LZ_MZ_1,41,0.048780488
2815,MZ,MA,1,T2,Treatment,1,MA_MZ_1,38,0.026315789
2818,MZ,MS,1,T2,Treatment,1,MS_MZ_1,37,0.027027027
2819,MZ,MX,1,T2,Treatment,1,MX_MZ_1,38,0.026315789
2029,LA,LD,2,T2,Treatment,3,LA_LD_2,48,0.0625
2032,LA,LL,2,T2,Treatment,1,LA_LL_2,48,0.020833333
2033,LA,LO,2,T2,Treatment,2,LA_LO_2,48,0.041666667
2034,LA,LT,2,T2,Treatment,2,LA_LT_2,47,0.042553191
2035,LA,LU,2,T2,Treatment,1,LA_LU_2,47,0.021276596
2036,LA,LV,2,T2,Treatment,1,LA_LV_2,48,0.020833333
2038,LA,LZ,2,T2,Treatment,1,LA_LZ_2,48,0.020833333
2040,LA,MD,2,T2,Treatment,4,LA_MD_2,46,0.086956522
2042,LA,ME,2,T2,Treatment,5,LA_ME_2,48,0.104166667
2044,LA,MH,2,T2,Treatment,2,LA_MH_2,47,0.042553191
2045,LA,MK,2,T2,Treatment,2,LA_MK_2,47,0.042553191
2046,LA,MM,2,T2,Treatment,3,LA_MM_2,47,0.063829787
2047,LA,MO,2,T2,Treatment,3,LA_MO_2,46,0.065217391
2049,LA,MP,2,T2,Treatment,1,LA_MP_2,47,0.021276596
2051,LA,MS,2,T2,Treatment,1,LA_MS_2,48,0.020833333
2053,LA,MT,2,T2,Treatment,3,LA_MT_2,46,0.065217391
2055,LA,MX,2,T2,Treatment,8,LA_MX_2,46,0.173913043
2058,LC,LH,2,T2,Treatment,1,LC_LH_2,47,0.021276596
2059,LC,LL,2,T2,Treatment,1,LC_LL_2,47,0.021276596
2060,LC,LO,2,T2,Treatment,3,LC_LO_2,47,0.063829787
2063,LC,LT,2,T2,Treatment,2,LC_LT_2,46,0.043478261
2064,LC,LU,2,T2,Treatment,2,LC_LU_2,48,0.041666667
2066,LC,LX,2,T2,Treatment,2,LC_LX_2,47,0.042553191
2069,LC,MD,2,T2,Treatment,2,LC_MD_2,45,0.044444444
2071,LC,ME,2,T2,Treatment,5,LC_ME_2,45,0.111111111
2072,LC,MH,2,T2,Treatment,1,LC_MH_2,46,0.02173913
2073,LC,MK,2,T2,Treatment,2,LC_MK_2,47,0.042553191
2077,LC,MS,2,T2,Treatment,2,LC_MS_2,46,0.043478261
2078,LC,MU,2,T2,Treatment,1,LC_MU_2,46,0.02173913
2080,LC,MV,2,T2,Treatment,2,LC_MV_2,43,0.046511628
2083,LC,MZ,2,T2,Treatment,6,LC_MZ_2,47,0.127659574
2084,LD,LA,2,T2,Treatment,3,LA_LD_2,48,0.0625
2085,LD,LK,2,T2,Treatment,1,LD_LK_2,48,0.020833333
2087,LD,LT,2,T2,Treatment,1,LD_LT_2,48,0.020833333
2089,LD,LV,2,T2,Treatment,1,LD_LV_2,48,0.020833333
2091,LD,LZ,2,T2,Treatment,2,LD_LZ_2,48,0.041666667
2092,LD,MA,2,T2,Treatment,1,LD_MA_2,48,0.020833333
2096,LD,ME,2,T2,Treatment,6,LD_ME_2,48,0.125
2097,LD,MH,2,T2,Treatment,1,LD_MH_2,47,0.021276596
2098,LD,MK,2,T2,Treatment,1,LD_MK_2,48,0.020833333
2100,LD,MO,2,T2,Treatment,1,LD_MO_2,47,0.021276596
2101,LD,MS,2,T2,Treatment,3,LD_MS_2,47,0.063829787
2104,LD,MV,2,T2,Treatment,1,LD_MV_2,47,0.021276596
2106,LD,MX,2,T2,Treatment,6,LD_MX_2,47,0.127659574
2108,LD,MZ,2,T2,Treatment,2,LD_MZ_2,48,0.041666667
2109,LE,LK,2,T2,Treatment,1,LE_LK_2,39,0.025641026
2111,LE,LL,2,T2,Treatment,1,LE_LL_2,44,0.022727273
2112,LE,LP,2,T2,Treatment,2,LE_LP_2,39,0.051282051
2114,LE,LS,2,T2,Treatment,2,LE_LS_2,39,0.051282051
2116,LE,LU,2,T2,Treatment,2,LE_LU_2,46,0.043478261
2117,LE,LV,2,T2,Treatment,1,LE_LV_2,42,0.023809524
2121,LE,MK,2,T2,Treatment,1,LE_MK_2,42,0.023809524
2123,LE,MM,2,T2,Treatment,1,LE_MM_2,44,0.022727273
2125,LE,MS,2,T2,Treatment,1,LE_MS_2,41,0.024390244
2127,LE,MU,2,T2,Treatment,4,LE_MU_2,43,0.093023256
2130,LH,LC,2,T2,Treatment,1,LC_LH_2,47,0.021276596
2132,LH,LP,2,T2,Treatment,1,LH_LP_2,47,0.021276596
2134,LH,LU,2,T2,Treatment,2,LH_LU_2,47,0.042553191
2136,LH,LV,2,T2,Treatment,3,LH_LV_2,47,0.063829787
2138,LH,LX,2,T2,Treatment,1,LH_LX_2,48,0.020833333
2139,LH,LZ,2,T2,Treatment,1,LH_LZ_2,47,0.021276596
2141,LH,MA,2,T2,Treatment,3,LH_MA_2,48,0.0625
2142,LH,MH,2,T2,Treatment,2,LH_MH_2,47,0.042553191
2144,LH,MK,2,T2,Treatment,2,LH_MK_2,47,0.042553191
2146,LH,MO,2,T2,Treatment,2,LH_MO_2,45,0.044444444
2147,LH,MS,2,T2,Treatment,3,LH_MS_2,48,0.0625
2148,LH,MT,2,T2,Treatment,2,LH_MT_2,48,0.041666667
2149,LH,MU,2,T2,Treatment,1,LH_MU_2,46,0.02173913
2150,LH,MV,2,T2,Treatment,2,LH_MV_2,45,0.044444444
2153,LH,MZ,2,T2,Treatment,3,LH_MZ_2,48,0.0625
2155,LK,LD,2,T2,Treatment,1,LD_LK_2,48,0.020833333
2156,LK,LE,2,T2,Treatment,1,LE_LK_2,39,0.025641026
2157,LK,LL,2,T2,Treatment,1,LK_LL_2,47,0.021276596
2158,LK,LO,2,T2,Treatment,1,LK_LO_2,47,0.021276596
2159,LK,LP,2,T2,Treatment,2,LK_LP_2,43,0.046511628
2161,LK,LS,2,T2,Treatment,3,LK_LS_2,43,0.069767442
2162,LK,LT,2,T2,Treatment,1,LK_LT_2,47,0.021276596
2163,LK,LU,2,T2,Treatment,1,LK_LU_2,47,0.021276596
2165,LK,LV,2,T2,Treatment,2,LK_LV_2,45,0.044444444
2169,LK,ME,2,T2,Treatment,1,LK_ME_2,45,0.022222222
2171,LK,MK,2,T2,Treatment,2,LK_MK_2,45,0.044444444
2173,LK,MM,2,T2,Treatment,4,LK_MM_2,44,0.090909091
2174,LK,MP,2,T2,Treatment,4,LK_MP_2,43,0.093023256
2176,LK,MS,2,T2,Treatment,2,LK_MS_2,43,0.046511628
2177,LK,MT,2,T2,Treatment,1,LK_MT_2,44,0.022727273
2178,LK,MU,2,T2,Treatment,8,LK_MU_2,45,0.177777778
2179,LK,MX,2,T2,Treatment,1,LK_MX_2,45,0.022222222
2181,LK,MZ,2,T2,Treatment,1,LK_MZ_2,45,0.022222222
2182,LL,LA,2,T2,Treatment,1,LA_LL_2,48,0.020833333
2183,LL,LC,2,T2,Treatment,1,LC_LL_2,47,0.021276596
2186,LL,LE,2,T2,Treatment,1,LE_LL_2,44,0.022727273
2187,LL,LK,2,T2,Treatment,1,LK_LL_2,47,0.021276596
2190,LL,LP,2,T2,Treatment,1,LL_LP_2,45,0.022222222
2191,LL,LS,2,T2,Treatment,1,LL_LS_2,44,0.022727273
2193,LL,LV,2,T2,Treatment,1,LL_LV_2,47,0.021276596
2196,LL,MA,2,T2,Treatment,2,LL_MA_2,48,0.041666667
2198,LL,MD,2,T2,Treatment,3,LL_MD_2,43,0.069767442
2200,LL,ME,2,T2,Treatment,1,LL_ME_2,45,0.022222222
2201,LL,MH,2,T2,Treatment,1,LL_MH_2,45,0.022222222
2202,LL,MK,2,T2,Treatment,1,LL_MK_2,46,0.02173913
2203,LL,MM,2,T2,Treatment,4,LL_MM_2,47,0.085106383
2204,LL,MO,2,T2,Treatment,2,LL_MO_2,44,0.045454545
2205,LL,MS,2,T2,Treatment,1,LL_MS_2,45,0.022222222
2208,LL,MU,2,T2,Treatment,4,LL_MU_2,47,0.085106383
2211,LL,MZ,2,T2,Treatment,2,LL_MZ_2,46,0.043478261
2212,LO,LA,2,T2,Treatment,2,LA_LO_2,48,0.041666667
2213,LO,LC,2,T2,Treatment,3,LC_LO_2,47,0.063829787
2214,LO,LK,2,T2,Treatment,1,LK_LO_2,47,0.021276596
2218,LO,LU,2,T2,Treatment,2,LO_LU_2,47,0.042553191
2220,LO,LX,2,T2,Treatment,1,LO_LX_2,48,0.020833333
2223,LO,MA,2,T2,Treatment,1,LO_MA_2,48,0.020833333
2225,LO,MD,2,T2,Treatment,2,LO_MD_2,47,0.042553191
2227,LO,ME,2,T2,Treatment,3,LO_ME_2,46,0.065217391
2228,LO,MK,2,T2,Treatment,1,LO_MK_2,47,0.021276596
2230,LO,MM,2,T2,Treatment,2,LO_MM_2,48,0.041666667
2232,LO,MO,2,T2,Treatment,2,LO_MO_2,48,0.041666667
2234,LO,MS,2,T2,Treatment,1,LO_MS_2,48,0.020833333
2236,LO,MT,2,T2,Treatment,1,LO_MT_2,48,0.020833333
2238,LO,MU,2,T2,Treatment,1,LO_MU_2,48,0.020833333
2239,LO,MV,2,T2,Treatment,1,LO_MV_2,46,0.02173913
2241,LO,MZ,2,T2,Treatment,4,LO_MZ_2,48,0.083333333
2243,LP,LE,2,T2,Treatment,2,LE_LP_2,39,0.051282051
2245,LP,LH,2,T2,Treatment,1,LH_LP_2,47,0.021276596
2246,LP,LK,2,T2,Treatment,2,LK_LP_2,43,0.046511628
2248,LP,LL,2,T2,Treatment,1,LL_LP_2,45,0.022222222
2249,LP,LP,2,T2,Treatment,1,LP_LP_2,34,0.029411765
2250,LP,LS,2,T2,Treatment,1,LP_LS_2,41,0.024390244
2251,LP,LU,2,T2,Treatment,1,LP_LU_2,46,0.02173913
2253,LP,LV,2,T2,Treatment,1,LP_LV_2,44,0.022727273
2259,LP,MM,2,T2,Treatment,2,LP_MM_2,43,0.046511628
2260,LP,MS,2,T2,Treatment,1,LP_MS_2,42,0.023809524
2263,LP,MX,2,T2,Treatment,1,LP_MX_2,45,0.022222222
2266,LS,LE,2,T2,Treatment,2,LE_LS_2,39,0.051282051
2268,LS,LK,2,T2,Treatment,3,LK_LS_2,43,0.069767442
2269,LS,LL,2,T2,Treatment,1,LL_LS_2,44,0.022727273
2271,LS,LP,2,T2,Treatment,1,LP_LS_2,41,0.024390244
2273,LS,LT,2,T2,Treatment,3,LS_LT_2,46,0.065217391
2275,LS,LU,2,T2,Treatment,1,LS_LU_2,48,0.020833333
2277,LS,LV,2,T2,Treatment,3,LS_LV_2,44,0.068181818
2279,LS,MC,2,T2,Treatment,1,LS_MC_2,40,0.025
2280,LS,MD,2,T2,Treatment,1,LS_MD_2,40,0.025
2282,LS,ME,2,T2,Treatment,1,LS_ME_2,42,0.023809524
2283,LS,MH,2,T2,Treatment,1,LS_MH_2,39,0.025641026
2286,LS,MM,2,T2,Treatment,1,LS_MM_2,44,0.022727273
2287,LS,MO,2,T2,Treatment,2,LS_MO_2,37,0.054054054
2288,LS,MP,2,T2,Treatment,2,LS_MP_2,41,0.048780488
2291,LS,MU,2,T2,Treatment,6,LS_MU_2,44,0.136363636
2294,LS,MX,2,T2,Treatment,2,LS_MX_2,43,0.046511628
2296,LS,MZ,2,T2,Treatment,1,LS_MZ_2,45,0.022222222
2297,LT,LA,2,T2,Treatment,2,LA_LT_2,47,0.042553191
2298,LT,LC,2,T2,Treatment,2,LC_LT_2,46,0.043478261
2299,LT,LD,2,T2,Treatment,1,LD_LT_2,48,0.020833333
2304,LT,LS,2,T2,Treatment,3,LS_LT_2,46,0.065217391
2305,LT,LU,2,T2,Treatment,3,LT_LU_2,46,0.065217391
2309,LT,MD,2,T2,Treatment,1,LT_MD_2,45,0.022222222
2311,LT,ME,2,T2,Treatment,2,LT_ME_2,46,0.043478261
2312,LT,MH,2,T2,Treatment,1,LT_MH_2,44,0.022727273
2313,LT,MK,2,T2,Treatment,2,LT_MK_2,46,0.043478261
2314,LT,MM,2,T2,Treatment,5,LT_MM_2,47,0.106382979
2315,LT,MO,2,T2,Treatment,1,LT_MO_2,43,0.023255814
2316,LT,MS,2,T2,Treatment,1,LT_MS_2,48,0.020833333
2318,LT,MU,2,T2,Treatment,2,LT_MU_2,44,0.045454545
2319,LT,MV,2,T2,Treatment,1,LT_MV_2,42,0.023809524
2320,LT,MX,2,T2,Treatment,2,LT_MX_2,45,0.044444444
2322,LU,LA,2,T2,Treatment,1,LA_LU_2,47,0.021276596
2323,LU,LC,2,T2,Treatment,2,LC_LU_2,48,0.041666667
2325,LU,LE,2,T2,Treatment,2,LE_LU_2,46,0.043478261
2327,LU,LH,2,T2,Treatment,1,LH_LU_2,47,0.021276596
2328,LU,LK,2,T2,Treatment,1,LK_LU_2,47,0.021276596
2329,LU,LO,2,T2,Treatment,2,LO_LU_2,47,0.042553191
2330,LU,LP,2,T2,Treatment,1,LP_LU_2,46,0.02173913
2332,LU,LS,2,T2,Treatment,1,LS_LU_2,48,0.020833333
2333,LU,LT,2,T2,Treatment,3,LT_LU_2,46,0.065217391
2335,LU,LV,2,T2,Treatment,1,LU_LV_2,45,0.022222222
2336,LU,MC,2,T2,Treatment,1,LU_MC_2,46,0.02173913
2337,LU,MD,2,T2,Treatment,2,LU_MD_2,42,0.047619048
2338,LU,MH,2,T2,Treatment,1,LU_MH_2,45,0.022222222
2340,LU,MK,2,T2,Treatment,6,LU_MK_2,44,0.136363636
2341,LU,MM,2,T2,Treatment,3,LU_MM_2,47,0.063829787
2343,LU,MO,2,T2,Treatment,2,LU_MO_2,46,0.043478261
2344,LU,MP,2,T2,Treatment,3,LU_MP_2,44,0.068181818
2346,LU,MS,2,T2,Treatment,1,LU_MS_2,48,0.020833333
2347,LU,MT,2,T2,Treatment,2,LU_MT_2,46,0.043478261
2349,LU,MU,2,T2,Treatment,3,LU_MU_2,47,0.063829787
2350,LU,MX,2,T2,Treatment,5,LU_MX_2,46,0.108695652
2352,LU,MZ,2,T2,Treatment,1,LU_MZ_2,46,0.02173913
2353,LV,LA,2,T2,Treatment,1,LA_LV_2,48,0.020833333
2354,LV,LD,2,T2,Treatment,1,LD_LV_2,48,0.020833333
2355,LV,LE,2,T2,Treatment,1,LE_LV_2,42,0.023809524
2357,LV,LH,2,T2,Treatment,3,LH_LV_2,47,0.063829787
2359,LV,LK,2,T2,Treatment,2,LK_LV_2,45,0.044444444
2360,LV,LL,2,T2,Treatment,1,LL_LV_2,47,0.021276596
2363,LV,LP,2,T2,Treatment,1,LP_LV_2,44,0.022727273
2365,LV,LS,2,T2,Treatment,3,LS_LV_2,44,0.068181818
2368,LV,LU,2,T2,Treatment,1,LU_LV_2,45,0.022222222
2369,LV,LV,2,T2,Treatment,1,LV_LV_2,39,0.025641026
2373,LV,MA,2,T2,Treatment,4,LV_MA_2,46,0.086956522
2376,LV,MD,2,T2,Treatment,2,LV_MD_2,43,0.046511628
2380,LV,MM,2,T2,Treatment,1,LV_MM_2,48,0.020833333
2382,LV,MP,2,T2,Treatment,3,LV_MP_2,42,0.071428571
2385,LV,MT,2,T2,Treatment,2,LV_MT_2,44,0.045454545
2387,LV,MU,2,T2,Treatment,1,LV_MU_2,46,0.02173913
2390,LV,MX,2,T2,Treatment,3,LV_MX_2,45,0.066666667
2392,LV,MZ,2,T2,Treatment,3,LV_MZ_2,45,0.066666667
2394,LX,LC,2,T2,Treatment,2,LC_LX_2,47,0.042553191
2396,LX,LH,2,T2,Treatment,1,LH_LX_2,48,0.020833333
2398,LX,LO,2,T2,Treatment,1,LO_LX_2,48,0.020833333
2402,LX,LV,2,T2,Treatment,1,LV_LX_2,48,0.020833333
2404,LX,LZ,2,T2,Treatment,2,LX_LZ_2,48,0.041666667
2406,LX,MC,2,T2,Treatment,1,LX_MC_2,47,0.021276596
2408,LX,MD,2,T2,Treatment,1,LX_MD_2,47,0.021276596
