,Focal.Letter,Social.Partner,Treatment.Period,Group.ID.Populations,Treatment,num_interactions,ordered.pair.period,scans.where.at.least.1.seen,SRI
2410,LX,ME,2,T2,Treatment,1,LX_ME_2,48,0.020833333
2411,LX,MH,2,T2,Treatment,2,LX_MH_2,47,0.042553191
2413,LX,MM,2,T2,Treatment,2,LX_MM_2,47,0.042553191
2414,LX,MO,2,T2,Treatment,1,LX_MO_2,47,0.021276596
2417,LX,MS,2,T2,Treatment,1,LX_MS_2,48,0.020833333
2421,LX,MX,2,T2,Treatment,3,LX_MX_2,48,0.0625
2422,LX,MZ,2,T2,Treatment,7,LX_MZ_2,48,0.145833333
2424,LZ,LA,2,T2,Treatment,1,LA_LZ_2,48,0.020833333
2426,LZ,LD,2,T2,Treatment,2,LD_LZ_2,48,0.041666667
2427,LZ,LH,2,T2,Treatment,1,LH_LZ_2,47,0.021276596
2433,LZ,LX,2,T2,Treatment,2,LX_LZ_2,48,0.041666667
2435,LZ,MA,2,T2,Treatment,1,LZ_MA_2,46,0.02173913
2437,LZ,MC,2,T2,Treatment,1,LZ_MC_2,44,0.022727273
2441,LZ,MH,2,T2,Treatment,2,LZ_MH_2,43,0.046511628
2442,LZ,MK,2,T2,Treatment,2,LZ_MK_2,45,0.044444444
2443,LZ,MO,2,T2,Treatment,2,LZ_MO_2,42,0.047619048
2444,LZ,MS,2,T2,Treatment,2,LZ_MS_2,46,0.043478261
2445,LZ,MT,2,T2,Treatment,1,LZ_MT_2,46,0.02173913
2447,LZ,MX,2,T2,Treatment,1,LZ_MX_2,45,0.022222222
2450,MA,LD,2,T2,Treatment,1,LD_MA_2,48,0.020833333
2452,MA,LH,2,T2,Treatment,3,LH_MA_2,48,0.0625
2454,MA,LL,2,T2,Treatment,2,LL_MA_2,48,0.041666667
2456,MA,LO,2,T2,Treatment,1,LO_MA_2,48,0.020833333
2458,MA,LV,2,T2,Treatment,4,LV_MA_2,46,0.086956522
2460,MA,LZ,2,T2,Treatment,1,LZ_MA_2,46,0.02173913
2463,MA,MM,2,T2,Treatment,2,MA_MM_2,46,0.043478261
2464,MA,MT,2,T2,Treatment,1,MA_MT_2,44,0.022727273
2466,MA,MU,2,T2,Treatment,1,MA_MU_2,46,0.02173913
2472,MC,LS,2,T2,Treatment,1,LS_MC_2,40,0.025
2474,MC,LU,2,T2,Treatment,1,LU_MC_2,46,0.02173913
2477,MC,LX,2,T2,Treatment,1,LX_MC_2,47,0.021276596
2479,MC,LZ,2,T2,Treatment,1,LZ_MC_2,44,0.022727273
2483,MC,MS,2,T2,Treatment,1,MC_MS_2,43,0.023255814
2484,MC,MU,2,T2,Treatment,1,MC_MU_2,41,0.024390244
2486,MC,MV,2,T2,Treatment,1,MC_MV_2,36,0.027777778
2487,MD,LA,2,T2,Treatment,4,LA_MD_2,46,0.086956522
2489,MD,LC,2,T2,Treatment,2,LC_MD_2,45,0.044444444
2494,MD,LL,2,T2,Treatment,3,LL_MD_2,43,0.069767442
2496,MD,LO,2,T2,Treatment,2,LO_MD_2,47,0.042553191
2498,MD,LS,2,T2,Treatment,1,LS_MD_2,40,0.025
2500,MD,LT,2,T2,Treatment,1,LT_MD_2,45,0.022222222
2501,MD,LU,2,T2,Treatment,2,LU_MD_2,42,0.047619048
2503,MD,LV,2,T2,Treatment,2,LV_MD_2,43,0.046511628
2505,MD,LX,2,T2,Treatment,1,LX_MD_2,47,0.021276596
2509,MD,MH,2,T2,Treatment,3,MD_MH_2,35,0.085714286
2510,MD,MK,2,T2,Treatment,2,MD_MK_2,39,0.051282051
2511,MD,MM,2,T2,Treatment,2,MD_MM_2,43,0.046511628
2512,MD,MO,2,T2,Treatment,3,MD_MO_2,36,0.083333333
2513,MD,MP,2,T2,Treatment,1,MD_MP_2,40,0.025
2514,MD,MU,2,T2,Treatment,1,MD_MU_2,41,0.024390244
2515,MD,MV,2,T2,Treatment,1,MD_MV_2,30,0.033333333
2517,MD,MX,2,T2,Treatment,2,MD_MX_2,42,0.047619048
2519,ME,LA,2,T2,Treatment,5,LA_ME_2,48,0.104166667
2521,ME,LC,2,T2,Treatment,5,LC_ME_2,45,0.111111111
2523,ME,LD,2,T2,Treatment,6,LD_ME_2,48,0.125
2526,ME,LK,2,T2,Treatment,1,LK_ME_2,45,0.022222222
2528,ME,LL,2,T2,Treatment,1,LL_ME_2,45,0.022222222
2530,ME,LO,2,T2,Treatment,3,LO_ME_2,46,0.065217391
2533,ME,LS,2,T2,Treatment,1,LS_ME_2,42,0.023809524
2535,ME,LT,2,T2,Treatment,2,LT_ME_2,46,0.043478261
2538,ME,LX,2,T2,Treatment,1,LX_ME_2,48,0.020833333
2543,ME,MK,2,T2,Treatment,1,ME_MK_2,44,0.022727273
2544,ME,MO,2,T2,Treatment,1,ME_MO_2,40,0.025
2546,ME,MS,2,T2,Treatment,3,ME_MS_2,47,0.063829787
2548,ME,MT,2,T2,Treatment,1,ME_MT_2,45,0.022222222
2550,ME,MX,2,T2,Treatment,1,ME_MX_2,45,0.022222222
2552,MH,LA,2,T2,Treatment,2,LA_MH_2,47,0.042553191
2553,MH,LC,2,T2,Treatment,1,LC_MH_2,46,0.02173913
2554,MH,LD,2,T2,Treatment,1,LD_MH_2,47,0.021276596
2555,MH,LH,2,T2,Treatment,2,LH_MH_2,47,0.042553191
2556,MH,LL,2,T2,Treatment,1,LL_MH_2,45,0.022222222
2557,MH,LS,2,T2,Treatment,1,LS_MH_2,39,0.025641026
2558,MH,LT,2,T2,Treatment,1,LT_MH_2,44,0.022727273
2559,MH,LU,2,T2,Treatment,1,LU_MH_2,45,0.022222222
2560,MH,LX,2,T2,Treatment,2,LX_MH_2,47,0.042553191
2562,MH,LZ,2,T2,Treatment,2,LZ_MH_2,43,0.046511628
2564,MH,MD,2,T2,Treatment,3,MD_MH_2,35,0.085714286
2565,MH,MK,2,T2,Treatment,1,MH_MK_2,40,0.025
2566,MH,MO,2,T2,Treatment,1,MH_MO_2,37,0.027027027
2568,MH,MX,2,T2,Treatment,1,MH_MX_2,40,0.025
2569,MK,LA,2,T2,Treatment,2,LA_MK_2,47,0.042553191
2570,MK,LC,2,T2,Treatment,2,LC_MK_2,47,0.042553191
2571,MK,LD,2,T2,Treatment,1,LD_MK_2,48,0.020833333
2573,MK,LE,2,T2,Treatment,1,LE_MK_2,42,0.023809524
2575,MK,LH,2,T2,Treatment,2,LH_MK_2,47,0.042553191
2577,MK,LK,2,T2,Treatment,2,LK_MK_2,45,0.044444444
2578,MK,LL,2,T2,Treatment,1,LL_MK_2,46,0.02173913
2579,MK,LO,2,T2,Treatment,1,LO_MK_2,47,0.021276596
2581,MK,LT,2,T2,Treatment,1,LT_MK_2,46,0.02173913
2583,MK,LU,2,T2,Treatment,6,LU_MK_2,44,0.136363636
2586,MK,LZ,2,T2,Treatment,2,LZ_MK_2,45,0.044444444
2587,MK,MD,2,T2,Treatment,2,MD_MK_2,39,0.051282051
2588,MK,ME,2,T2,Treatment,1,ME_MK_2,44,0.022727273
2589,MK,MH,2,T2,Treatment,1,MH_MK_2,40,0.025
2592,MK,MV,2,T2,Treatment,1,MK_MV_2,37,0.027027027
2594,MK,MX,2,T2,Treatment,3,MK_MX_2,43,0.069767442
2595,MK,MZ,2,T2,Treatment,2,MK_MZ_2,46,0.043478261
2596,MM,LA,2,T2,Treatment,3,LA_MM_2,47,0.063829787
2599,MM,LE,2,T2,Treatment,1,LE_MM_2,44,0.022727273
2602,MM,LK,2,T2,Treatment,4,LK_MM_2,44,0.090909091
2603,MM,LL,2,T2,Treatment,4,LL_MM_2,47,0.085106383
2605,MM,LO,2,T2,Treatment,2,LO_MM_2,48,0.041666667
2606,MM,LP,2,T2,Treatment,2,LP_MM_2,43,0.046511628
2608,MM,LS,2,T2,Treatment,1,LS_MM_2,44,0.022727273
2609,MM,LT,2,T2,Treatment,5,LT_MM_2,47,0.106382979
2610,MM,LU,2,T2,Treatment,3,LU_MM_2,47,0.063829787
2612,MM,LV,2,T2,Treatment,1,LV_MM_2,48,0.020833333
2613,MM,LX,2,T2,Treatment,2,LX_MM_2,47,0.042553191
2614,MM,MA,2,T2,Treatment,2,MA_MM_2,46,0.043478261
2615,MM,MD,2,T2,Treatment,2,MD_MM_2,43,0.046511628
2617,MM,MP,2,T2,Treatment,3,MM_MP_2,44,0.068181818
2618,MM,MS,2,T2,Treatment,1,MM_MS_2,44,0.022727273
2619,MM,MT,2,T2,Treatment,1,MM_MT_2,47,0.021276596
2620,MM,MU,2,T2,Treatment,2,MM_MU_2,42,0.047619048
2621,MO,LA,2,T2,Treatment,3,LA_MO_2,46,0.065217391
2624,MO,LD,2,T2,Treatment,1,LD_MO_2,47,0.021276596
2626,MO,LH,2,T2,Treatment,2,LH_MO_2,45,0.044444444
2627,MO,LL,2,T2,Treatment,1,LL_MO_2,44,0.022727273
2629,MO,LO,2,T2,Treatment,2,LO_MO_2,48,0.041666667
2630,MO,LS,2,T2,Treatment,2,LS_MO_2,37,0.054054054
2631,MO,LT,2,T2,Treatment,1,LT_MO_2,43,0.023255814
2633,MO,LU,2,T2,Treatment,2,LU_MO_2,46,0.043478261
2634,MO,LX,2,T2,Treatment,1,LX_MO_2,47,0.021276596
2635,MO,LZ,2,T2,Treatment,2,LZ_MO_2,42,0.047619048
2636,MO,MD,2,T2,Treatment,3,MD_MO_2,36,0.083333333
2637,MO,ME,2,T2,Treatment,1,ME_MO_2,40,0.025
2638,MO,MH,2,T2,Treatment,1,MH_MO_2,37,0.027027027
2639,MO,MP,2,T2,Treatment,1,MO_MP_2,42,0.023809524
2641,MO,MV,2,T2,Treatment,1,MO_MV_2,34,0.029411765
2643,MO,MX,2,T2,Treatment,3,MO_MX_2,42,0.071428571
2645,MP,LA,2,T2,Treatment,1,LA_MP_2,47,0.021276596
2647,MP,LK,2,T2,Treatment,4,LK_MP_2,43,0.093023256
2649,MP,LS,2,T2,Treatment,2,LS_MP_2,41,0.048780488
2650,MP,LU,2,T2,Treatment,3,LU_MP_2,44,0.068181818
2652,MP,LV,2,T2,Treatment,3,LV_MP_2,42,0.071428571
2655,MP,MD,2,T2,Treatment,1,MD_MP_2,40,0.025
2657,MP,MM,2,T2,Treatment,3,MM_MP_2,44,0.068181818
2658,MP,MO,2,T2,Treatment,1,MO_MP_2,42,0.023809524
2659,MP,MP,2,T2,Treatment,1,MP_MP_2,32,0.03125
2661,MP,MT,2,T2,Treatment,1,MP_MT_2,45,0.022222222
2662,MP,MX,2,T2,Treatment,5,MP_MX_2,43,0.11627907
2664,MS,LA,2,T2,Treatment,1,LA_MS_2,48,0.020833333
2665,MS,LC,2,T2,Treatment,2,LC_MS_2,46,0.043478261
2666,MS,LD,2,T2,Treatment,3,LD_MS_2,47,0.063829787
2667,MS,LE,2,T2,Treatment,1,LE_MS_2,41,0.024390244
2668,MS,LH,2,T2,Treatment,3,LH_MS_2,48,0.0625
2670,MS,LK,2,T2,Treatment,2,LK_MS_2,43,0.046511628
2671,MS,LL,2,T2,Treatment,1,LL_MS_2,45,0.022222222
2672,MS,LO,2,T2,Treatment,1,LO_MS_2,48,0.020833333
2673,MS,LP,2,T2,Treatment,1,LP_MS_2,42,0.023809524
2676,MS,LT,2,T2,Treatment,1,LT_MS_2,48,0.020833333
2678,MS,LU,2,T2,Treatment,1,LU_MS_2,48,0.020833333
2681,MS,LX,2,T2,Treatment,1,LX_MS_2,48,0.020833333
2682,MS,LZ,2,T2,Treatment,2,LZ_MS_2,46,0.043478261
2683,MS,MC,2,T2,Treatment,1,MC_MS_2,43,0.023255814
2684,MS,ME,2,T2,Treatment,3,ME_MS_2,47,0.063829787
2686,MS,MM,2,T2,Treatment,1,MM_MS_2,44,0.022727273
2690,MS,MU,2,T2,Treatment,1,MS_MU_2,44,0.022727273
2691,MS,MX,2,T2,Treatment,1,MS_MX_2,44,0.022727273
2694,MT,LA,2,T2,Treatment,3,LA_MT_2,46,0.065217391
2695,MT,LH,2,T2,Treatment,2,LH_MT_2,48,0.041666667
2696,MT,LK,2,T2,Treatment,1,LK_MT_2,44,0.022727273
2699,MT,LO,2,T2,Treatment,1,LO_MT_2,48,0.020833333
2701,MT,LU,2,T2,Treatment,2,LU_MT_2,46,0.043478261
2703,MT,LV,2,T2,Treatment,2,LV_MT_2,44,0.045454545
2705,MT,LZ,2,T2,Treatment,1,LZ_MT_2,46,0.02173913
2706,MT,MA,2,T2,Treatment,1,MA_MT_2,44,0.022727273
2708,MT,ME,2,T2,Treatment,1,ME_MT_2,45,0.022222222
2709,MT,MM,2,T2,Treatment,1,MM_MT_2,47,0.021276596
2710,MT,MP,2,T2,Treatment,1,MP_MT_2,45,0.022222222
2711,MT,MU,2,T2,Treatment,1,MT_MU_2,46,0.02173913
2714,MU,LC,2,T2,Treatment,1,LC_MU_2,46,0.02173913
2717,MU,LE,2,T2,Treatment,4,LE_MU_2,43,0.093023256
2718,MU,LH,2,T2,Treatment,1,LH_MU_2,46,0.02173913
2719,MU,LK,2,T2,Treatment,8,LK_MU_2,45,0.177777778
2721,MU,LL,2,T2,Treatment,4,LL_MU_2,47,0.085106383
2723,MU,LO,2,T2,Treatment,1,LO_MU_2,48,0.020833333
2725,MU,LS,2,T2,Treatment,6,LS_MU_2,44,0.136363636
2726,MU,LT,2,T2,Treatment,2,LT_MU_2,44,0.045454545
2728,MU,LU,2,T2,Treatment,3,LU_MU_2,47,0.063829787
2730,MU,LV,2,T2,Treatment,1,LV_MU_2,46,0.02173913
2732,MU,MA,2,T2,Treatment,1,MA_MU_2,46,0.02173913
2733,MU,MC,2,T2,Treatment,1,MC_MU_2,41,0.024390244
2734,MU,MD,2,T2,Treatment,1,MD_MU_2,41,0.024390244
2735,MU,MM,2,T2,Treatment,2,MM_MU_2,42,0.047619048
2737,MU,MS,2,T2,Treatment,1,MS_MU_2,44,0.022727273
2738,MU,MT,2,T2,Treatment,1,MT_MU_2,46,0.02173913
2740,MU,MX,2,T2,Treatment,1,MU_MX_2,42,0.023809524
2743,MV,LC,2,T2,Treatment,2,LC_MV_2,43,0.046511628
2745,MV,LD,2,T2,Treatment,1,LD_MV_2,47,0.021276596
2746,MV,LH,2,T2,Treatment,2,LH_MV_2,45,0.044444444
2747,MV,LO,2,T2,Treatment,1,LO_MV_2,46,0.02173913
2750,MV,LT,2,T2,Treatment,1,LT_MV_2,42,0.023809524
2755,MV,MC,2,T2,Treatment,1,MC_MV_2,36,0.027777778
2756,MV,MD,2,T2,Treatment,1,MD_MV_2,30,0.033333333
2759,MV,MK,2,T2,Treatment,1,MK_MV_2,37,0.027027027
2760,MV,MO,2,T2,Treatment,1,MO_MV_2,34,0.029411765
2762,MX,LA,2,T2,Treatment,8,LA_MX_2,46,0.173913043
2765,MX,LD,2,T2,Treatment,6,LD_MX_2,47,0.127659574
2767,MX,LK,2,T2,Treatment,1,LK_MX_2,45,0.022222222
2770,MX,LP,2,T2,Treatment,1,LP_MX_2,45,0.022222222
2772,MX,LS,2,T2,Treatment,2,LS_MX_2,43,0.046511628
2773,MX,LT,2,T2,Treatment,2,LT_MX_2,45,0.044444444
2774,MX,LU,2,T2,Treatment,5,LU_MX_2,46,0.108695652
2776,MX,LV,2,T2,Treatment,3,LV_MX_2,45,0.066666667
2778,MX,LX,2,T2,Treatment,3,LX_MX_2,48,0.0625
2779,MX,LZ,2,T2,Treatment,1,LZ_MX_2,45,0.022222222
2782,MX,MD,2,T2,Treatment,2,MD_MX_2,42,0.047619048
2783,MX,ME,2,T2,Treatment,1,ME_MX_2,45,0.022222222
2784,MX,MH,2,T2,Treatment,1,MH_MX_2,40,0.025
2786,MX,MK,2,T2,Treatment,3,MK_MX_2,43,0.069767442
2788,MX,MO,2,T2,Treatment,3,MO_MX_2,42,0.071428571
2789,MX,MP,2,T2,Treatment,5,MP_MX_2,43,0.11627907
2790,MX,MS,2,T2,Treatment,1,MS_MX_2,44,0.022727273
2793,MX,MU,2,T2,Treatment,1,MU_MX_2,42,0.023809524
2796,MZ,LC,2,T2,Treatment,6,LC_MZ_2,47,0.127659574
2798,MZ,LD,2,T2,Treatment,2,LD_MZ_2,48,0.041666667
2800,MZ,LH,2,T2,Treatment,2,LH_MZ_2,48,0.041666667
2802,MZ,LK,2,T2,Treatment,1,LK_MZ_2,45,0.022222222
2804,MZ,LL,2,T2,Treatment,2,LL_MZ_2,46,0.043478261
2805,MZ,LO,2,T2,Treatment,4,LO_MZ_2,48,0.083333333
2807,MZ,LS,2,T2,Treatment,1,LS_MZ_2,45,0.022222222
2810,MZ,LU,2,T2,Treatment,1,LU_MZ_2,46,0.02173913
2812,MZ,LV,2,T2,Treatment,3,LV_MZ_2,45,0.066666667
2813,MZ,LX,2,T2,Treatment,7,LX_MZ_2,48,0.145833333
2816,MZ,MK,2,T2,Treatment,2,MK_MZ_2,46,0.043478261
2817,MZ,MO,2,T2,Treatment,1,MO_MZ_2,45,0.022222222
3122,PA,PD,1,T3,Treatment,1,PA_PD_1,45,0.022222222
3124,PA,PH,1,T3,Treatment,3,PA_PH_1,47,0.063829787
3126,PA,PL,1,T3,Treatment,2,PA_PL_1,47,0.042553191
3127,PA,PP,1,T3,Treatment,1,PA_PP_1,48,0.020833333
3128,PA,PS,1,T3,Treatment,1,PA_PS_1,47,0.021276596
3129,PA,PZ,1,T3,Treatment,2,PA_PZ_1,47,0.042553191
3130,PA,VA,1,T3,Treatment,9,PA_VA_1,47,0.191489362
3133,PA,VD,1,T3,Treatment,5,PA_VD_1,46,0.108695652
3136,PA,VH,1,T3,Treatment,1,PA_VH_1,45,0.022222222
3138,PA,VL,1,T3,Treatment,7,PA_VL_1,46,0.152173913
3140,PA,VO,1,T3,Treatment,3,PA_VO_1,45,0.066666667
3142,PA,VS,1,T3,Treatment,1,PA_VS_1,47,0.021276596
3143,PA,VT,1,T3,Treatment,1,PA_VT_1,43,0.023255814
3145,PA,VU,1,T3,Treatment,1,PA_VU_1,47,0.021276596
3147,PA,VV,1,T3,Treatment,2,PA_VV_1,45,0.044444444
3149,PA,VX,1,T3,Treatment,1,PA_VX_1,47,0.021276596
3150,PA,VZ,1,T3,Treatment,5,PA_VZ_1,47,0.106382979
3152,PD,PA,1,T3,Treatment,1,PA_PD_1,45,0.022222222
3154,PD,PK,1,T3,Treatment,2,PD_PK_1,47,0.042553191
3156,PD,PL,1,T3,Treatment,1,PD_PL_1,47,0.021276596
3157,PD,PP,1,T3,Treatment,2,PD_PP_1,47,0.042553191
3158,PD,PS,1,T3,Treatment,1,PD_PS_1,46,0.02173913
3159,PD,PT,1,T3,Treatment,9,PD_PT_1,41,0.219512195
3161,PD,PZ,1,T3,Treatment,1,PD_PZ_1,47,0.021276596
3163,PD,VC,1,T3,Treatment,8,PD_VC_1,45,0.177777778
3165,PD,VH,1,T3,Treatment,1,PD_VH_1,44,0.022727273
3167,PD,VL,1,T3,Treatment,1,PD_VL_1,43,0.023255814
3169,PD,VS,1,T3,Treatment,3,PD_VS_1,46,0.065217391
3171,PD,VT,1,T3,Treatment,1,PD_VT_1,41,0.024390244
3174,PD,VZ,1,T3,Treatment,3,PD_VZ_1,45,0.066666667
3175,PE,PK,1,T3,Treatment,1,PE_PK_1,48,0.020833333
3176,PE,PM,1,T3,Treatment,1,PE_PM_1,44,0.022727273
3178,PE,PO,1,T3,Treatment,1,PE_PO_1,46,0.02173913
3179,PE,PS,1,T3,Treatment,1,PE_PS_1,44,0.022727273
3182,PE,VA,1,T3,Treatment,7,PE_VA_1,45,0.155555556
3183,PE,VD,1,T3,Treatment,2,PE_VD_1,46,0.043478261
3188,PE,VM,1,T3,Treatment,4,PE_VM_1,45,0.088888889
3190,PE,VO,1,T3,Treatment,1,PE_VO_1,46,0.02173913
3192,PE,VS,1,T3,Treatment,2,PE_VS_1,47,0.042553191
3194,PE,VX,1,T3,Treatment,4,PE_VX_1,44,0.090909091
3196,PE,VZ,1,T3,Treatment,1,PE_VZ_1,48,0.020833333
3198,PH,PA,1,T3,Treatment,3,PA_PH_1,47,0.063829787
3199,PH,PK,1,T3,Treatment,2,PH_PK_1,47,0.042553191
3201,PH,PL,1,T3,Treatment,1,PH_PL_1,47,0.021276596
3202,PH,PP,1,T3,Treatment,1,PH_PP_1,47,0.021276596
3204,PH,PU,1,T3,Treatment,2,PH_PU_1,46,0.043478261
3205,PH,PZ,1,T3,Treatment,1,PH_PZ_1,46,0.02173913
3206,PH,VA,1,T3,Treatment,1,PH_VA_1,48,0.020833333
3208,PH,VC,1,T3,Treatment,1,PH_VC_1,47,0.021276596
3209,PH,VD,1,T3,Treatment,1,PH_VD_1,46,0.02173913
3210,PH,VE,1,T3,Treatment,1,PH_VE_1,46,0.02173913
3211,PH,VH,1,T3,Treatment,1,PH_VH_1,47,0.021276596
3214,PH,VO,1,T3,Treatment,9,PH_VO_1,45,0.2
3215,PH,VS,1,T3,Treatment,2,PH_VS_1,45,0.044444444
3217,PH,VV,1,T3,Treatment,3,PH_VV_1,44,0.068181818
3218,PH,VX,1,T3,Treatment,6,PH_VX_1,45,0.133333333
3219,PH,VZ,1,T3,Treatment,4,PH_VZ_1,46,0.086956522
3222,PK,PD,1,T3,Treatment,1,PD_PK_1,47,0.021276596
3224,PK,PE,1,T3,Treatment,1,PE_PK_1,48,0.020833333
3225,PK,PH,1,T3,Treatment,2,PH_PK_1,47,0.042553191
3228,PK,PO,1,T3,Treatment,3,PK_PO_1,47,0.063829787
3229,PK,PP,1,T3,Treatment,3,PK_PP_1,47,0.063829787
3230,PK,PS,1,T3,Treatment,1,PK_PS_1,47,0.021276596
3231,PK,PT,1,T3,Treatment,1,PK_PT_1,47,0.021276596
3232,PK,PU,1,T3,Treatment,2,PK_PU_1,46,0.043478261
3233,PK,PX,1,T3,Treatment,1,PK_PX_1,47,0.021276596
3235,PK,PZ,1,T3,Treatment,2,PK_PZ_1,47,0.042553191
3238,PK,VC,1,T3,Treatment,2,PK_VC_1,47,0.042553191
3239,PK,VD,1,T3,Treatment,4,PK_VD_1,46,0.086956522
3242,PK,VL,1,T3,Treatment,1,PK_VL_1,45,0.022222222
3245,PK,VO,1,T3,Treatment,5,PK_VO_1,47,0.106382979
3246,PK,VS,1,T3,Treatment,5,PK_VS_1,46,0.108695652
3249,PK,VU,1,T3,Treatment,6,PK_VU_1,47,0.127659574
3251,PK,VV,1,T3,Treatment,4,PK_VV_1,46,0.086956522
3252,PK,VX,1,T3,Treatment,2,PK_VX_1,47,0.042553191
3253,PL,PA,1,T3,Treatment,2,PA_PL_1,47,0.042553191
3254,PL,PD,1,T3,Treatment,1,PD_PL_1,47,0.021276596
3255,PL,PH,1,T3,Treatment,1,PH_PL_1,47,0.021276596
3256,PL,PM,1,T3,Treatment,3,PL_PM_1,48,0.0625
3258,PL,PU,1,T3,Treatment,2,PL_PU_1,47,0.042553191
3259,PL,VA,1,T3,Treatment,1,PL_VA_1,48,0.020833333
3261,PL,VC,1,T3,Treatment,1,PL_VC_1,47,0.021276596
3263,PL,VD,1,T3,Treatment,1,PL_VD_1,47,0.021276596
3266,PL,VH,1,T3,Treatment,1,PL_VH_1,48,0.020833333
3269,PL,VL,1,T3,Treatment,1,PL_VL_1,46,0.02173913
3270,PL,VO,1,T3,Treatment,7,PL_VO_1,47,0.14893617
3272,PL,VS,1,T3,Treatment,1,PL_VS_1,47,0.021276596
3274,PL,VT,1,T3,Treatment,1,PL_VT_1,46,0.02173913
3275,PL,VU,1,T3,Treatment,5,PL_VU_1,46,0.108695652
3276,PL,VV,1,T3,Treatment,2,PL_VV_1,46,0.043478261
3278,PL,VX,1,T3,Treatment,3,PL_VX_1,47,0.063829787
3280,PM,PE,1,T3,Treatment,1,PE_PM_1,44,0.022727273
3283,PM,PL,1,T3,Treatment,3,PL_PM_1,48,0.0625
3284,PM,PP,1,T3,Treatment,1,PM_PP_1,47,0.021276596
3285,PM,PU,1,T3,Treatment,1,PM_PU_1,47,0.021276596
3286,PM,PX,1,T3,Treatment,2,PM_PX_1,48,0.041666667
3289,PM,VD,1,T3,Treatment,10,PM_VD_1,46,0.217391304
3291,PM,VE,1,T3,Treatment,2,PM_VE_1,45,0.044444444
3293,PM,VL,1,T3,Treatment,3,PM_VL_1,46,0.065217391
3296,PM,VS,1,T3,Treatment,1,PM_VS_1,48,0.020833333
3297,PM,VU,1,T3,Treatment,3,PM_VU_1,48,0.0625
3299,PM,VX,1,T3,Treatment,1,PM_VX_1,47,0.021276596
3301,PO,PE,1,T3,Treatment,1,PE_PO_1,46,0.02173913
3302,PO,PK,1,T3,Treatment,2,PK_PO_1,47,0.042553191
3305,PO,PX,1,T3,Treatment,1,PO_PX_1,47,0.021276596
3307,PO,VD,1,T3,Treatment,2,PO_VD_1,46,0.043478261
3308,PO,VE,1,T3,Treatment,10,PO_VE_1,46,0.217391304
3312,PO,VO,1,T3,Treatment,3,PO_VO_1,47,0.063829787
3313,PO,VS,1,T3,Treatment,1,PO_VS_1,46,0.02173913
3314,PO,VT,1,T3,Treatment,1,PO_VT_1,42,0.023809524
3317,PO,VX,1,T3,Treatment,1,PO_VX_1,45,0.022222222
3318,PO,VZ,1,T3,Treatment,1,PO_VZ_1,44,0.022727273
3320,PP,PA,1,T3,Treatment,1,PA_PP_1,48,0.020833333
3321,PP,PD,1,T3,Treatment,2,PD_PP_1,47,0.042553191
3322,PP,PH,1,T3,Treatment,1,PH_PP_1,47,0.021276596
3324,PP,PK,1,T3,Treatment,3,PK_PP_1,47,0.063829787
3325,PP,PM,1,T3,Treatment,1,PM_PP_1,47,0.021276596
3326,PP,PT,1,T3,Treatment,1,PP_PT_1,41,0.024390244
3328,PP,VA,1,T3,Treatment,3,PP_VA_1,46,0.065217391
3330,PP,VC,1,T3,Treatment,4,PP_VC_1,46,0.086956522
3331,PP,VD,1,T3,Treatment,2,PP_VD_1,45,0.044444444
3333,PP,VH,1,T3,Treatment,2,PP_VH_1,45,0.044444444
3335,PP,VS,1,T3,Treatment,2,PP_VS_1,46,0.043478261
3338,PS,PA,1,T3,Treatment,1,PA_PS_1,47,0.021276596
3339,PS,PD,1,T3,Treatment,1,PD_PS_1,46,0.02173913
3340,PS,PE,1,T3,Treatment,1,PE_PS_1,44,0.022727273
3342,PS,PK,1,T3,Treatment,1,PK_PS_1,47,0.021276596
3346,PS,VA,1,T3,Treatment,1,PS_VA_1,48,0.020833333
3348,PS,VE,1,T3,Treatment,1,PS_VE_1,47,0.021276596
3350,PS,VH,1,T3,Treatment,3,PS_VH_1,47,0.063829787
3353,PS,VL,1,T3,Treatment,1,PS_VL_1,45,0.022222222
3355,PS,VM,1,T3,Treatment,2,PS_VM_1,45,0.044444444
3356,PS,VO,1,T3,Treatment,1,PS_VO_1,47,0.021276596
3358,PS,VS,1,T3,Treatment,2,PS_VS_1,46,0.043478261
3361,PS,VZ,1,T3,Treatment,2,PS_VZ_1,47,0.042553191
3363,PT,PD,1,T3,Treatment,8,PD_PT_1,41,0.195121951
3364,PT,PK,1,T3,Treatment,1,PK_PT_1,47,0.021276596
3365,PT,PP,1,T3,Treatment,1,PP_PT_1,41,0.024390244
3367,PT,PZ,1,T3,Treatment,5,PT_PZ_1,44,0.113636364
3368,PT,VC,1,T3,Treatment,7,PT_VC_1,44,0.159090909
3369,PT,VD,1,T3,Treatment,1,PT_VD_1,41,0.024390244
3370,PT,VE,1,T3,Treatment,3,PT_VE_1,43,0.069767442
3371,PT,VH,1,T3,Treatment,1,PT_VH_1,41,0.024390244
3374,PT,VO,1,T3,Treatment,1,PT_VO_1,43,0.023255814
3375,PT,VS,1,T3,Treatment,3,PT_VS_1,44,0.068181818
3376,PT,VX,1,T3,Treatment,1,PT_VX_1,43,0.023255814
3378,PT,VZ,1,T3,Treatment,1,PT_VZ_1,42,0.023809524
