Dtime,logger,temperature,Col,logger.1,d,YMD,Hour,Hour2,Session
2016/01/27 06:44,37_1,22.284,37,1,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_1,22.409,37,1,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_1,22.534,37,1,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_1,22.722,37,1,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_1,22.909,37,1,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_1,23.034,37,1,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_1,23.222,37,1,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_1,23.472,37,1,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_1,23.535,37,1,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_1,23.66,37,1,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_1,23.972,37,1,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_1,24.222,37,1,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_1,24.66,37,1,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_1,25.16,37,1,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_1,25.16,37,1,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_1,25.723,37,1,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_1,27.16,37,1,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_1,27.722,37,1,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_1,27.597,37,1,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_1,27.409,37,1,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_1,27.784,37,1,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_1,27.285,37,1,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_1,26.847,37,1,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_1,27.097,37,1,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_2,21.871,37,2,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_2,22.183,37,2,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_2,22.683,37,2,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_2,23.934,37,2,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_2,25.934,37,2,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_2,26.809,37,2,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_2,27.871,37,2,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_2,28.996,37,2,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_2,29.246,37,2,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_2,29.558,37,2,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_2,30.37,37,2,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_2,30.433,37,2,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_2,30.62,37,2,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_2,30.87,37,2,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_2,31.495,37,2,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_2,32.12,37,2,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_2,32.62,37,2,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_2,32.995,37,2,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_2,33.369,37,2,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_2,34.182,37,2,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_2,34.494,37,2,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_2,34.869,37,2,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_2,34.681,37,2,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_2,34.931,37,2,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_3,21.382,37,3,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_3,21.632,37,3,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_3,22.195,37,3,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_3,23.007,37,3,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_3,25.195,37,3,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_3,26.695,37,3,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_3,28.257,37,3,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_3,29.194,37,3,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_3,29.194,37,3,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_3,28.632,37,3,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_3,29.194,37,3,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_3,29.631,37,3,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_3,29.944,37,3,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_3,30.568,37,3,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_3,31.505,37,3,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_3,32.192,37,3,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_3,32.816,37,3,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_3,33.315,37,3,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_3,33.69,37,3,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_3,34.376,37,3,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_3,34.751,37,3,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_3,35.188,37,3,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_3,35,37,3,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_3,35.25,37,3,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_4,21.424,37,4,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_4,21.8,37,4,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_4,23.238,37,4,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_4,24.051,37,4,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_4,26.051,37,4,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_4,27.238,37,4,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_4,28.112,37,4,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_4,28.737,37,4,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_4,28.862,37,4,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_4,28.987,37,4,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_4,28.05,37,4,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_4,26.863,37,4,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_4,27.175,37,4,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_4,27.863,37,4,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_4,28.487,37,4,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_4,29.486,37,4,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_4,30.548,37,4,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_4,31.422,37,4,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_4,31.921,37,4,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_4,33.232,37,4,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_4,33.357,37,4,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_4,32.733,37,4,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_4,32.296,37,4,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_4,32.982,37,4,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_5,21.457,37,5,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_5,21.77,37,5,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_5,23.021,37,5,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_5,22.833,37,5,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_5,23.333,37,5,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_5,23.959,37,5,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_5,24.709,37,5,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_5,26.084,37,5,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_5,28.145,37,5,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_5,29.206,37,5,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_5,30.267,37,5,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_5,30.579,37,5,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_5,30.829,37,5,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_5,31.203,37,5,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_5,31.889,37,5,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_5,32.513,37,5,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_5,33.011,37,5,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_5,33.448,37,5,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_5,33.884,37,5,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_5,34.694,37,5,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_5,35.006,37,5,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_5,35.379,37,5,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_5,35.193,37,5,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_5,35.504,37,5,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_MAT,NA,37,MAT,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_MAT,NA,37,MAT,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_MAT,NA,37,MAT,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_MAT,NA,37,MAT,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_MAT,NA,37,MAT,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_MAT,NA,37,MAT,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_MAT,NA,37,MAT,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_MAT,NA,37,MAT,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_MAT,NA,37,MAT,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_MAT,NA,37,MAT,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_MAT,NA,37,MAT,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_MAT,NA,37,MAT,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_MAT,NA,37,MAT,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_MAT,NA,37,MAT,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_MAT,NA,37,MAT,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_MAT,NA,37,MAT,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_MAT,NA,37,MAT,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_MAT,NA,37,MAT,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_MAT,NA,37,MAT,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_MAT,NA,37,MAT,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_MAT,NA,37,MAT,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_MAT,NA,37,MAT,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_MAT,NA,37,MAT,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_MAT,NA,37,MAT,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/27 06:44,37_Mat.3,21.382,37,Mat.3,2016/01/27 06:44,2016/01/27,06:44,6,AM
2016/01/27 06:49,37_Mat.3,21.632,37,Mat.3,2016/01/27 06:49,2016/01/27,06:49,6,AM
2016/01/27 06:54,37_Mat.3,22.195,37,Mat.3,2016/01/27 06:54,2016/01/27,06:54,6,AM
2016/01/27 06:59,37_Mat.3,23.007,37,Mat.3,2016/01/27 06:59,2016/01/27,06:59,6,AM
2016/01/27 07:04,37_Mat.3,25.195,37,Mat.3,2016/01/27 07:04,2016/01/27,07:04,7,AM
2016/01/27 07:09,37_Mat.3,26.695,37,Mat.3,2016/01/27 07:09,2016/01/27,07:09,7,AM
2016/01/27 07:14,37_Mat.3,28.257,37,Mat.3,2016/01/27 07:14,2016/01/27,07:14,7,AM
2016/01/27 07:19,37_Mat.3,29.194,37,Mat.3,2016/01/27 07:19,2016/01/27,07:19,7,AM
2016/01/27 07:24,37_Mat.3,29.194,37,Mat.3,2016/01/27 07:24,2016/01/27,07:24,7,AM
2016/01/27 07:29,37_Mat.3,28.632,37,Mat.3,2016/01/27 07:29,2016/01/27,07:29,7,AM
2016/01/27 07:34,37_Mat.3,29.194,37,Mat.3,2016/01/27 07:34,2016/01/27,07:34,7,AM
2016/01/27 07:39,37_Mat.3,29.631,37,Mat.3,2016/01/27 07:39,2016/01/27,07:39,7,AM
2016/01/27 07:44,37_Mat.3,29.944,37,Mat.3,2016/01/27 07:44,2016/01/27,07:44,7,AM
2016/01/27 07:49,37_Mat.3,30.568,37,Mat.3,2016/01/27 07:49,2016/01/27,07:49,7,AM
2016/01/27 07:54,37_Mat.3,31.505,37,Mat.3,2016/01/27 07:54,2016/01/27,07:54,7,AM
2016/01/27 07:59,37_Mat.3,32.192,37,Mat.3,2016/01/27 07:59,2016/01/27,07:59,7,AM
2016/01/27 08:04,37_Mat.3,32.816,37,Mat.3,2016/01/27 08:04,2016/01/27,08:04,8,AM
2016/01/27 08:09,37_Mat.3,33.315,37,Mat.3,2016/01/27 08:09,2016/01/27,08:09,8,AM
2016/01/27 08:14,37_Mat.3,33.69,37,Mat.3,2016/01/27 08:14,2016/01/27,08:14,8,AM
2016/01/27 08:19,37_Mat.3,34.376,37,Mat.3,2016/01/27 08:19,2016/01/27,08:19,8,AM
2016/01/27 08:24,37_Mat.3,34.751,37,Mat.3,2016/01/27 08:24,2016/01/27,08:24,8,AM
2016/01/27 08:29,37_Mat.3,35.188,37,Mat.3,2016/01/27 08:29,2016/01/27,08:29,8,AM
2016/01/27 08:34,37_Mat.3,35,37,Mat.3,2016/01/27 08:34,2016/01/27,08:34,8,AM
2016/01/27 08:39,37_Mat.3,35.25,37,Mat.3,2016/01/27 08:39,2016/01/27,08:39,8,AM
2016/01/28 13:29,37_1,36.765,37,1,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_1,36.64,37,1,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_1,36.702,37,1,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_1,36.578,37,1,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_1,36.266,37,1,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_1,35.83,37,1,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_1,35.83,37,1,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_1,35.768,37,1,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_1,35.83,37,1,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_1,36.142,37,1,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_1,36.578,37,1,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_1,37.014,37,1,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_1,37.014,37,1,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_1,36.702,37,1,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_1,36.08,37,1,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_1,36.329,37,1,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_1,36.391,37,1,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_1,37.574,37,1,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_1,38.384,37,1,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_1,37.574,37,1,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_1,37.637,37,1,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_1,37.948,37,1,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_1,38.57,37,1,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_1,37.699,37,1,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_2,44.862,37,2,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_2,46.298,37,2,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_2,47.11,37,2,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_2,48.608,37,2,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_2,48.733,37,2,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_2,46.298,37,2,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_2,44.55,37,2,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_2,41.989,37,2,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_2,40.553,37,2,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_2,40.178,37,2,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_2,39.429,37,2,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_2,39.491,37,2,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_2,40.615,37,2,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_2,41.302,37,2,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_2,41.927,37,2,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_2,41.615,37,2,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_2,43.8,37,2,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_2,46.048,37,2,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_2,45.049,37,2,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_2,46.173,37,2,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_2,48.483,37,2,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_2,50.481,37,2,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_2,51.167,37,2,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_2,49.919,37,2,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_3,41.674,37,3,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_3,40.614,37,3,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_3,40.864,37,3,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_3,41.3,37,3,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_3,41.861,37,3,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_3,42.921,37,3,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_3,41.238,37,3,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_3,40.427,37,3,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_3,40.115,37,3,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_3,39.305,37,3,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_3,39.741,37,3,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_3,41.487,37,3,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_3,43.482,37,3,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_3,46.659,37,3,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_3,49.648,37,3,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_3,51.516,37,3,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_3,53.072,37,3,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_3,54.192,37,3,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_3,54.067,37,3,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_3,54.316,37,3,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_3,55.436,37,3,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_3,55.249,37,3,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_3,54.689,37,3,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_3,52.947,37,3,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_4,38.658,37,4,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_4,43.829,37,4,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_4,47.377,37,4,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_4,50.114,37,4,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_4,51.606,37,4,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_4,49.43,37,4,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_4,48.994,37,4,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_4,49.056,37,4,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_4,50.238,37,4,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_4,49.056,37,4,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_4,46.817,37,4,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_4,44.078,37,4,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_4,42.396,37,4,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_4,40.964,37,4,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_4,41.96,37,4,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_4,41.026,37,4,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_4,41.649,37,4,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_4,41.462,37,4,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_4,42.583,37,4,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_4,43.953,37,4,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_4,47.439,37,4,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_4,49.056,37,4,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_4,50.611,37,4,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_4,49.989,37,4,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_5,49.858,37,5,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_5,47.75,37,5,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_5,49.672,37,5,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_5,51.284,37,5,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_5,50.602,37,5,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_5,48.122,37,5,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_5,46.323,37,5,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_5,47.316,37,5,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_5,49.796,37,5,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_5,46.012,37,5,2016/01/28 14:14,2016/01/28,14:14,14,MID
