Dtime,logger,temperature,Col,logger.1,d,YMD,Hour,Hour2,Session
2016/02/05 08:29,52_15,36.999,52,15,2016/02/05 08:29,2016/02/05,08:29,8,AM
2016/02/05 08:34,52_15,36.063,52,15,2016/02/05 08:34,2016/02/05,08:34,8,AM
2016/02/05 08:39,52_15,36.312,52,15,2016/02/05 08:39,2016/02/05,08:39,8,AM
2016/02/06 13:54,52_10,38.532,52,10,2016/02/06 13:54,2016/02/06,13:54,13,MID
2016/02/06 13:59,52_10,39.094,52,10,2016/02/06 13:59,2016/02/06,13:59,13,MID
2016/02/06 14:04,52_10,39.655,52,10,2016/02/06 14:04,2016/02/06,14:04,14,MID
2016/02/06 14:09,52_10,40.342,52,10,2016/02/06 14:09,2016/02/06,14:09,14,MID
2016/02/06 14:14,52_10,39.967,52,10,2016/02/06 14:14,2016/02/06,14:14,14,MID
2016/02/06 14:19,52_10,39.281,52,10,2016/02/06 14:19,2016/02/06,14:19,14,MID
2016/02/06 14:24,52_10,39.905,52,10,2016/02/06 14:24,2016/02/06,14:24,14,MID
2016/02/06 14:29,52_10,39.905,52,10,2016/02/06 14:29,2016/02/06,14:29,14,MID
2016/02/06 14:34,52_10,40.03,52,10,2016/02/06 14:34,2016/02/06,14:34,14,MID
2016/02/06 14:39,52_10,39.905,52,10,2016/02/06 14:39,2016/02/06,14:39,14,MID
2016/02/06 14:44,52_10,39.531,52,10,2016/02/06 14:44,2016/02/06,14:44,14,MID
2016/02/06 14:49,52_10,39.281,52,10,2016/02/06 14:49,2016/02/06,14:49,14,MID
2016/02/06 14:54,52_10,39.718,52,10,2016/02/06 14:54,2016/02/06,14:54,14,MID
2016/02/06 14:59,52_10,39.406,52,10,2016/02/06 14:59,2016/02/06,14:59,14,MID
2016/02/06 15:04,52_10,40.092,52,10,2016/02/06 15:04,2016/02/06,15:04,15,MID
2016/02/06 15:09,52_10,40.092,52,10,2016/02/06 15:09,2016/02/06,15:09,15,MID
2016/02/06 15:14,52_10,40.404,52,10,2016/02/06 15:14,2016/02/06,15:14,15,MID
2016/02/06 15:19,52_10,39.593,52,10,2016/02/06 15:19,2016/02/06,15:19,15,MID
2016/02/06 15:24,52_10,39.593,52,10,2016/02/06 15:24,2016/02/06,15:24,15,MID
2016/02/06 15:29,52_10,39.593,52,10,2016/02/06 15:29,2016/02/06,15:29,15,MID
2016/02/06 15:34,52_10,39.531,52,10,2016/02/06 15:34,2016/02/06,15:34,15,MID
2016/02/06 15:39,52_10,39.967,52,10,2016/02/06 15:39,2016/02/06,15:39,15,MID
2016/02/06 15:44,52_10,40.03,52,10,2016/02/06 15:44,2016/02/06,15:44,15,MID
2016/02/06 15:49,52_10,40.28,52,10,2016/02/06 15:49,2016/02/06,15:49,15,MID
2016/02/06 13:54,52_11,40.742,52,11,2016/02/06 13:54,2016/02/06,13:54,13,MID
2016/02/06 13:59,52_11,40.742,52,11,2016/02/06 13:59,2016/02/06,13:59,13,MID
2016/02/06 14:04,52_11,42.174,52,11,2016/02/06 14:04,2016/02/06,14:04,14,MID
2016/02/06 14:09,52_11,41.053,52,11,2016/02/06 14:09,2016/02/06,14:09,14,MID
2016/02/06 14:14,52_11,40.493,52,11,2016/02/06 14:14,2016/02/06,14:14,14,MID
2016/02/06 14:19,52_11,40.244,52,11,2016/02/06 14:19,2016/02/06,14:19,14,MID
2016/02/06 14:24,52_11,39.808,52,11,2016/02/06 14:24,2016/02/06,14:24,14,MID
2016/02/06 14:29,52_11,41.925,52,11,2016/02/06 14:29,2016/02/06,14:29,14,MID
2016/02/06 14:34,52_11,43.543,52,11,2016/02/06 14:34,2016/02/06,14:34,14,MID
2016/02/06 14:39,52_11,44.166,52,11,2016/02/06 14:39,2016/02/06,14:39,14,MID
2016/02/06 14:44,52_11,45.783,52,11,2016/02/06 14:44,2016/02/06,14:44,14,MID
2016/02/06 14:49,52_11,48.706,52,11,2016/02/06 14:49,2016/02/06,14:49,14,MID
2016/02/06 14:54,52_11,51.129,52,11,2016/02/06 14:54,2016/02/06,14:54,14,MID
2016/02/06 14:59,52_11,51.936,52,11,2016/02/06 14:59,2016/02/06,14:59,14,MID
2016/02/06 15:04,52_11,54.234,52,11,2016/02/06 15:04,2016/02/06,15:04,15,MID
2016/02/06 15:09,52_11,52.806,52,11,2016/02/06 15:09,2016/02/06,15:09,15,MID
2016/02/06 15:14,52_11,52.185,52,11,2016/02/06 15:14,2016/02/06,15:14,15,MID
2016/02/06 15:19,52_11,52.061,52,11,2016/02/06 15:19,2016/02/06,15:19,15,MID
2016/02/06 15:24,52_11,52.93,52,11,2016/02/06 15:24,2016/02/06,15:24,15,MID
2016/02/06 15:29,52_11,52.806,52,11,2016/02/06 15:29,2016/02/06,15:29,15,MID
2016/02/06 15:34,52_11,52.495,52,11,2016/02/06 15:34,2016/02/06,15:34,15,MID
2016/02/06 15:39,52_11,52.682,52,11,2016/02/06 15:39,2016/02/06,15:39,15,MID
2016/02/06 15:44,52_11,52.619,52,11,2016/02/06 15:44,2016/02/06,15:44,15,MID
2016/02/06 15:49,52_11,52.123,52,11,2016/02/06 15:49,2016/02/06,15:49,15,MID
2016/02/06 13:54,52_13,41.338,52,13,2016/02/06 13:54,2016/02/06,13:54,13,MID
2016/02/06 13:59,52_13,40.528,52,13,2016/02/06 13:59,2016/02/06,13:59,13,MID
2016/02/06 14:04,52_13,40.839,52,13,2016/02/06 14:04,2016/02/06,14:04,14,MID
2016/02/06 14:09,52_13,41.088,52,13,2016/02/06 14:09,2016/02/06,14:09,14,MID
2016/02/06 14:14,52_13,41.524,52,13,2016/02/06 14:14,2016/02/06,14:14,14,MID
2016/02/06 14:19,52_13,42.334,52,13,2016/02/06 14:19,2016/02/06,14:19,14,MID
2016/02/06 14:24,52_13,43.518,52,13,2016/02/06 14:24,2016/02/06,14:24,14,MID
2016/02/06 14:29,52_13,45.51,52,13,2016/02/06 14:29,2016/02/06,14:29,14,MID
2016/02/06 14:34,52_13,48.559,52,13,2016/02/06 14:34,2016/02/06,14:34,14,MID
2016/02/06 14:39,52_13,50.736,52,13,2016/02/06 14:39,2016/02/06,14:39,14,MID
2016/02/06 14:44,52_13,51.42,52,13,2016/02/06 14:44,2016/02/06,14:44,14,MID
2016/02/06 14:49,52_13,50.363,52,13,2016/02/06 14:49,2016/02/06,14:49,14,MID
2016/02/06 14:54,52_13,50.363,52,13,2016/02/06 14:54,2016/02/06,14:54,14,MID
2016/02/06 14:59,52_13,51.793,52,13,2016/02/06 14:59,2016/02/06,14:59,14,MID
2016/02/06 15:04,52_13,54.59,52,13,2016/02/06 15:04,2016/02/06,15:04,15,MID
2016/02/06 15:09,52_13,53.596,52,13,2016/02/06 15:09,2016/02/06,15:09,15,MID
2016/02/06 15:14,52_13,53.161,52,13,2016/02/06 15:14,2016/02/06,15:14,15,MID
2016/02/06 15:19,52_13,52.85,52,13,2016/02/06 15:19,2016/02/06,15:19,15,MID
2016/02/06 15:24,52_13,53.658,52,13,2016/02/06 15:24,2016/02/06,15:24,15,MID
2016/02/06 15:29,52_13,53.471,52,13,2016/02/06 15:29,2016/02/06,15:29,15,MID
2016/02/06 15:34,52_13,53.223,52,13,2016/02/06 15:34,2016/02/06,15:34,15,MID
2016/02/06 15:39,52_13,53.285,52,13,2016/02/06 15:39,2016/02/06,15:39,15,MID
2016/02/06 15:44,52_13,53.347,52,13,2016/02/06 15:44,2016/02/06,15:44,15,MID
2016/02/06 15:49,52_13,52.85,52,13,2016/02/06 15:49,2016/02/06,15:49,15,MID
2016/02/06 13:54,52_14,47.467,52,14,2016/02/06 13:54,2016/02/06,13:54,13,MID
2016/02/06 13:59,52_14,44.723,52,14,2016/02/06 13:59,2016/02/06,13:59,13,MID
2016/02/06 14:04,52_14,42.915,52,14,2016/02/06 14:04,2016/02/06,14:04,14,MID
2016/02/06 14:09,52_14,41.792,52,14,2016/02/06 14:09,2016/02/06,14:09,14,MID
2016/02/06 14:14,52_14,42.728,52,14,2016/02/06 14:14,2016/02/06,14:14,14,MID
2016/02/06 14:19,52_14,46.345,52,14,2016/02/06 14:19,2016/02/06,14:19,14,MID
2016/02/06 14:24,52_14,47.591,52,14,2016/02/06 14:24,2016/02/06,14:24,14,MID
2016/02/06 14:29,52_14,48.277,52,14,2016/02/06 14:29,2016/02/06,14:29,14,MID
2016/02/06 14:34,52_14,48.277,52,14,2016/02/06 14:34,2016/02/06,14:34,14,MID
2016/02/06 14:39,52_14,51.144,52,14,2016/02/06 14:39,2016/02/06,14:39,14,MID
2016/02/06 14:44,52_14,53.324,52,14,2016/02/06 14:44,2016/02/06,14:44,14,MID
2016/02/06 14:49,52_14,53.698,52,14,2016/02/06 14:49,2016/02/06,14:49,14,MID
2016/02/06 14:54,52_14,54.258,52,14,2016/02/06 14:54,2016/02/06,14:54,14,MID
2016/02/06 14:59,52_14,54.632,52,14,2016/02/06 14:59,2016/02/06,14:59,14,MID
2016/02/06 15:04,52_14,56.438,52,14,2016/02/06 15:04,2016/02/06,15:04,15,MID
2016/02/06 15:09,52_14,55.006,52,14,2016/02/06 15:09,2016/02/06,15:09,15,MID
2016/02/06 15:14,52_14,54.134,52,14,2016/02/06 15:14,2016/02/06,15:14,15,MID
2016/02/06 15:19,52_14,54.009,52,14,2016/02/06 15:19,2016/02/06,15:19,15,MID
2016/02/06 15:24,52_14,54.632,52,14,2016/02/06 15:24,2016/02/06,15:24,15,MID
2016/02/06 15:29,52_14,54.445,52,14,2016/02/06 15:29,2016/02/06,15:29,15,MID
2016/02/06 15:34,52_14,54.134,52,14,2016/02/06 15:34,2016/02/06,15:34,15,MID
2016/02/06 15:39,52_14,54.445,52,14,2016/02/06 15:39,2016/02/06,15:39,15,MID
2016/02/06 15:44,52_14,54.321,52,14,2016/02/06 15:44,2016/02/06,15:44,15,MID
2016/02/06 15:49,52_14,53.573,52,14,2016/02/06 15:49,2016/02/06,15:49,15,MID
2016/02/06 13:54,52_15,39.869,52,15,2016/02/06 13:54,2016/02/06,13:54,13,MID
2016/02/06 13:59,52_15,40.867,52,15,2016/02/06 13:59,2016/02/06,13:59,13,MID
2016/02/06 14:04,52_15,42.364,52,15,2016/02/06 14:04,2016/02/06,14:04,14,MID
2016/02/06 14:09,52_15,43.299,52,15,2016/02/06 14:09,2016/02/06,14:09,14,MID
2016/02/06 14:14,52_15,43.174,52,15,2016/02/06 14:14,2016/02/06,14:14,14,MID
2016/02/06 14:19,52_15,43.112,52,15,2016/02/06 14:19,2016/02/06,14:19,14,MID
2016/02/06 14:24,52_15,43.237,52,15,2016/02/06 14:24,2016/02/06,14:24,14,MID
2016/02/06 14:29,52_15,47.164,52,15,2016/02/06 14:29,2016/02/06,14:29,14,MID
2016/02/06 14:34,52_15,50.031,52,15,2016/02/06 14:34,2016/02/06,14:34,14,MID
2016/02/06 14:39,52_15,52.024,52,15,2016/02/06 14:39,2016/02/06,14:39,14,MID
2016/02/06 14:44,52_15,53.643,52,15,2016/02/06 14:44,2016/02/06,14:44,14,MID
2016/02/06 14:49,52_15,53.768,52,15,2016/02/06 14:49,2016/02/06,14:49,14,MID
2016/02/06 14:54,52_15,54.266,52,15,2016/02/06 14:54,2016/02/06,14:54,14,MID
2016/02/06 14:59,52_15,54.702,52,15,2016/02/06 14:59,2016/02/06,14:59,14,MID
2016/02/06 15:04,52_15,56.383,52,15,2016/02/06 15:04,2016/02/06,15:04,15,MID
2016/02/06 15:09,52_15,54.141,52,15,2016/02/06 15:09,2016/02/06,15:09,15,MID
2016/02/06 15:14,52_15,53.207,52,15,2016/02/06 15:14,2016/02/06,15:14,15,MID
2016/02/06 15:19,52_15,53.955,52,15,2016/02/06 15:19,2016/02/06,15:19,15,MID
2016/02/06 15:24,52_15,55.262,52,15,2016/02/06 15:24,2016/02/06,15:24,15,MID
2016/02/06 15:29,52_15,54.64,52,15,2016/02/06 15:29,2016/02/06,15:29,15,MID
2016/02/06 15:34,52_15,54.64,52,15,2016/02/06 15:34,2016/02/06,15:34,15,MID
2016/02/06 15:39,52_15,54.64,52,15,2016/02/06 15:39,2016/02/06,15:39,15,MID
2016/02/06 15:44,52_15,54.204,52,15,2016/02/06 15:44,2016/02/06,15:44,15,MID
2016/02/06 15:49,52_15,52.896,52,15,2016/02/06 15:49,2016/02/06,15:49,15,MID
2016/02/07 16:49,52_10,40.841,52,10,2016/02/07 16:49,2016/02/07,16:49,16,PM
2016/02/07 16:54,52_10,41.84,52,10,2016/02/07 16:54,2016/02/07,16:54,16,PM
2016/02/07 16:59,52_10,41.278,52,10,2016/02/07 16:59,2016/02/07,16:59,16,PM
2016/02/07 17:04,52_10,39.843,52,10,2016/02/07 17:04,2016/02/07,17:04,17,PM
2016/02/07 17:09,52_10,39.531,52,10,2016/02/07 17:09,2016/02/07,17:09,17,PM
2016/02/07 17:14,52_10,41.466,52,10,2016/02/07 17:14,2016/02/07,17:14,17,PM
2016/02/07 17:19,52_10,41.403,52,10,2016/02/07 17:19,2016/02/07,17:19,17,PM
2016/02/07 17:24,52_10,42.651,52,10,2016/02/07 17:24,2016/02/07,17:24,17,PM
2016/02/07 17:29,52_10,42.901,52,10,2016/02/07 17:29,2016/02/07,17:29,17,PM
2016/02/07 17:34,52_10,41.403,52,10,2016/02/07 17:34,2016/02/07,17:34,17,PM
2016/02/07 17:39,52_10,41.715,52,10,2016/02/07 17:39,2016/02/07,17:39,17,PM
2016/02/07 17:44,52_10,41.84,52,10,2016/02/07 17:44,2016/02/07,17:44,17,PM
2016/02/07 17:49,52_10,40.904,52,10,2016/02/07 17:49,2016/02/07,17:49,17,PM
2016/02/07 17:54,52_10,38.781,52,10,2016/02/07 17:54,2016/02/07,17:54,17,PM
2016/02/07 17:59,52_10,39.156,52,10,2016/02/07 17:59,2016/02/07,17:59,17,PM
2016/02/07 18:04,52_10,39.78,52,10,2016/02/07 18:04,2016/02/07,18:04,18,PM
2016/02/07 18:09,52_10,39.967,52,10,2016/02/07 18:09,2016/02/07,18:09,18,PM
2016/02/07 18:14,52_10,40.841,52,10,2016/02/07 18:14,2016/02/07,18:14,18,PM
2016/02/07 18:19,52_10,41.341,52,10,2016/02/07 18:19,2016/02/07,18:19,18,PM
2016/02/07 18:24,52_10,41.029,52,10,2016/02/07 18:24,2016/02/07,18:24,18,PM
2016/02/07 18:29,52_10,40.592,52,10,2016/02/07 18:29,2016/02/07,18:29,18,PM
2016/02/07 18:34,52_10,39.406,52,10,2016/02/07 18:34,2016/02/07,18:34,18,PM
2016/02/07 18:39,52_10,39.593,52,10,2016/02/07 18:39,2016/02/07,18:39,18,PM
2016/02/07 18:44,52_10,39.343,52,10,2016/02/07 18:44,2016/02/07,18:44,18,PM
2016/02/07 16:49,52_11,48.146,52,11,2016/02/07 16:49,2016/02/07,16:49,16,PM
2016/02/07 16:54,52_11,47.649,52,11,2016/02/07 16:54,2016/02/07,16:54,16,PM
2016/02/07 16:59,52_11,49.203,52,11,2016/02/07 16:59,2016/02/07,16:59,16,PM
2016/02/07 17:04,52_11,49.078,52,11,2016/02/07 17:04,2016/02/07,17:04,17,PM
2016/02/07 17:09,52_11,48.519,52,11,2016/02/07 17:09,2016/02/07,17:09,17,PM
2016/02/07 17:14,52_11,47.587,52,11,2016/02/07 17:14,2016/02/07,17:14,17,PM
2016/02/07 17:19,52_11,46.903,52,11,2016/02/07 17:19,2016/02/07,17:19,17,PM
2016/02/07 17:24,52_11,46.84,52,11,2016/02/07 17:24,2016/02/07,17:24,17,PM
2016/02/07 17:29,52_11,46.84,52,11,2016/02/07 17:29,2016/02/07,17:29,17,PM
2016/02/07 17:34,52_11,46.903,52,11,2016/02/07 17:34,2016/02/07,17:34,17,PM
2016/02/07 17:39,52_11,46.903,52,11,2016/02/07 17:39,2016/02/07,17:39,17,PM
2016/02/07 17:44,52_11,45.659,52,11,2016/02/07 17:44,2016/02/07,17:44,17,PM
2016/02/07 17:49,52_11,45.97,52,11,2016/02/07 17:49,2016/02/07,17:49,17,PM
2016/02/07 17:54,52_11,45.721,52,11,2016/02/07 17:54,2016/02/07,17:54,17,PM
2016/02/07 17:59,52_11,45.223,52,11,2016/02/07 17:59,2016/02/07,17:59,17,PM
2016/02/07 18:04,52_11,44.975,52,11,2016/02/07 18:04,2016/02/07,18:04,18,PM
2016/02/07 18:09,52_11,45.286,52,11,2016/02/07 18:09,2016/02/07,18:09,18,PM
2016/02/07 18:14,52_11,45.161,52,11,2016/02/07 18:14,2016/02/07,18:14,18,PM
2016/02/07 18:19,52_11,43.979,52,11,2016/02/07 18:19,2016/02/07,18:19,18,PM
2016/02/07 18:24,52_11,43.232,52,11,2016/02/07 18:24,2016/02/07,18:24,18,PM
2016/02/07 18:29,52_11,42.797,52,11,2016/02/07 18:29,2016/02/07,18:29,18,PM
2016/02/07 18:34,52_11,42.05,52,11,2016/02/07 18:34,2016/02/07,18:34,18,PM
2016/02/07 18:39,52_11,41.863,52,11,2016/02/07 18:39,2016/02/07,18:39,18,PM
2016/02/07 18:44,52_11,41.116,52,11,2016/02/07 18:44,2016/02/07,18:44,18,PM
2016/02/07 16:49,52_13,48.808,52,13,2016/02/07 16:49,2016/02/07,16:49,16,PM
2016/02/07 16:54,52_13,48.31,52,13,2016/02/07 16:54,2016/02/07,16:54,16,PM
2016/02/07 16:59,52_13,49.741,52,13,2016/02/07 16:59,2016/02/07,16:59,16,PM
2016/02/07 17:04,52_13,49.679,52,13,2016/02/07 17:04,2016/02/07,17:04,17,PM
2016/02/07 17:09,52_13,48.995,52,13,2016/02/07 17:09,2016/02/07,17:09,17,PM
2016/02/07 17:14,52_13,48.186,52,13,2016/02/07 17:14,2016/02/07,17:14,17,PM
2016/02/07 17:19,52_13,47.377,52,13,2016/02/07 17:19,2016/02/07,17:19,17,PM
2016/02/07 17:24,52_13,47.377,52,13,2016/02/07 17:24,2016/02/07,17:24,17,PM
2016/02/07 17:29,52_13,47.253,52,13,2016/02/07 17:29,2016/02/07,17:29,17,PM
2016/02/07 17:34,52_13,47.315,52,13,2016/02/07 17:34,2016/02/07,17:34,17,PM
2016/02/07 17:39,52_13,47.315,52,13,2016/02/07 17:39,2016/02/07,17:39,17,PM
2016/02/07 17:44,52_13,46.008,52,13,2016/02/07 17:44,2016/02/07,17:44,17,PM
2016/02/07 17:49,52_13,46.319,52,13,2016/02/07 17:49,2016/02/07,17:49,17,PM
2016/02/07 17:54,52_13,45.821,52,13,2016/02/07 17:54,2016/02/07,17:54,17,PM
2016/02/07 17:59,52_13,45.323,52,13,2016/02/07 17:59,2016/02/07,17:59,17,PM
2016/02/07 18:04,52_13,45.074,52,13,2016/02/07 18:04,2016/02/07,18:04,18,PM
2016/02/07 18:09,52_13,45.323,52,13,2016/02/07 18:09,2016/02/07,18:09,18,PM
2016/02/07 18:14,52_13,45.012,52,13,2016/02/07 18:14,2016/02/07,18:14,18,PM
2016/02/07 18:19,52_13,43.891,52,13,2016/02/07 18:19,2016/02/07,18:19,18,PM
2016/02/07 18:24,52_13,43.268,52,13,2016/02/07 18:24,2016/02/07,18:24,18,PM
2016/02/07 18:29,52_13,42.708,52,13,2016/02/07 18:29,2016/02/07,18:29,18,PM
2016/02/07 18:34,52_13,41.836,52,13,2016/02/07 18:34,2016/02/07,18:34,18,PM
2016/02/07 18:39,52_13,41.524,52,13,2016/02/07 18:39,2016/02/07,18:39,18,PM
2016/02/07 18:44,52_13,40.839,52,13,2016/02/07 18:44,2016/02/07,18:44,18,PM
2016/02/07 16:49,52_14,50.271,52,14,2016/02/07 16:49,2016/02/07,16:49,16,PM
2016/02/07 16:54,52_14,49.96,52,14,2016/02/07 16:54,2016/02/07,16:54,16,PM
2016/02/07 16:59,52_14,50.894,52,14,2016/02/07 16:59,2016/02/07,16:59,16,PM
2016/02/07 17:04,52_14,50.707,52,14,2016/02/07 17:04,2016/02/07,17:04,17,PM
2016/02/07 17:09,52_14,50.209,52,14,2016/02/07 17:09,2016/02/07,17:09,17,PM
2016/02/07 17:14,52_14,49.212,52,14,2016/02/07 17:14,2016/02/07,17:14,17,PM
2016/02/07 17:19,52_14,48.526,52,14,2016/02/07 17:19,2016/02/07,17:19,17,PM
2016/02/07 17:24,52_14,48.339,52,14,2016/02/07 17:24,2016/02/07,17:24,17,PM
2016/02/07 17:29,52_14,47.965,52,14,2016/02/07 17:29,2016/02/07,17:29,17,PM
2016/02/07 17:34,52_14,48.028,52,14,2016/02/07 17:34,2016/02/07,17:34,17,PM
2016/02/07 17:39,52_14,48.152,52,14,2016/02/07 17:39,2016/02/07,17:39,17,PM
2016/02/07 17:44,52_14,46.968,52,14,2016/02/07 17:44,2016/02/07,17:44,17,PM
2016/02/07 17:49,52_14,47.093,52,14,2016/02/07 17:49,2016/02/07,17:49,17,PM
2016/02/07 17:54,52_14,46.532,52,14,2016/02/07 17:54,2016/02/07,17:54,17,PM
2016/02/07 17:59,52_14,45.97,52,14,2016/02/07 17:59,2016/02/07,17:59,17,PM
2016/02/07 18:04,52_14,45.659,52,14,2016/02/07 18:04,2016/02/07,18:04,18,PM
2016/02/07 18:09,52_14,45.908,52,14,2016/02/07 18:09,2016/02/07,18:09,18,PM
2016/02/07 18:14,52_14,45.659,52,14,2016/02/07 18:14,2016/02/07,18:14,18,PM
2016/02/07 18:19,52_14,44.474,52,14,2016/02/07 18:19,2016/02/07,18:19,18,PM
2016/02/07 18:24,52_14,43.85,52,14,2016/02/07 18:24,2016/02/07,18:24,18,PM
2016/02/07 18:29,52_14,43.289,52,14,2016/02/07 18:29,2016/02/07,18:29,18,PM
2016/02/07 18:34,52_14,42.478,52,14,2016/02/07 18:34,2016/02/07,18:34,18,PM
2016/02/07 18:39,52_14,42.354,52,14,2016/02/07 18:39,2016/02/07,18:39,18,PM
2016/02/07 18:44,52_14,41.668,52,14,2016/02/07 18:44,2016/02/07,18:44,18,PM
2016/02/07 16:49,52_15,49.47,52,15,2016/02/07 16:49,2016/02/07,16:49,16,PM
2016/02/07 16:54,52_15,49.345,52,15,2016/02/07 16:54,2016/02/07,16:54,16,PM
2016/02/07 16:59,52_15,51.152,52,15,2016/02/07 16:59,2016/02/07,16:59,16,PM
2016/02/07 17:04,52_15,50.591,52,15,2016/02/07 17:04,2016/02/07,17:04,17,PM
2016/02/07 17:09,52_15,50.217,52,15,2016/02/07 17:09,2016/02/07,17:09,17,PM
2016/02/07 17:14,52_15,48.847,52,15,2016/02/07 17:14,2016/02/07,17:14,17,PM
2016/02/07 17:19,52_15,47.6,52,15,2016/02/07 17:19,2016/02/07,17:19,17,PM
2016/02/07 17:24,52_15,47.413,52,15,2016/02/07 17:24,2016/02/07,17:24,17,PM
2016/02/07 17:29,52_15,47.6,52,15,2016/02/07 17:29,2016/02/07,17:29,17,PM
2016/02/07 17:34,52_15,47.912,52,15,2016/02/07 17:34,2016/02/07,17:34,17,PM
2016/02/07 17:39,52_15,47.538,52,15,2016/02/07 17:39,2016/02/07,17:39,17,PM
2016/02/07 17:44,52_15,45.918,52,15,2016/02/07 17:44,2016/02/07,17:44,17,PM
2016/02/07 17:49,52_15,46.354,52,15,2016/02/07 17:49,2016/02/07,17:49,17,PM
2016/02/07 17:54,52_15,46.292,52,15,2016/02/07 17:54,2016/02/07,17:54,17,PM
2016/02/07 17:59,52_15,45.918,52,15,2016/02/07 17:59,2016/02/07,17:59,17,PM
2016/02/07 18:04,52_15,45.481,52,15,2016/02/07 18:04,2016/02/07,18:04,18,PM
2016/02/07 18:09,52_15,45.855,52,15,2016/02/07 18:09,2016/02/07,18:09,18,PM
2016/02/07 18:14,52_15,45.606,52,15,2016/02/07 18:14,2016/02/07,18:14,18,PM
2016/02/07 18:19,52_15,44.172,52,15,2016/02/07 18:19,2016/02/07,18:19,18,PM
2016/02/07 18:24,52_15,43.05,52,15,2016/02/07 18:24,2016/02/07,18:24,18,PM
2016/02/07 18:29,52_15,42.488,52,15,2016/02/07 18:29,2016/02/07,18:29,18,PM
2016/02/07 18:34,52_15,41.99,52,15,2016/02/07 18:34,2016/02/07,18:34,18,PM
2016/02/07 18:39,52_15,41.615,52,15,2016/02/07 18:39,2016/02/07,18:39,18,PM
2016/02/07 18:44,52_15,40.617,52,15,2016/02/07 18:44,2016/02/07,18:44,18,PM
2016/02/08 06:54,52_10,25.664,52,10,2016/02/08 06:54,2016/02/08,06:54,6,AM
2016/02/08 06:59,52_10,27.101,52,10,2016/02/08 06:59,2016/02/08,06:59,6,AM
2016/02/08 07:04,52_10,27.414,52,10,2016/02/08 07:04,2016/02/08,07:04,7,AM
2016/02/08 07:09,52_10,27.476,52,10,2016/02/08 07:09,2016/02/08,07:09,7,AM
2016/02/08 07:14,52_10,26.601,52,10,2016/02/08 07:14,2016/02/08,07:14,7,AM
2016/02/08 07:19,52_10,26.227,52,10,2016/02/08 07:19,2016/02/08,07:19,7,AM
2016/02/08 07:24,52_10,26.289,52,10,2016/02/08 07:24,2016/02/08,07:24,7,AM
2016/02/08 07:29,52_10,26.164,52,10,2016/02/08 07:29,2016/02/08,07:29,7,AM
2016/02/08 07:34,52_10,25.852,52,10,2016/02/08 07:34,2016/02/08,07:34,7,AM
2016/02/08 07:39,52_10,25.852,52,10,2016/02/08 07:39,2016/02/08,07:39,7,AM
2016/02/08 07:44,52_10,26.039,52,10,2016/02/08 07:44,2016/02/08,07:44,7,AM
2016/02/08 07:49,52_10,26.164,52,10,2016/02/08 07:49,2016/02/08,07:49,7,AM
2016/02/08 07:54,52_10,25.977,52,10,2016/02/08 07:54,2016/02/08,07:54,7,AM
2016/02/08 07:59,52_10,26.102,52,10,2016/02/08 07:59,2016/02/08,07:59,7,AM
2016/02/08 08:04,52_10,26.414,52,10,2016/02/08 08:04,2016/02/08,08:04,8,AM
2016/02/08 08:09,52_10,26.352,52,10,2016/02/08 08:09,2016/02/08,08:09,8,AM
2016/02/08 08:14,52_10,26.227,52,10,2016/02/08 08:14,2016/02/08,08:14,8,AM
2016/02/08 08:19,52_10,26.664,52,10,2016/02/08 08:19,2016/02/08,08:19,8,AM
2016/02/08 08:24,52_10,26.477,52,10,2016/02/08 08:24,2016/02/08,08:24,8,AM
2016/02/08 08:29,52_10,26.726,52,10,2016/02/08 08:29,2016/02/08,08:29,8,AM
2016/02/08 08:34,52_10,26.851,52,10,2016/02/08 08:34,2016/02/08,08:34,8,AM
2016/02/08 08:39,52_10,27.101,52,10,2016/02/08 08:39,2016/02/08,08:39,8,AM
2016/02/08 08:44,52_10,27.289,52,10,2016/02/08 08:44,2016/02/08,08:44,8,AM
2016/02/08 08:49,52_10,27.539,52,10,2016/02/08 08:49,2016/02/08,08:49,8,AM
2016/02/08 06:54,52_11,24.77,52,11,2016/02/08 06:54,2016/02/08,06:54,6,AM
2016/02/08 06:59,52_11,26.457,52,11,2016/02/08 06:59,2016/02/08,06:59,6,AM
2016/02/08 07:04,52_11,28.144,52,11,2016/02/08 07:04,2016/02/08,07:04,7,AM
2016/02/08 07:09,52_11,29.33,52,11,2016/02/08 07:09,2016/02/08,07:09,7,AM
2016/02/08 07:14,52_11,29.58,52,11,2016/02/08 07:14,2016/02/08,07:14,7,AM
2016/02/08 07:19,52_11,26.769,52,11,2016/02/08 07:19,2016/02/08,07:19,7,AM
2016/02/08 07:24,52_11,25.27,52,11,2016/02/08 07:24,2016/02/08,07:24,7,AM
2016/02/08 07:29,52_11,28.331,52,11,2016/02/08 07:29,2016/02/08,07:29,7,AM
2016/02/08 07:34,52_11,31.016,52,11,2016/02/08 07:34,2016/02/08,07:34,7,AM
2016/02/08 07:39,52_11,32.202,52,11,2016/02/08 07:39,2016/02/08,07:39,7,AM
2016/02/08 07:44,52_11,33.2,52,11,2016/02/08 07:44,2016/02/08,07:44,7,AM
2016/02/08 07:49,52_11,34.073,52,11,2016/02/08 07:49,2016/02/08,07:49,7,AM
