box,IDA[inside_first],sexA,IDB[inside_after_IDA],sexB,number_encounters,time_together[sec],date_obs
10,00074da6b4,XY,00075b135d,XX,7,4794,1-Feb
10,00074da6b4,XY,00074daa3c,XX,5,3877,1-Feb
10,00074da6b4,XY,00074da5e8,XX,5,4186,1-Feb
10,00074da6b4,XY,00074da036,XX,9,6017,1-Feb
10,00074da6b4,XY,000757cfa9,XX,2,3331,1-Feb
10,00074da6b4,XY,00074db688,XX,15,3199,1-Feb
10,00074da6b4,XY,00074d8697,XY,4,806,1-Feb
10,00074da6b4,XY,00075b4ca0,XY,10,3817,1-Feb
10,00074da6b4,XY,000757b515,XY,8,9489,1-Feb
10,00074da6b4,XY,00074d9c87,XX,6,4299,1-Feb
10,00074da6b4,XY,00074db098,XX,6,4346,1-Feb
10,00074da6b4,XY,00074d8ad8,XX,16,5156,1-Feb
10,00074da6b4,XY,00074be0ac,XY,14,8746,1-Mar
10,00074da6b4,XY,00075b7c89,XY,5,682,1-Mar
10,00074da6b4,XY,00075b135d,XX,6,1782,1-Mar
10,00074da6b4,XY,00074db098,XX,2,3252,1-Mar
10,00074da6b4,XY,00075b4ca0,XY,17,3906,1-Mar
10,00074da6b4,XY,00074daa3c,XX,8,4856,1-Mar
10,00074da6b4,XY,00074d8ad8,XX,2,779,1-Mar
10,00074da6b4,XY,00074da036,XX,1,258,1-Mar
10,00074da6b4,XY,00075a6708,XX,8,2532,1-Mar
10,00074da6b4,XY,00074d9c87,XX,1,1,1-Mar
10,00074da6b4,XY,000757cfa9,XX,5,1649,1-Mar
10,00074da6b4,XY,00074da5e8,XX,1,4885,1-Mar
10,00074da6b4,XY,00074db688,XX,8,1576,1-Mar
10,00074da6b4,XY,000757cfa9,XX,1,2101,10-Feb
10,00074da6b4,XY,00075b135d,XX,1,348,10-Feb
10,00074da6b4,XY,00074da036,XX,1,4303,10-Feb
10,00074da6b4,XY,00074daa3c,XX,1,2,10-Feb
10,00074da6b4,XY,00074db688,XX,1,247,10-Feb
10,00074da6b4,XY,00075b4ca0,XY,6,4312,10-Feb
10,00074da6b4,XY,000757b515,XY,2,4592,10-Feb
10,00074da6b4,XY,00075b7c89,XY,1,84,10-Feb
10,00074da6b4,XY,00074d9c87,XX,1,344,10-Feb
10,00074da6b4,XY,00075b4ca0,XY,31,7257,11-Feb
10,00074da6b4,XY,00074db098,XX,9,10025,11-Feb
10,00074da6b4,XY,00074da036,XX,2,354,11-Feb
10,00074da6b4,XY,00075b7c89,XY,2,583,11-Feb
10,00074da6b4,XY,00074be0ac,XY,2,4117,11-Feb
10,00074da6b4,XY,000757cfa9,XX,1,127,11-Feb
10,00074da6b4,XY,00075b135d,XX,7,5282,11-Feb
10,00074da6b4,XY,00075a6708,XX,3,3360,11-Feb
10,00074da6b4,XY,00074db688,XX,8,6849,11-Feb
10,00074da6b4,XY,000757b515,XY,3,4362,11-Feb
10,00074da6b4,XY,00074daa3c,XX,7,4722,11-Feb
10,00074da6b4,XY,00074d9c87,XX,4,1548,11-Feb
10,00074da6b4,XY,00074da5e8,XX,2,4248,11-Feb
10,00074da6b4,XY,00074d8ad8,XX,5,6590,11-Feb
10,00074da6b4,XY,000757cfa9,XX,5,1368,13-Feb
10,00074da6b4,XY,000757b515,XY,4,5596,13-Feb
10,00074da6b4,XY,00074d8697,XY,8,4480,13-Feb
10,00074da6b4,XY,00074db688,XX,6,8462,13-Feb
10,00074da6b4,XY,00074da036,XX,4,3747,13-Feb
10,00074da6b4,XY,00074d9c87,XX,12,3573,13-Feb
10,00074da6b4,XY,00074daa3c,XX,10,6572,13-Feb
10,00074da6b4,XY,00075a6708,XX,6,3101,13-Feb
10,00074da6b4,XY,00074d8ad8,XX,5,6781,13-Feb
10,00074da6b4,XY,00074be0ac,XY,6,6746,13-Feb
10,00074da6b4,XY,00074da5e8,XX,6,7775,13-Feb
10,00074da6b4,XY,00075b7c89,XY,3,2743,13-Feb
10,00074da6b4,XY,00075b4ca0,XY,25,7611,13-Feb
10,00074da6b4,XY,00075b135d,XX,8,4350,13-Feb
10,00074da6b4,XY,00074db098,XX,3,1031,13-Feb
10,00074da6b4,XY,00074be0ac,XY,5,7528,15-Feb
10,00074da6b4,XY,00075b7c89,XY,7,5457,15-Feb
10,00074da6b4,XY,00075a6708,XX,10,6273,15-Feb
10,00074da6b4,XY,00074daa3c,XX,8,4324,15-Feb
10,00074da6b4,XY,00074d8ad8,XX,2,2536,15-Feb
10,00074da6b4,XY,00074da036,XX,8,5223,15-Feb
10,00074da6b4,XY,000757cfa9,XX,4,970,15-Feb
10,00074da6b4,XY,00075b135d,XX,6,4173,15-Feb
10,00074da6b4,XY,00074db688,XX,5,6205,15-Feb
10,00074da6b4,XY,00074d9c87,XX,5,6729,15-Feb
10,00074da6b4,XY,00075b4ca0,XY,17,6280,15-Feb
10,00074da6b4,XY,00074da5e8,XX,4,887,15-Feb
10,00074da6b4,XY,00074db098,XX,5,4920,15-Feb
10,00074da6b4,XY,00074d8ad8,XX,1,97,15-Jan
10,00074da6b4,XY,00074db688,XX,7,4547,15-Jan
10,00074da6b4,XY,00074be0ac,XY,2,2803,15-Jan
10,00074da6b4,XY,00074d8697,XY,3,434,15-Jan
10,00074da6b4,XY,00074da036,XX,1,1097,15-Jan
10,00074da6b4,XY,00074daa3c,XX,18,238,15-Jan
10,00074da6b4,XY,00075b135d,XX,5,877,15-Jan
10,00074da6b4,XY,00074dd577,XX,4,2433,15-Jan
10,00074da6b4,XY,000757cfa9,XX,2,269,15-Jan
10,00074da6b4,XY,00075b7c89,XY,4,7074,15-Jan
10,00074da6b4,XY,00075b4ca0,XY,24,9488,15-Jan
10,00074da6b4,XY,00074da5e8,XX,22,805,15-Jan
10,00074da6b4,XY,00075a6708,XX,11,9942,15-Jan
10,00074da6b4,XY,00074d9c87,XX,3,127,15-Jan
10,00074da6b4,XY,000757b515,XY,6,11272,15-Jan
10,00074da6b4,XY,000757b515,XY,7,4946,16-Jan
10,00074da6b4,XY,00074d9c87,XX,10,2048,16-Jan
10,00074da6b4,XY,00074daa3c,XX,2,355,16-Jan
10,00074da6b4,XY,00074d8ad8,XX,5,515,16-Jan
10,00074da6b4,XY,00075b4ca0,XY,23,2476,16-Jan
10,00074da6b4,XY,00074db098,XX,5,2169,16-Jan
10,00074da6b4,XY,00074da5e8,XX,16,787,16-Jan
10,00074da6b4,XY,00074dd577,XX,2,63,16-Jan
10,00074da6b4,XY,00074db688,XX,7,766,16-Jan
10,00074da6b4,XY,00075b7c89,XY,5,1460,16-Jan
10,00074da6b4,XY,00074da036,XX,2,1480,16-Jan
10,00074da6b4,XY,00075b135d,XX,1,88,16-Jan
10,00074da6b4,XY,00074d8697,XY,4,633,16-Jan
10,00074da6b4,XY,00074d8ad8,XX,2,746,17-Feb
10,00074da6b4,XY,00074db688,XX,3,142,17-Feb
10,00074da6b4,XY,00074da036,XX,1,2,17-Feb
10,00074da6b4,XY,00074db098,XX,1,62,17-Feb
10,00074da6b4,XY,00075b7c89,XY,4,745,17-Feb
10,00074da6b4,XY,00074be0ac,XY,1,4,17-Feb
10,00074da6b4,XY,000757cfa9,XX,5,86,17-Feb
10,00074da6b4,XY,00074d8697,XY,1,970,17-Feb
10,00074da6b4,XY,00074daa3c,XX,1,164,17-Feb
10,00074da6b4,XY,00075b135d,XX,13,244,17-Feb
10,00074da6b4,XY,000757b515,XY,1,1333,17-Feb
10,00074da6b4,XY,00075b4ca0,XY,20,3847,17-Feb
10,00074da6b4,XY,00075a6708,XX,5,531,17-Feb
10,00074da6b4,XY,00075a6708,XX,18,16051,18-Jan
10,00074da6b4,XY,000757b515,XY,6,11919,18-Jan
10,00074da6b4,XY,00074db098,XX,32,9297,18-Jan
10,00074da6b4,XY,00074dd577,XX,5,4936,18-Jan
10,00074da6b4,XY,00074d9c87,XX,5,3796,18-Jan
10,00074da6b4,XY,00074d8697,XY,12,9154,18-Jan
10,00074da6b4,XY,00074be0ac,XY,2,1867,18-Jan
10,00074da6b4,XY,00074da5e8,XX,3,9506,18-Jan
10,00074da6b4,XY,000757cfa9,XX,1,4523,18-Jan
10,00074da6b4,XY,00075b4ca0,XY,31,10017,18-Jan
10,00074da6b4,XY,00074da036,XX,10,13165,18-Jan
10,00074da6b4,XY,00074d8ad8,XX,22,4608,18-Jan
10,00074da6b4,XY,00074db688,XX,22,13046,18-Jan
10,00074da6b4,XY,00074daa3c,XX,26,5596,18-Jan
10,00074da6b4,XY,00075b135d,XX,8,7517,18-Jan
10,00074da6b4,XY,00075b7c89,XY,1,6938,18-Jan
10,00074da6b4,XY,00074d8697,XY,4,3070,19-Feb
10,00074da6b4,XY,00074db098,XX,3,5038,19-Feb
10,00074da6b4,XY,00075b4ca0,XY,12,4067,19-Feb
10,00074da6b4,XY,00075b135d,XX,7,4704,19-Feb
10,00074da6b4,XY,000757b515,XY,4,4138,19-Feb
10,00074da6b4,XY,00075a6708,XX,11,7405,19-Feb
10,00074da6b4,XY,00074d8ad8,XX,17,4110,19-Feb
10,00074da6b4,XY,00074da5e8,XX,3,7236,19-Feb
10,00074da6b4,XY,00074db688,XX,3,7501,19-Feb
10,00074da6b4,XY,00075b7c89,XY,6,6430,19-Feb
10,00074da6b4,XY,00074be0ac,XY,3,6057,19-Feb
10,00074da6b4,XY,00074daa3c,XX,7,4729,19-Feb
10,00074da6b4,XY,00074da036,XX,4,5363,19-Feb
10,00074da6b4,XY,000757cfa9,XX,6,513,19-Feb
10,00074da6b4,XY,00075b4ca0,XY,48,9531,20-Jan
10,00074da6b4,XY,000757cfa9,XX,6,935,20-Jan
10,00074da6b4,XY,00074daa3c,XX,46,13103,20-Jan
10,00074da6b4,XY,00074d9c87,XX,9,4702,20-Jan
10,00074da6b4,XY,00074db688,XX,96,12167,20-Jan
10,00074da6b4,XY,00075a6708,XX,15,12725,20-Jan
10,00074da6b4,XY,00074d8ad8,XX,4,1485,20-Jan
10,00074da6b4,XY,00074da5e8,XX,11,7707,20-Jan
10,00074da6b4,XY,000757b515,XY,15,13569,20-Jan
10,00074da6b4,XY,00075b7c89,XY,22,14786,20-Jan
10,00074da6b4,XY,00074d8697,XY,21,7509,20-Jan
10,00074da6b4,XY,00074dd577,XX,14,9005,20-Jan
10,00074da6b4,XY,00074da036,XX,25,14882,20-Jan
10,00074da6b4,XY,00074db098,XX,24,3825,20-Jan
10,00074da6b4,XY,00075b135d,XX,8,4310,20-Jan
10,00074da6b4,XY,00074d8ad8,XX,7,3619,21-Feb
10,00074da6b4,XY,00075a6708,XX,13,7818,21-Feb
10,00074da6b4,XY,000757cfa9,XX,9,2162,21-Feb
10,00074da6b4,XY,00074d8697,XY,5,475,21-Feb
10,00074da6b4,XY,00074be0ac,XY,11,7951,21-Feb
10,00074da6b4,XY,00074db098,XX,4,2402,21-Feb
10,00074da6b4,XY,00075b135d,XX,9,4388,21-Feb
10,00074da6b4,XY,00074d9c87,XX,1,597,21-Feb
10,00074da6b4,XY,00075b7c89,XY,17,4968,21-Feb
10,00074da6b4,XY,00074daa3c,XX,12,4667,21-Feb
10,00074da6b4,XY,00075b4ca0,XY,21,4723,21-Feb
10,00074da6b4,XY,00074db688,XX,9,3138,21-Feb
10,00074da6b4,XY,00074da036,XX,9,4492,21-Feb
10,00074da6b4,XY,00074da5e8,XX,7,5677,21-Feb
10,00074da6b4,XY,00074d8ad8,XX,3,136,22-Jan
10,00074da6b4,XY,00075a6708,XX,7,848,22-Jan
10,00074da6b4,XY,00074db098,XX,17,883,22-Jan
10,00074da6b4,XY,00074da036,XX,4,2605,22-Jan
10,00074da6b4,XY,00074db688,XX,128,9958,22-Jan
10,00074da6b4,XY,00075b4ca0,XY,25,7006,22-Jan
10,00074da6b4,XY,00074d9c87,XX,5,1552,22-Jan
10,00074da6b4,XY,000757b515,XY,6,8133,22-Jan
10,00074da6b4,XY,00074d8697,XY,2,573,22-Jan
10,00074da6b4,XY,00074da5e8,XX,7,1214,22-Jan
10,00074da6b4,XY,00074daa3c,XX,21,4737,22-Jan
10,00074da6b4,XY,00074dd577,XX,6,6924,22-Jan
10,00074da6b4,XY,00075b135d,XX,5,2807,22-Jan
10,00074da6b4,XY,00075b7c89,XY,4,8809,22-Jan
10,00074da6b4,XY,000757b515,XY,1,333,23-Feb
10,00074da6b4,XY,00074da5e8,XX,4,1459,23-Feb
10,00074da6b4,XY,00074db098,XX,6,2080,23-Feb
10,00074da6b4,XY,00074d8ad8,XX,4,1988,23-Feb
10,00074da6b4,XY,000757cfa9,XX,5,1061,23-Feb
10,00074da6b4,XY,00075b135d,XX,7,1677,23-Feb
10,00074da6b4,XY,00074da036,XX,9,4004,23-Feb
10,00074da6b4,XY,00075b4ca0,XY,20,6892,23-Feb
10,00074da6b4,XY,00074d9c87,XX,2,278,23-Feb
10,00074da6b4,XY,00074db688,XX,8,347,23-Feb
10,00074da6b4,XY,00075b7c89,XY,25,2291,23-Feb
10,00074da6b4,XY,00074d8697,XY,4,822,23-Feb
10,00074da6b4,XY,00074be0ac,XY,10,1600,23-Feb
10,00074da6b4,XY,00075a6708,XX,8,3802,23-Feb
10,00074da6b4,XY,00074daa3c,XX,10,2134,23-Feb
10,00074da6b4,XY,00074db098,XX,4,2756,25-Feb
10,00074da6b4,XY,00075b7c89,XY,3,1530,25-Feb
10,00074da6b4,XY,00075b135d,XX,18,7024,25-Feb
10,00074da6b4,XY,00075b4ca0,XY,54,9822,25-Feb
10,00074da6b4,XY,00074db688,XX,12,1918,25-Feb
10,00074da6b4,XY,00074da036,XX,3,6579,25-Feb
10,00074da6b4,XY,00074da5e8,XX,4,8706,25-Feb
10,00074da6b4,XY,00075a6708,XX,5,4481,25-Feb
10,00074da6b4,XY,000757cfa9,XX,3,6941,25-Feb
10,00074da6b4,XY,00074d8ad8,XX,22,3945,25-Feb
10,00074da6b4,XY,00074be0ac,XY,4,8877,25-Feb
10,00074da6b4,XY,00074daa3c,XX,12,2999,25-Feb
10,00074da6b4,XY,00075b4ca0,XY,12,2872,26-Jan
10,00074da6b4,XY,00074da036,XX,1,120,26-Jan
10,00074da6b4,XY,00075a6708,XX,3,2920,26-Jan
10,00074da6b4,XY,000757b515,XY,9,6603,26-Jan
10,00074da6b4,XY,00074db688,XX,5,1734,26-Jan
10,00074da6b4,XY,00074d9c87,XX,5,5602,26-Jan
10,00074da6b4,XY,00074da5e8,XX,1,2708,26-Jan
10,00074da6b4,XY,00074db098,XX,2,2525,26-Jan
10,00074da6b4,XY,00074dd577,XX,3,707,26-Jan
10,00074da6b4,XY,00074be0ac,XY,3,1073,26-Jan
10,00074da6b4,XY,00075a7c79,XY,1,446,26-Jan
10,00074da6b4,XY,00074daa3c,XX,1,1361,26-Jan
10,00074da6b4,XY,00074d8ad8,XX,14,3113,26-Jan
10,00074da6b4,XY,00074d8697,XY,2,2319,26-Jan
10,00074da6b4,XY,00075b7c89,XY,4,5253,26-Jan
10,00074da6b4,XY,00075b135d,XX,1,2053,26-Jan
10,00074da6b4,XY,000757cfa9,XX,5,1098,26-Jan
10,00074da6b4,XY,00075b135d,XX,7,1779,27-Feb
10,00074da6b4,XY,00074db098,XX,3,2536,27-Feb
10,00074da6b4,XY,00074d8697,XY,3,1252,27-Feb
10,00074da6b4,XY,00074daa3c,XX,22,5125,27-Feb
10,00074da6b4,XY,00074da5e8,XX,3,2693,27-Feb
10,00074da6b4,XY,00075a6708,XX,9,6669,27-Feb
10,00074da6b4,XY,00074da036,XX,3,351,27-Feb
10,00074da6b4,XY,00074be0ac,XY,4,800,27-Feb
10,00074da6b4,XY,00074db688,XX,8,4397,27-Feb
10,00074da6b4,XY,00075b4ca0,XY,16,5221,27-Feb
10,00074da6b4,XY,00074d8ad8,XX,5,3099,27-Feb
10,00074da6b4,XY,00075b7c89,XY,12,4647,27-Feb
10,00074da6b4,XY,000757cfa9,XX,2,2633,27-Feb
10,00074da6b4,XY,00075a6708,XX,6,1651,3-Feb
10,00074da6b4,XY,000757b515,XY,7,3333,3-Feb
10,00074da6b4,XY,000757cfa9,XX,2,1279,3-Feb
10,00074da6b4,XY,00075b4ca0,XY,4,310,3-Feb
10,00074da6b4,XY,00074d8ad8,XX,10,3973,3-Feb
10,00074da6b4,XY,00074da036,XX,8,2032,3-Feb
10,00074da6b4,XY,00074da5e8,XX,2,121,3-Feb
10,00074da6b4,XY,00074daa3c,XX,9,2225,3-Feb
10,00074da6b4,XY,00074dd577,XX,3,295,3-Feb
10,00074da6b4,XY,00075b135d,XX,7,1355,3-Feb
10,00074da6b4,XY,00074db098,XX,8,3103,3-Feb
10,00074da6b4,XY,00074be0ac,XY,4,734,3-Feb
10,00074da6b4,XY,00074d9c87,XX,6,955,3-Feb
10,00074da6b4,XY,00075b7c89,XY,23,2199,3-Feb
10,00074da6b4,XY,00075b9048,XY,1,148,3-Feb
10,00074da6b4,XY,00074db688,XX,2,1687,3-Feb
10,00074da6b4,XY,00074d8697,XY,4,866,3-Feb
10,00074da6b4,XY,00074da036,XX,75,8564,3-Mar
10,00074da6b4,XY,00074db688,XX,10,5706,3-Mar
10,00074da6b4,XY,00074db098,XX,3,3832,3-Mar
10,00074da6b4,XY,000757cfa9,XX,11,5074,3-Mar
10,00074da6b4,XY,00074d8697,XY,3,513,3-Mar
10,00074da6b4,XY,00075a6708,XX,19,4727,3-Mar
10,00074da6b4,XY,00074d8ad8,XX,10,4755,3-Mar
10,00074da6b4,XY,00074daa3c,XX,20,8652,3-Mar
10,00074da6b4,XY,00075b7c89,XY,7,2401,3-Mar
10,00074da6b4,XY,00074be0ac,XY,21,8702,3-Mar
10,00074da6b4,XY,00074da5e8,XX,4,2693,3-Mar
10,00074da6b4,XY,00075b4ca0,XY,56,6225,3-Mar
10,00074da6b4,XY,00075b135d,XX,9,1609,3-Mar
10,00074da6b4,XY,00074d9c87,XX,2,1426,31-Jan
10,00074da6b4,XY,00074d8ad8,XX,6,4821,31-Jan
10,00074da6b4,XY,00074da036,XX,6,3771,31-Jan
10,00074da6b4,XY,00075b4ca0,XY,14,1321,31-Jan
10,00074da6b4,XY,00075a6708,XX,7,2361,31-Jan
10,00074da6b4,XY,00074dd577,XX,7,1216,31-Jan
10,00074da6b4,XY,000757b515,XY,6,4118,31-Jan
10,00074da6b4,XY,00075b135d,XX,6,2298,31-Jan
10,00074da6b4,XY,00074daa3c,XX,6,4523,31-Jan
10,00074da6b4,XY,000757cfa9,XX,9,4008,31-Jan
10,00074da6b4,XY,00074db688,XX,6,4397,31-Jan
10,00074da6b4,XY,00074be0ac,XY,5,3933,31-Jan
10,00074da6b4,XY,00074db098,XX,2,598,31-Jan
10,00074da6b4,XY,00075b7c89,XY,8,6090,31-Jan
10,00074da6b4,XY,00074da5e8,XX,2,2324,31-Jan
10,00074da6b4,XY,00074d8697,XY,2,535,4-Mar
10,00074da6b4,XY,00075b4ca0,XY,173,5316,4-Mar
10,00074da6b4,XY,00074db098,XX,15,1404,4-Mar
10,00074da6b4,XY,00074daa3c,XX,10,5275,4-Mar
10,00074da6b4,XY,00074da036,XX,224,12423,4-Mar
10,00074da6b4,XY,00074d8ad8,XX,5,1218,4-Mar
10,00074da6b4,XY,00075b135d,XX,7,3451,4-Mar
10,00074da6b4,XY,00075a6708,XX,23,5150,4-Mar
10,00074da6b4,XY,000757cfa9,XX,4,927,4-Mar
10,00074da6b4,XY,00074db688,XX,17,4465,4-Mar
10,00074da6b4,XY,00074da5e8,XX,2,258,4-Mar
10,00074da6b4,XY,00074be0ac,XY,35,6926,4-Mar
10,00074da6b4,XY,00074d9c87,XX,1,0,4-Mar
10,00074da6b4,XY,00075b7c89,XY,44,6513,4-Mar
10,00074da6b4,XY,00074daa3c,XX,2,1828,5-Feb
10,00074da6b4,XY,00074d8697,XY,3,4688,5-Feb
10,00074da6b4,XY,00075a6708,XX,3,253,5-Feb
10,00074da6b4,XY,00074db688,XX,5,78,5-Feb
10,00074da6b4,XY,00074da036,XX,1,5960,5-Feb
10,00074da6b4,XY,00075b4ca0,XY,8,8999,5-Feb
10,00074da6b4,XY,00074d9c87,XX,19,4594,5-Feb
10,00074da6b4,XY,00075b135d,XX,1,283,5-Feb
10,00074da6b4,XY,000757b515,XY,5,13262,5-Feb
10,00074da6b4,XY,00074d8ad8,XX,1,22,6-Mar
10,00074da6b4,XY,00074db688,XX,7,690,6-Mar
10,00074da6b4,XY,000757cfa9,XX,1,23,6-Mar
10,00074da6b4,XY,00074da036,XX,2,866,6-Mar
10,00074da6b4,XY,00075a6708,XX,1,31,6-Mar
10,00074da6b4,XY,00074be0ac,XY,9,9741,6-Mar
10,00074da6b4,XY,00074db098,XX,3,83,6-Mar
10,00074da6b4,XY,00074daa3c,XX,7,489,6-Mar
10,00074da6b4,XY,00075b4ca0,XY,17,5054,6-Mar
10,00074da6b4,XY,00075b135d,XX,7,1048,6-Mar
10,00074da6b4,XY,00075b7c89,XY,3,1330,6-Mar
10,00074da6b4,XY,00074d9c87,XX,6,1762,6-Mar
10,00074da6b4,XY,00074daa3c,XX,4,4548,7-Feb
10,00074da6b4,XY,000757b515,XY,7,2338,7-Feb
10,00074da6b4,XY,00075a6708,XX,7,851,7-Feb
10,00074da6b4,XY,00074db098,XX,1,632,7-Feb
10,00074da6b4,XY,00074da5e8,XX,2,5640,7-Feb
10,00074da6b4,XY,00075a7c79,XY,1,665,7-Feb
10,00074da6b4,XY,00074dd577,XX,2,821,7-Feb
10,00074da6b4,XY,00074d9c87,XX,3,131,7-Feb
10,00074da6b4,XY,00075b135d,XX,2,874,7-Feb
10,00074da6b4,XY,000757cfa9,XX,1,5048,7-Feb
10,00074da6b4,XY,00075b9048,XY,1,182,7-Feb
10,00074da6b4,XY,00074d8697,XY,3,5281,7-Feb
10,00074da6b4,XY,00074be0ac,XY,1,830,7-Feb
10,00074da6b4,XY,00074da036,XX,4,11081,7-Feb
10,00074da6b4,XY,00075b4ca0,XY,12,9625,7-Feb
10,00074da6b4,XY,00074db688,XX,5,11338,7-Feb
10,00074da6b4,XY,00074db098,XX,1,12,8-Mar
10,00074da6b4,XY,000757cfa9,XX,2,66,8-Mar
10,00074da6b4,XY,00075b135d,XX,1,2,8-Mar
10,00074da6b4,XY,00074be0ac,XY,39,16883,8-Mar
10,00074da6b4,XY,00074da5e8,XX,8,1696,8-Mar
10,00074da6b4,XY,00074d8ad8,XX,1,101,8-Mar
10,00074da6b4,XY,00075b4ca0,XY,41,6627,8-Mar
10,00074da6b4,XY,00074db688,XX,2,30,8-Mar
10,00074daa3c,XX,00074da5e8,XX,1,567,1-Feb
10,00074daa3c,XX,00074db098,XX,5,4102,1-Feb
10,00074daa3c,XX,00075b135d,XX,4,1728,1-Feb
10,00074daa3c,XX,000757b515,XY,2,2203,1-Feb
10,00074daa3c,XX,00074da036,XX,4,4541,1-Feb
10,00074daa3c,XX,00074dd577,XX,3,779,1-Feb
10,00074daa3c,XX,00075b7c89,XY,1,1280,1-Feb
10,00074daa3c,XX,00074d8697,XY,1,1110,1-Feb
10,00074daa3c,XX,000757cfa9,XX,1,1075,1-Feb
10,00074daa3c,XX,00075b4ca0,XY,5,3420,1-Feb
10,00074daa3c,XX,00074da6b4,XY,8,5763,1-Feb
10,00074daa3c,XX,00074be0ac,XY,2,2715,1-Feb
10,00074daa3c,XX,00075a6708,XX,6,1282,1-Feb
10,00074daa3c,XX,00074d8ad8,XX,8,1446,1-Feb
10,00074daa3c,XX,00074db688,XX,3,3763,1-Feb
10,00074daa3c,XX,00074d9c87,XX,3,1150,1-Feb
8,00074daa3c,XX,00074db098,XX,1,79,1-Feb
8,00074daa3c,XX,00074db688,XX,1,294,1-Feb
8,00074daa3c,XX,00075b0d29,XY,7,1589,1-Feb
10,00074daa3c,XX,00074be0ac,XY,4,2552,1-Mar
10,00074daa3c,XX,00075b135d,XX,3,157,1-Mar
10,00074daa3c,XX,00075b4ca0,XY,11,1375,1-Mar
10,00074daa3c,XX,00075b7c89,XY,3,698,1-Mar
10,00074daa3c,XX,00074d8ad8,XX,1,547,1-Mar
10,00074daa3c,XX,000757cfa9,XX,1,872,1-Mar
10,00074daa3c,XX,00074da5e8,XX,1,111,1-Mar
10,00074daa3c,XX,00075a6708,XX,3,605,1-Mar
10,00074daa3c,XX,00074db688,XX,6,916,1-Mar
10,00074daa3c,XX,00074d9c87,XX,1,89,1-Mar
10,00074daa3c,XX,00074da6b4,XY,3,4546,1-Mar
8,00074daa3c,XX,00074db688,XX,4,7,1-Mar
8,00074daa3c,XX,000757cfa9,XX,2,237,1-Mar
8,00074daa3c,XX,00075b9048,XY,5,1482,1-Mar
8,00074daa3c,XX,00075a7c79,XY,4,1755,1-Mar
8,00074daa3c,XX,00075b0d29,XY,11,342,1-Mar
8,00074daa3c,XX,00075a6708,XX,1,44,1-Mar
8,00074daa3c,XX,00075b7c89,XY,1,196,1-Mar
8,00074daa3c,XX,00074da5e8,XX,2,77,1-Mar
9,00074daa3c,XX,00075b0d29,XY,1,37,1-Mar
9,00074daa3c,XX,00075b135d,XX,2,133,10-Feb
9,00074daa3c,XX,00074da5e8,XX,1,8,10-Feb
9,00074daa3c,XX,00075b0d29,XY,5,1271,10-Feb
9,00074daa3c,XX,000757cfa9,XX,1,17,10-Feb
9,00074daa3c,XX,00074d8ad8,XX,1,164,10-Feb
9,00074daa3c,XX,00074dca60,XY,1,879,10-Feb
9,00074daa3c,XX,00074db688,XX,3,1800,10-Feb
9,00074daa3c,XX,00075a6708,XX,8,2383,10-Feb
9,00074daa3c,XX,00075b7c89,XY,3,1452,10-Feb
9,00074daa3c,XX,00074be0ac,XY,3,1342,10-Feb
9,00074daa3c,XX,00075b9048,XY,5,1516,10-Feb
9,00074daa3c,XX,00075a7c79,XY,3,1099,10-Feb
10,00074daa3c,XX,000757b515,XY,3,4842,11-Feb
10,00074daa3c,XX,00074da5e8,XX,1,1145,11-Feb
10,00074daa3c,XX,00075b135d,XX,6,2479,11-Feb
10,00074daa3c,XX,00074db688,XX,7,4990,11-Feb
10,00074daa3c,XX,00075b4ca0,XY,22,4098,11-Feb
10,00074daa3c,XX,00075a6708,XX,6,8108,11-Feb
10,00074daa3c,XX,00074d8ad8,XX,13,5591,11-Feb
10,00074daa3c,XX,00075b7c89,XY,3,1032,11-Feb
10,00074daa3c,XX,00074da6b4,XY,5,6521,11-Feb
10,00074daa3c,XX,000757cfa9,XX,1,127,11-Feb
10,00074daa3c,XX,00074be0ac,XY,3,858,11-Feb
10,00074daa3c,XX,00074d9c87,XX,3,1809,11-Feb
10,00074daa3c,XX,00074db098,XX,8,4830,11-Feb
10,00074daa3c,XX,00074da036,XX,2,1920,11-Feb
9,00074daa3c,XX,00075a7c79,XY,1,73,11-Feb
9,00074daa3c,XX,00075b9048,XY,1,1,11-Feb
9,00074daa3c,XX,00075b0d29,XY,2,122,11-Feb
9,00074daa3c,XX,00075b7c89,XY,1,215,11-Feb
10,00074daa3c,XX,00074da5e8,XX,2,1627,13-Feb
10,00074daa3c,XX,00075a6708,XX,4,1197,13-Feb
10,00074daa3c,XX,00074d9c87,XX,12,1055,13-Feb
10,00074daa3c,XX,00074da036,XX,5,2272,13-Feb
10,00074daa3c,XX,00074da6b4,XY,12,5604,13-Feb
10,00074daa3c,XX,00075b135d,XX,5,972,13-Feb
10,00074daa3c,XX,00074be0ac,XY,4,6686,13-Feb
10,00074daa3c,XX,00074d8ad8,XX,6,343,13-Feb
10,00074daa3c,XX,00074db098,XX,2,2768,13-Feb
10,00074daa3c,XX,00075b4ca0,XY,19,3935,13-Feb
10,00074daa3c,XX,00074db688,XX,3,1997,13-Feb
10,00074daa3c,XX,00075b7c89,XY,2,620,13-Feb
10,00074daa3c,XX,00074d8697,XY,3,4946,13-Feb
10,00074daa3c,XX,000757cfa9,XX,1,58,13-Feb
