box,IDA[inside_first],sexA,IDB[inside_after_IDA],sexB,number_encounters,time_together[sec],date_obs
39,00074fd569,XX,00074fae3c,XX,55,2190,9-Feb
39,00074fd569,XX,00074d9afd,XX,14,5088,9-Feb
39,00074fd569,XX,00075d3941,XX,1,10,9-Feb
40,00074fd569,XX,00075d8601,XY,2,863,9-Feb
39,00074fd569,XX,00074d9179,XX,1,42,9-Feb
39,00074fd569,XX,00074f3088,XX,2,48,9-Feb
35,00074fef15,XX,00074fc31d,XY,5,190,1-Feb
35,00074fef15,XX,00075b2b37,XY,5,350,1-Feb
35,00074fef15,XX,00074c2119,XX,1,38,1-Feb
38,00074fef15,XX,00074daaf6,XX,1,1,1-Feb
38,00074fef15,XX,00075b520f,XX,1,485,1-Feb
35,00074fef15,XX,00074fc31d,XY,1,2,10-Feb
35,00074fef15,XX,00075b1c7b,XY,1,15,10-Feb
35,00074fef15,XX,00075b2b37,XY,1,2,10-Feb
35,00074fef15,XX,00074def99,XX,1,16,10-Feb
35,00074fef15,XX,00075b520f,XX,1,40,10-Feb
38,00074fef15,XX,00075b13bd,XY,1,6715,10-Feb
38,00074fef15,XX,00075b350e,XX,5,3338,11-Feb
35,00074fef15,XX,00074daaf6,XX,1,103,13-Feb
35,00074fef15,XX,00075b520f,XX,1,178,13-Feb
38,00074fef15,XX,00075b350e,XX,1,3131,13-Feb
35,00074fef15,XX,00075b1c7b,XY,1,301,15-Feb
35,00074fef15,XX,00075b520f,XX,1,108,15-Feb
35,00074fef15,XX,00075b350e,XX,2,397,15-Feb
35,00074fef15,XX,00074fc31d,XY,3,627,15-Feb
38,00074fef15,XX,00074daaf6,XX,2,488,15-Feb
38,00074fef15,XX,00074c2119,XX,2,167,15-Feb
38,00074fef15,XX,00075b350e,XX,17,4326,15-Feb
38,00074fef15,XX,00075b13bd,XY,3,4257,15-Feb
38,00074fef15,XX,00075b520f,XX,3,420,15-Feb
34,00074fef15,XX,00075d1820,XX,1,1388,15-Jan
34,00074fef15,XX,00075b7225,XX,1,4993,15-Jan
35,00074fef15,XX,00075b350e,XX,1,169,15-Jan
35,00074fef15,XX,00074fc31d,XY,10,854,15-Jan
35,00074fef15,XX,00074c2119,XX,2,560,15-Jan
35,00074fef15,XX,00075b1c7b,XY,2,616,15-Jan
35,00074fef15,XX,00074daaf6,XX,2,741,15-Jan
35,00074fef15,XX,00075b2b37,XY,3,366,15-Jan
35,00074fef15,XX,00075b520f,XX,2,1160,15-Jan
36,00074fef15,XX,00074daaf6,XX,1,57,15-Jan
36,00074fef15,XX,00075d6150,XY,1,3,15-Jan
36,00074fef15,XX,00075d5a63,XX,1,36,15-Jan
38,00074fef15,XX,00075b13bd,XY,1,23,15-Jan
38,00074fef15,XX,00074def99,XX,1,71,15-Jan
35,00074fef15,XX,00074fc31d,XY,1,1,16-Jan
36,00074fef15,XX,00075d67d0,XY,2,251,16-Jan
35,00074fef15,XX,00074daaf6,XX,3,702,17-Feb
35,00074fef15,XX,00075b520f,XX,5,5321,17-Feb
35,00074fef15,XX,00075b1c7b,XY,6,3167,17-Feb
35,00074fef15,XX,00075b2b37,XY,1,2,17-Feb
35,00074fef15,XX,00075b350e,XX,6,1011,17-Feb
35,00074fef15,XX,00074fc31d,XY,8,1778,17-Feb
35,00074fef15,XX,00074def99,XX,1,2618,17-Feb
35,00074fef15,XX,00074c2119,XX,3,268,17-Feb
38,00074fef15,XX,00074daaf6,XX,1,82,17-Feb
34,00074fef15,XX,00075d1820,XX,1,8,18-Jan
35,00074fef15,XX,00075b520f,XX,1,199,18-Jan
35,00074fef15,XX,00075d5a63,XX,4,785,18-Jan
35,00074fef15,XX,00074daaf6,XX,4,286,18-Jan
35,00074fef15,XX,00075b350e,XX,4,161,18-Jan
35,00074fef15,XX,00074fc31d,XY,12,493,18-Jan
35,00074fef15,XX,00075b2b37,XY,13,1409,18-Jan
35,00074fef15,XX,00074def99,XX,1,3,18-Jan
35,00074fef15,XX,00075b7225,XX,1,346,18-Jan
36,00074fef15,XX,00075d67d0,XY,1,5,18-Jan
36,00074fef15,XX,00074def99,XX,1,12,18-Jan
38,00074fef15,XX,00075b13bd,XY,1,18,18-Jan
38,00074fef15,XX,00075b7225,XX,6,2474,18-Jan
38,00074fef15,XX,00075b350e,XX,2,5592,18-Jan
38,00074fef15,XX,00075b520f,XX,2,1361,18-Jan
38,00074fef15,XX,00075b1c7b,XY,1,2654,18-Jan
38,00074fef15,XX,00074def99,XX,68,2044,18-Jan
35,00074fef15,XX,00075b2b37,XY,2,54,19-Feb
35,00074fef15,XX,00075b1c7b,XY,1,5,19-Feb
35,00074fef15,XX,00075b350e,XX,1,116,19-Feb
35,00074fef15,XX,00074fc31d,XY,3,381,19-Feb
35,00074fef15,XX,00074def99,XX,1,6,20-Jan
35,00074fef15,XX,00075b520f,XX,3,69,20-Jan
35,00074fef15,XX,00075b7225,XX,1,16,20-Jan
35,00074fef15,XX,00075b2b37,XY,3,56,20-Jan
35,00074fef15,XX,00074c2119,XX,1,20,20-Jan
35,00074fef15,XX,00074fc31d,XY,10,32,20-Jan
36,00074fef15,XX,00075d67d0,XY,2,18,20-Jan
38,00074fef15,XX,00074def99,XX,67,718,20-Jan
38,00074fef15,XX,00075b7225,XX,1,1091,20-Jan
38,00074fef15,XX,00075b520f,XX,1,160,20-Jan
38,00074fef15,XX,00075b350e,XX,1,223,20-Jan
38,00074fef15,XX,00074c2119,XX,2,444,20-Jan
38,00074fef15,XX,00075b350e,XX,3,429,21-Feb
38,00074fef15,XX,00074daaf6,XX,2,169,21-Feb
35,00074fef15,XX,00074fc31d,XY,3,39,22-Jan
35,00074fef15,XX,00075b7225,XX,1,1,22-Jan
35,00074fef15,XX,00075b350e,XX,1,3,22-Jan
38,00074fef15,XX,00075d3e96,XY,1,3,22-Jan
38,00074fef15,XX,00074daaf6,XX,4,335,22-Jan
38,00074fef15,XX,00075b520f,XX,1,45,22-Jan
38,00074fef15,XX,00075b13bd,XY,1,1798,22-Jan
38,00074fef15,XX,00075b7225,XX,13,1635,22-Jan
34,00074fef15,XX,00075d1820,XX,1,896,24-Jan
34,00074fef15,XX,00075b350e,XX,1,39,24-Jan
35,00074fef15,XX,00075b520f,XX,1,57,24-Jan
35,00074fef15,XX,00074c2119,XX,3,18,24-Jan
35,00074fef15,XX,00075b350e,XX,1,1,24-Jan
35,00074fef15,XX,00074daaf6,XX,2,47,24-Jan
35,00074fef15,XX,00075b1c7b,XY,1,11,24-Jan
35,00074fef15,XX,00074fc31d,XY,15,205,24-Jan
38,00074fef15,XX,00075b1c7b,XY,3,804,24-Jan
38,00074fef15,XX,00075b350e,XX,2,48,24-Jan
38,00074fef15,XX,00074def99,XX,2,224,24-Jan
38,00074fef15,XX,00074c2119,XX,1,3422,24-Jan
38,00074fef15,XX,00075b13bd,XY,2,4438,24-Jan
38,00074fef15,XX,00075b520f,XX,2,750,24-Jan
38,00074fef15,XX,00074daaf6,XX,36,5962,24-Jan
34,00074fef15,XX,00075d1820,XX,4,247,26-Jan
34,00074fef15,XX,00074daaf6,XX,1,1286,26-Jan
34,00074fef15,XX,00075b520f,XX,1,878,26-Jan
35,00074fef15,XX,00075b350e,XX,1,227,26-Jan
35,00074fef15,XX,00075b7225,XX,1,13,26-Jan
35,00074fef15,XX,00074fc31d,XY,7,41,26-Jan
35,00074fef15,XX,00074c2119,XX,4,176,26-Jan
35,00074fef15,XX,00074daaf6,XX,3,39,26-Jan
38,00074fef15,XX,00074def99,XX,2,387,26-Jan
38,00074fef15,XX,00075b13bd,XY,2,1086,26-Jan
38,00074fef15,XX,00074daaf6,XX,2,28,26-Jan
38,00074fef15,XX,00075b520f,XX,1,81,26-Jan
38,00074fef15,XX,00075b7225,XX,8,1074,26-Jan
38,00074fef15,XX,00075b1c7b,XY,1,2303,28-Jan
35,00074fef15,XX,00074def99,XX,14,1864,28-Jan
35,00074fef15,XX,00075b2b37,XY,2,38,28-Jan
38,00074fef15,XX,00074def99,XX,3,186,28-Jan
35,00074fef15,XX,00075b7225,XX,2,827,28-Jan
35,00074fef15,XX,00075b2cdd,XY,1,7,28-Jan
35,00074fef15,XX,00075b1c7b,XY,3,328,28-Jan
38,00074fef15,XX,00075b13bd,XY,7,6277,28-Jan
35,00074fef15,XX,00075b350e,XX,8,1054,28-Jan
38,00074fef15,XX,00074daaf6,XX,1,260,28-Jan
35,00074fef15,XX,00074c2119,XX,5,782,28-Jan
35,00074fef15,XX,00075b520f,XX,4,1152,28-Jan
35,00074fef15,XX,00074daaf6,XX,4,1249,28-Jan
38,00074fef15,XX,00075b7225,XX,2,437,28-Jan
38,00074fef15,XX,00074c2119,XX,1,556,28-Jan
35,00074fef15,XX,00074fc31d,XY,13,139,28-Jan
35,00074fef15,XX,00074c2119,XX,4,7,3-Feb
35,00074fef15,XX,00075b350e,XX,1,8,3-Feb
35,00074fef15,XX,00075b2b37,XY,4,113,3-Feb
35,00074fef15,XX,00074fc31d,XY,2,12,3-Feb
38,00074fef15,XX,00075b13bd,XY,3,2656,3-Feb
38,00074fef15,XX,00075b520f,XX,1,1451,3-Feb
38,00074fef15,XX,00075b350e,XX,1,656,3-Feb
35,00074fef15,XX,00074daaf6,XX,2,604,31-Jan
35,00074fef15,XX,00074c2119,XX,4,1442,31-Jan
35,00074fef15,XX,00075d6150,XY,1,2,31-Jan
35,00074fef15,XX,00075b350e,XX,7,992,31-Jan
35,00074fef15,XX,00074fc31d,XY,22,2384,31-Jan
35,00074fef15,XX,00075b1c7b,XY,3,2240,31-Jan
35,00074fef15,XX,00075b2b37,XY,27,5133,31-Jan
35,00074fef15,XX,00075b520f,XX,7,676,31-Jan
35,00074fef15,XX,00075b7225,XX,4,907,31-Jan
35,00074fef15,XX,00074def99,XX,3,275,31-Jan
38,00074fef15,XX,00075b7225,XX,1,28,31-Jan
35,00074fef15,XX,00074daaf6,XX,1,300,5-Feb
35,00074fef15,XX,00074def99,XX,1,28,5-Feb
35,00074fef15,XX,00075b350e,XX,1,16,5-Feb
35,00074fef15,XX,00075b2b37,XY,6,102,5-Feb
35,00074fef15,XX,00075b1c7b,XY,1,372,5-Feb
35,00074fef15,XX,00074fc31d,XY,8,87,5-Feb
38,00074fef15,XX,00075b350e,XX,1,398,5-Feb
38,00074fef15,XX,00075b7225,XX,1,12,5-Feb
38,00074fef15,XX,00074daaf6,XX,3,888,5-Feb
38,00074fef15,XX,00075b1c7b,XY,1,265,5-Feb
38,00074fef15,XX,00075b13bd,XY,6,5377,5-Feb
38,00074fef15,XX,00075b520f,XX,2,2352,5-Feb
35,00074fef15,XX,00075b1c7b,XY,1,120,7-Feb
35,00074fef15,XX,00074fc31d,XY,6,108,7-Feb
35,00074fef15,XX,00075b2b37,XY,2,121,7-Feb
35,00074fef15,XX,00075b520f,XX,1,142,7-Feb
35,00074fef15,XX,00075b2b37,XY,3,17,9-Feb
35,00074fef15,XX,00075b350e,XX,1,8,9-Feb
35,00074fef15,XX,00074def99,XX,1,16,9-Feb
35,00074fef15,XX,00074fc31d,XY,1,3,9-Feb
24,00074ff562,XX,00074f0477,XX,1,901,1-Feb
24,00074ff562,XX,00074bdb9c,XY,2,305,1-Feb
24,00074ff562,XX,00074bdb9c,XY,17,4002,1-Mar
24,00074ff562,XX,00075b38ca,XX,4,2611,1-Mar
24,00074ff562,XX,00075b3038,XX,6,3577,1-Mar
24,00074ff562,XX,00074ed1e1,XX,2,747,1-Mar
24,00074ff562,XX,00075d4864,XX,4,1434,1-Mar
24,00074ff562,XX,00074f75b7,XY,4,1560,1-Mar
24,00074ff562,XX,00075a3dcf,XX,9,2806,1-Mar
24,00074ff562,XX,00075b5bfa,XX,4,1040,1-Mar
24,00074ff562,XX,00074f0477,XX,5,144,1-Mar
24,00074ff562,XX,00075b39cc,XX,3,1589,1-Mar
25,00074ff562,XX,00075b5bfa,XX,1,242,1-Mar
25,00074ff562,XX,00075b38ca,XX,2,361,1-Mar
25,00074ff562,XX,00074f5a1c,XY,1,380,1-Mar
25,00074ff562,XX,00074f0477,XX,1,298,1-Mar
26,00074ff562,XX,00074f75b7,XY,2,1380,1-Mar
26,00074ff562,XX,00075b38ca,XX,2,15,1-Mar
26,00074ff562,XX,00074f0477,XX,4,1298,1-Mar
26,00074ff562,XX,00075d0801,XY,8,758,1-Mar
26,00074ff562,XX,00074ee5e3,XY,10,783,1-Mar
26,00074ff562,XX,00075b25de,XY,9,792,1-Mar
26,00074ff562,XX,00075a3dcf,XX,10,2005,1-Mar
26,00074ff562,XX,00075b5bfa,XX,9,1183,1-Mar
26,00074ff562,XX,00075b39cc,XX,5,2225,1-Mar
26,00074ff562,XX,00074f5a1c,XY,1,728,1-Mar
26,00074ff562,XX,00074ed1e1,XX,1,14,1-Mar
26,00074ff562,XX,00075d4864,XX,7,509,1-Mar
26,00074ff562,XX,00075b3038,XX,6,1044,1-Mar
24,00074ff562,XX,00074bdb9c,XY,1,69,10-Feb
25,00074ff562,XX,00075b38ca,XX,3,8269,10-Feb
25,00074ff562,XX,00074bdb9c,XY,1,480,10-Feb
25,00074ff562,XX,00074ee5e3,XY,2,12962,10-Feb
25,00074ff562,XX,00074ed1e1,XX,7,1745,10-Feb
25,00074ff562,XX,00075b3038,XX,6,416,10-Feb
25,00074ff562,XX,00074f5a1c,XY,50,10600,10-Feb
25,00074ff562,XX,00075b5bfa,XX,4,2776,10-Feb
25,00074ff562,XX,00075a3dcf,XX,1,18278,10-Feb
25,00074ff562,XX,00075d2329,XY,1,247,10-Feb
25,00074ff562,XX,00074f0477,XX,3,12312,10-Feb
25,00074ff562,XX,00074f75b7,XY,3,670,10-Feb
25,00074ff562,XX,00075b39cc,XX,4,15546,10-Feb
25,00074ff562,XX,00075d4864,XX,1,453,10-Feb
26,00074ff562,XX,00075b3038,XX,1,0,10-Feb
26,00074ff562,XX,00075d4864,XX,1,151,10-Feb
26,00074ff562,XX,00075b25de,XY,1,4,10-Feb
24,00074ff562,XX,00074ed1e1,XX,1,12,11-Feb
24,00074ff562,XX,00074bdb9c,XY,1,1,11-Feb
25,00074ff562,XX,00075b39cc,XX,1,33,11-Feb
25,00074ff562,XX,00074f5a1c,XY,2,68,11-Feb
25,00074ff562,XX,00074ed1e1,XX,1,7,11-Feb
25,00074ff562,XX,00075d2329,XY,4,7059,13-Feb
25,00074ff562,XX,00074f5a1c,XY,34,11344,13-Feb
25,00074ff562,XX,00074f75b7,XY,9,6633,13-Feb
25,00074ff562,XX,00075b39cc,XX,6,5192,13-Feb
25,00074ff562,XX,00075b3038,XX,4,9127,13-Feb
25,00074ff562,XX,00075d0801,XY,3,6269,13-Feb
25,00074ff562,XX,00075b5bfa,XX,8,5482,13-Feb
25,00074ff562,XX,00074bdb9c,XY,3,7723,13-Feb
25,00074ff562,XX,00074ee5e3,XY,3,8086,13-Feb
25,00074ff562,XX,00074f0477,XX,8,9089,13-Feb
25,00074ff562,XX,00074ed1e1,XX,12,7272,13-Feb
25,00074ff562,XX,00075b38ca,XX,3,3928,13-Feb
25,00074ff562,XX,00075d4864,XX,5,6215,13-Feb
25,00074ff562,XX,00075b5bfa,XX,1,68,15-Feb
25,00074ff562,XX,00074f75b7,XY,1,914,15-Feb
25,00074ff562,XX,00074ee5e3,XY,1,184,15-Feb
25,00074ff562,XX,00074ed1e1,XX,1,1788,15-Feb
25,00074ff562,XX,00075b39cc,XX,2,1181,15-Feb
25,00074ff562,XX,00075d4864,XX,1,637,15-Feb
26,00074ff562,XX,00075d0801,XY,3,51,15-Feb
24,00074ff562,XX,00075b5bfa,XX,1,45,15-Jan
24,00074ff562,XX,00074f5a1c,XY,1,65,15-Jan
24,00074ff562,XX,00074f75b7,XY,1,65,15-Jan
25,00074ff562,XX,00074f75b7,XY,7,4390,15-Jan
25,00074ff562,XX,00075b42d5,XY,5,3164,15-Jan
25,00074ff562,XX,00075d4864,XX,4,1693,15-Jan
25,00074ff562,XX,00075b38ca,XX,6,2023,15-Jan
25,00074ff562,XX,00074ed1e1,XX,15,1508,15-Jan
25,00074ff562,XX,00074ee5e3,XY,4,349,15-Jan
25,00074ff562,XX,00074f5a1c,XY,20,8607,15-Jan
25,00074ff562,XX,00075b5bfa,XX,11,7457,15-Jan
25,00074ff562,XX,00075b39cc,XX,5,9448,15-Jan
25,00074ff562,XX,00074f5a1c,XY,38,6584,16-Jan
25,00074ff562,XX,00074f0477,XX,11,7048,16-Jan
25,00074ff562,XX,00074f75b7,XY,9,10279,16-Jan
25,00074ff562,XX,00075b39cc,XX,10,7610,16-Jan
25,00074ff562,XX,00075b38ca,XX,11,5012,16-Jan
25,00074ff562,XX,00074ee5e3,XY,18,9496,16-Jan
25,00074ff562,XX,00074ed1e1,XX,8,1790,16-Jan
25,00074ff562,XX,00075d2329,XY,12,6322,16-Jan
25,00074ff562,XX,00075b47ed,XY,8,7943,16-Jan
25,00074ff562,XX,00075b3038,XX,11,9320,16-Jan
25,00074ff562,XX,00075d4864,XX,2,145,16-Jan
25,00074ff562,XX,00075b42d5,XY,15,6142,16-Jan
25,00074ff562,XX,00075b5bfa,XX,16,11730,16-Jan
25,00074ff562,XX,00074f5a1c,XY,5,119,17-Feb
26,00074ff562,XX,00074ed1e1,XX,3,179,17-Feb
26,00074ff562,XX,00075d0801,XY,4,1046,17-Feb
26,00074ff562,XX,00075b3038,XX,4,2038,17-Feb
26,00074ff562,XX,00075b5bfa,XX,2,811,17-Feb
26,00074ff562,XX,00074ee5e3,XY,6,453,17-Feb
26,00074ff562,XX,00074f5a1c,XY,1,68,17-Feb
26,00074ff562,XX,00075a3dcf,XX,24,2364,17-Feb
25,00074ff562,XX,00074f0477,XX,1,207,18-Jan
25,00074ff562,XX,00075b39cc,XX,2,657,18-Jan
25,00074ff562,XX,00075b38ca,XX,8,441,18-Jan
25,00074ff562,XX,00075b42d5,XY,10,2457,18-Jan
25,00074ff562,XX,00074f5a1c,XY,14,816,18-Jan
26,00074ff562,XX,00074f75b7,XY,9,5701,19-Feb
26,00074ff562,XX,00074ed1e1,XX,13,2459,19-Feb
26,00074ff562,XX,00074f0477,XX,5,3913,19-Feb
26,00074ff562,XX,00075d0801,XY,21,8975,19-Feb
26,00074ff562,XX,00074f5a1c,XY,1,53,19-Feb
26,00074ff562,XX,00075b5bfa,XX,19,5146,19-Feb
26,00074ff562,XX,00074ee5e3,XY,9,2196,19-Feb
26,00074ff562,XX,00075b39cc,XX,11,8057,19-Feb
26,00074ff562,XX,00075b38ca,XX,8,5989,19-Feb
26,00074ff562,XX,00075d4864,XX,7,3721,19-Feb
26,00074ff562,XX,00075b25de,XY,21,1703,19-Feb
26,00074ff562,XX,00075a3dcf,XX,30,6887,19-Feb
26,00074ff562,XX,00075b3038,XX,15,3416,19-Feb
24,00074ff562,XX,00075b5bfa,XX,1,35,20-Jan
24,00074ff562,XX,00075b39cc,XX,3,124,20-Jan
24,00074ff562,XX,00074f0477,XX,1,25,20-Jan
24,00074ff562,XX,00074ed1e1,XX,1,39,20-Jan
24,00074ff562,XX,00075b3038,XX,1,97,20-Jan
25,00074ff562,XX,00074f5a1c,XY,1,8,20-Jan
25,00074ff562,XX,00075b42d5,XY,4,660,20-Jan
25,00074ff562,XX,00075b5bfa,XX,3,398,20-Jan
25,00074ff562,XX,00074f5a1c,XY,1,27,21-Feb
25,00074ff562,XX,00075b38ca,XX,1,267,21-Feb
26,00074ff562,XX,00074f0477,XX,3,384,21-Feb
26,00074ff562,XX,00075a3dcf,XX,5,1651,21-Feb
26,00074ff562,XX,00074ee5e3,XY,7,891,21-Feb
26,00074ff562,XX,00075b39cc,XX,2,1018,21-Feb
26,00074ff562,XX,00075b3038,XX,3,1230,21-Feb
26,00074ff562,XX,00074ed1e1,XX,6,593,21-Feb
26,00074ff562,XX,00075b25de,XY,55,2052,21-Feb
26,00074ff562,XX,00074f75b7,XY,3,1316,21-Feb
26,00074ff562,XX,00075b38ca,XX,2,1447,21-Feb
26,00074ff562,XX,00075b5bfa,XX,1,337,21-Feb
26,00074ff562,XX,00075d0801,XY,21,3570,21-Feb
24,00074ff562,XX,00074ee5e3,XY,1,21,22-Jan
24,00074ff562,XX,00075b42d5,XY,1,4,22-Jan
24,00074ff562,XX,00075d4864,XX,2,84,22-Jan
24,00074ff562,XX,00075b38ca,XX,1,124,22-Jan
24,00074ff562,XX,00074f0477,XX,2,250,22-Jan
24,00074ff562,XX,00075b5bfa,XX,3,61,22-Jan
24,00074ff562,XX,00075b39cc,XX,1,37,22-Jan
25,00074ff562,XX,00075b3038,XX,1,89,22-Jan
25,00074ff562,XX,00075d4864,XX,1,118,22-Jan
25,00074ff562,XX,00075b5bfa,XX,2,1067,22-Jan
25,00074ff562,XX,00074ed1e1,XX,1,1,22-Jan
25,00074ff562,XX,00075a3dcf,NO,1,224,22-Jan
25,00074ff562,XX,00074f5a1c,XY,1,418,22-Jan
25,00074ff562,XX,00074f5a1c,XY,1,2,23-Feb
26,00074ff562,XX,00075d4864,XX,9,2726,23-Feb
26,00074ff562,XX,00075b38ca,XX,2,1765,23-Feb
26,00074ff562,XX,00074ed1e1,XX,2,2349,23-Feb
26,00074ff562,XX,00075d0801,XY,30,4813,23-Feb
26,00074ff562,XX,00075b25de,XY,40,2885,23-Feb
26,00074ff562,XX,00075b3038,XX,16,2023,23-Feb
26,00074ff562,XX,00074f5a1c,XY,1,382,23-Feb
26,00074ff562,XX,00074f0477,XX,7,1272,23-Feb
26,00074ff562,XX,00075a3dcf,XX,26,5016,23-Feb
26,00074ff562,XX,00074f75b7,XY,10,4139,23-Feb
26,00074ff562,XX,00075b5bfa,XX,9,2741,23-Feb
26,00074ff562,XX,00074ee5e3,XY,33,5103,23-Feb
26,00074ff562,XX,00075b39cc,XX,11,2819,23-Feb
24,00074ff562,XX,00075d4864,XX,10,10831,24-Jan
24,00074ff562,XX,00075b3038,XX,5,7975,24-Jan
24,00074ff562,XX,00074ed1e1,XX,10,602,24-Jan
24,00074ff562,XX,00075a3dcf,NO,3,816,24-Jan
24,00074ff562,XX,00074bdb9c,XY,15,10444,24-Jan
24,00074ff562,XX,00074f0477,XX,4,1373,24-Jan
24,00074ff562,XX,00075b38ca,XX,1,649,24-Jan
24,00074ff562,XX,00074f5a1c,XY,2,192,24-Jan
24,00074ff562,XX,00075b39cc,XX,5,4559,24-Jan
24,00074ff562,XX,00074f75b7,XY,1,735,24-Jan
24,00074ff562,XX,00075b5bfa,XX,7,559,24-Jan
25,00074ff562,XX,00075b42d5,XY,13,1217,24-Jan
25,00074ff562,XX,00075b5bfa,XX,9,1425,24-Jan
25,00074ff562,XX,00074f5a1c,XY,10,1632,24-Jan
25,00074ff562,XX,00074f75b7,XY,4,3698,24-Jan
25,00074ff562,XX,00074ed1e1,XX,2,1535,24-Jan
25,00074ff562,XX,00074f0477,XX,1,308,24-Jan
25,00074ff562,XX,00075b3038,XX,2,6767,24-Jan
25,00074ff562,XX,00075b39cc,XX,1,88,24-Jan
24,00074ff562,XX,00075b3038,XX,6,1162,25-Feb
24,00074ff562,XX,00075d4864,XX,11,1554,25-Feb
24,00074ff562,XX,00074bdb9c,XY,84,2909,25-Feb
24,00074ff562,XX,00075b38ca,XX,2,648,25-Feb
24,00074ff562,XX,00075b5bfa,XX,1,470,25-Feb
24,00074ff562,XX,00074f75b7,XY,1,565,25-Feb
24,00074ff562,XX,00074ed1e1,XX,4,1289,25-Feb
24,00074ff562,XX,00074f0477,XX,1,1169,25-Feb
25,00074ff562,XX,00075b5bfa,XX,1,7,25-Feb
26,00074ff562,XX,00075b39cc,XX,4,673,25-Feb
26,00074ff562,XX,00074f0477,XX,3,1613,25-Feb
26,00074ff562,XX,00074f75b7,XY,1,104,25-Feb
26,00074ff562,XX,00075d4864,XX,2,672,25-Feb
26,00074ff562,XX,00075b25de,XY,30,2268,25-Feb
26,00074ff562,XX,00075b38ca,XX,2,98,25-Feb
26,00074ff562,XX,00074ed1e1,XX,6,1247,25-Feb
26,00074ff562,XX,00075a3dcf,XX,24,3600,25-Feb
26,00074ff562,XX,00075d0801,XY,20,1582,25-Feb
26,00074ff562,XX,00075b3038,XX,7,1685,25-Feb
26,00074ff562,XX,00075b5bfa,XX,11,1383,25-Feb
26,00074ff562,XX,00074ee5e3,XY,4,615,25-Feb
24,00074ff562,XX,00074ed1e1,XX,33,2520,27-Feb
26,00074ff562,XX,00074ee5e3,XY,10,1183,27-Feb
24,00074ff562,XX,00075b25de,XY,6,1163,27-Feb
24,00074ff562,XX,00074f0477,XX,3,992,27-Feb
24,00074ff562,XX,00075d4864,XX,10,2529,27-Feb
24,00074ff562,XX,00074f75b7,XY,4,1740,27-Feb
24,00074ff562,XX,00075b5bfa,XX,3,486,27-Feb
24,00074ff562,XX,00075b39cc,XX,4,977,27-Feb
24,00074ff562,XX,00075b47ed,XY,2,2229,27-Feb
24,00074ff562,XX,00075a3dcf,XX,7,7892,27-Feb
24,00074ff562,XX,00075b38ca,XX,7,2397,27-Feb
24,00074ff562,XX,00074ee5e3,XY,2,296,27-Feb
24,00074ff562,XX,00074bdb9c,XY,9,246,27-Feb
24,00074ff562,XX,00075b3038,XX,4,1245,27-Feb
25,00074ff562,XX,00075b3038,XX,1,77,27-Feb
25,00074ff562,XX,00074f0477,XX,1,173,27-Feb
26,00074ff562,XX,00075a3dcf,XX,3,141,27-Feb
26,00074ff562,XX,00075b25de,XY,11,638,27-Feb
26,00074ff562,XX,00075d4864,XX,1,305,27-Feb
26,00074ff562,XX,00074f0477,XX,1,93,27-Feb
26,00074ff562,XX,00074ed1e1,XX,1,165,27-Feb
26,00074ff562,XX,00075b3038,XX,2,34,27-Feb
26,00074ff562,XX,00075b5bfa,XX,3,7,27-Feb
24,00074ff562,XX,00075d4864,XX,1,48,28-Jan
24,00074ff562,XX,00074bdb9c,XY,2,5,28-Jan
25,00074ff562,XX,00074ed1e1,XX,5,3640,28-Jan
25,00074ff562,XX,00075d4864,XX,2,606,28-Jan
25,00074ff562,XX,00075b42d5,XY,3,111,28-Jan
25,00074ff562,XX,00074f0477,XX,4,1947,28-Jan
25,00074ff562,XX,00075b39cc,XX,1,3,28-Jan
25,00074ff562,XX,00075b5bfa,XX,6,883,28-Jan
25,00074ff562,XX,00074f75b7,XY,5,1703,28-Jan
25,00074ff562,XX,00075b38ca,XX,3,2067,28-Jan
25,00074ff562,XX,00074f5a1c,XY,14,1820,28-Jan
25,00074ff562,XX,00075b25de,XY,1,4315,3-Feb
25,00074ff562,XX,00075b5bfa,XX,6,5261,3-Feb
25,00074ff562,XX,00075d2329,XY,2,4956,3-Feb
25,00074ff562,XX,00075d4864,XX,6,2205,3-Feb
25,00074ff562,XX,00075d0801,XY,2,7688,3-Feb
25,00074ff562,XX,00074f75b7,XY,9,12994,3-Feb
25,00074ff562,XX,00074f0477,XX,12,4706,3-Feb
25,00074ff562,XX,00075b39cc,XX,5,11943,3-Feb
25,00074ff562,XX,00074ee5e3,XY,2,1431,3-Feb
25,00074ff562,XX,00075b3038,XX,7,3503,3-Feb
25,00074ff562,XX,00074ed1e1,XX,20,6318,3-Feb
25,00074ff562,XX,00075b38ca,XX,5,168,3-Feb
24,00074ff562,XX,00074ee5e3,XY,1,167,3-Mar
24,00074ff562,XX,00075d4864,XX,2,314,3-Mar
24,00074ff562,XX,00075b25de,XY,2,427,3-Mar
24,00074ff562,XX,00074bdb9c,XY,7,903,3-Mar
24,00074ff562,XX,00075b38ca,XX,1,19,3-Mar
24,00074ff562,XX,00074f0477,XX,3,424,3-Mar
24,00074ff562,XX,00074ed1e1,XX,9,1064,3-Mar
24,00074ff562,XX,00074f75b7,XY,1,92,3-Mar
24,00074ff562,XX,00075b5bfa,XX,4,1818,3-Mar
24,00074ff562,XX,00075a3dcf,XX,12,2236,3-Mar
