first_mouse,second_mouse,date_obs,box,IDB[inside_after_IDA],sexA,number_encounters,sexB,date_obs_dt,time_together[sec],IDA[inside_first],treatment,timepoint,component_num
00075b138b,00075007ca,19-Feb,19.0,00075007ca,XY,8.0,XX,1900-02-19,26.0,00075b138b,no_injection,before,57
00075b138b,00074d84fc,19-Feb,19.0,00074d84fc,XY,1.0,XX,1900-02-19,3.0,00075b138b,no_injection,before,57
00074c38cd,00074fc27f,19-Feb,19.0,00074fc27f,XX,9.0,XX,1900-02-19,222.0,00074c38cd,no_injection,before,57
00074c38cd,00074fabaa,19-Feb,19.0,00074fabaa,XX,2.0,XX,1900-02-19,1796.0,00074c38cd,no_injection,before,57
00074c38cd,00075b2a64,19-Feb,19.0,00075b2a64,XX,3.0,XX,1900-02-19,8.0,00074c38cd,no_injection,before,57
00074c38cd,00074ed83b,19-Feb,19.0,00074ed83b,XX,3.0,XY,1900-02-19,251.0,00074c38cd,no_injection,before,57
00074c38cd,00074db3a3,19-Feb,19.0,00074db3a3,XX,5.0,XX,1900-02-19,250.0,00074c38cd,no_injection,before,57
00074c38cd,000757e4b0,19-Feb,19.0,000757e4b0,XX,1.0,NO,1900-02-19,1031.0,00074c38cd,no_injection,before,57
00074c38cd,00074d8813,19-Feb,19.0,00074d8813,XX,8.0,XX,1900-02-19,383.0,00074c38cd,no_injection,before,57
00074c38cd,00075b102a,19-Feb,19.0,00075b102a,XX,7.0,XY,1900-02-19,383.0,00074c38cd,no_injection,before,57
00074c38cd,00074de2a9,19-Feb,19.0,00074de2a9,XX,2.0,XX,1900-02-19,20.0,00074c38cd,no_injection,before,57
00074fabaa,00074d8813,19-Feb,19.0,00074d8813,XX,2.0,XX,1900-02-19,104.0,00074fabaa,no_injection,before,57
00074fabaa,00074ed83b,19-Feb,19.0,00074ed83b,XX,2.0,XY,1900-02-19,213.0,00074fabaa,no_injection,before,57
00074fabaa,00074fc27f,19-Feb,19.0,00074fc27f,XX,8.0,XX,1900-02-19,104.0,00074fabaa,no_injection,before,57
00074fabaa,00074db3a3,19-Feb,19.0,00074db3a3,XX,6.0,XX,1900-02-19,337.0,00074fabaa,no_injection,before,57
00074fabaa,00074d84fc,19-Feb,19.0,00074d84fc,XX,1.0,XX,1900-02-19,385.0,00074fabaa,no_injection,before,57
00074fabaa,00075007ca,19-Feb,19.0,00075007ca,XX,3.0,XX,1900-02-19,651.0,00074fabaa,no_injection,before,57
00074fabaa,000757e4b0,19-Feb,19.0,000757e4b0,XX,2.0,NO,1900-02-19,1993.0,00074fabaa,no_injection,before,57
00074fabaa,00074c38cd,19-Feb,19.0,00074c38cd,XX,2.0,XX,1900-02-19,755.0,00074fabaa,no_injection,before,57
00074fabaa,00075b2a64,19-Feb,19.0,00075b2a64,XX,1.0,XX,1900-02-19,6.0,00074fabaa,no_injection,before,57
00074fabaa,00074de2a9,19-Feb,19.0,00074de2a9,XX,2.0,XX,1900-02-19,20.0,00074fabaa,no_injection,before,57
00074fabaa,00075b102a,19-Feb,19.0,00075b102a,XX,9.0,XY,1900-02-19,322.0,00074fabaa,no_injection,before,57
00074de2a9,00074d8813,19-Feb,19.0,00074d8813,XX,25.0,XX,1900-02-19,292.0,00074de2a9,no_injection,before,57
00074de2a9,00074d9953,19-Feb,19.0,00074d9953,XX,1.0,XX,1900-02-19,10.0,00074de2a9,no_injection,before,57
00074de2a9,00075b202b,19-Feb,19.0,00075b202b,XX,1.0,XX,1900-02-19,110.0,00074de2a9,no_injection,before,57
00074de2a9,00075b2a64,19-Feb,19.0,00075b2a64,XX,4.0,XX,1900-02-19,100.0,00074de2a9,no_injection,before,57
00074de2a9,000757e4b0,19-Feb,19.0,000757e4b0,XX,2.0,NO,1900-02-19,159.0,00074de2a9,no_injection,before,57
00074de2a9,00074fc27f,19-Feb,19.0,00074fc27f,XX,15.0,XX,1900-02-19,229.0,00074de2a9,no_injection,before,57
00074de2a9,00074fabaa,19-Feb,19.0,00074fabaa,XX,1.0,XX,1900-02-19,743.0,00074de2a9,no_injection,before,57
00074de2a9,00075b102a,19-Feb,19.0,00075b102a,XX,3.0,XY,1900-02-19,188.0,00074de2a9,no_injection,before,57
00074de2a9,00074c38cd,19-Feb,19.0,00074c38cd,XX,1.0,XX,1900-02-19,1146.0,00074de2a9,no_injection,before,57
00074d84fc,00075007ca,19-Feb,19.0,00075007ca,XX,2.0,XX,1900-02-19,197.0,00074d84fc,no_injection,before,57
00074d84fc,00075e04f6,19-Feb,19.0,00075e04f6,XX,1.0,NO,1900-02-19,12.0,00074d84fc,no_injection,before,57
00074d8e0a,000758024a,19-Feb,16.0,000758024a,XY,1.0,XX,1900-02-19,62.0,00074d8e0a,no_injection,before,58
00074d8e0a,00074ddd3d,19-Feb,16.0,00074ddd3d,XY,1.0,XX,1900-02-19,643.0,00074d8e0a,no_injection,before,58
00074d8e0a,7.50E+44,19-Feb,16.0,7.50E+44,XY,1.0,XY,1900-02-19,51.0,00074d8e0a,no_injection,before,58
00074d8e0a,00074db632,19-Feb,16.0,00074db632,XY,2.0,XY,1900-02-19,322.0,00074d8e0a,no_injection,before,58
00075e0965,00074db632,19-Feb,16.0,00074db632,XY,6.0,XY,1900-02-19,2149.0,00075e0965,no_injection,before,58
00075e0965,000758024a,19-Feb,16.0,000758024a,XY,2.0,XX,1900-02-19,3633.0,00075e0965,no_injection,before,58
00075e0965,00074dd007,19-Feb,16.0,00074dd007,XY,2.0,XX,1900-02-19,57.0,00075e0965,no_injection,before,58
00075e0965,00075a5cfb,19-Feb,16.0,00075a5cfb,XY,1.0,XX,1900-02-19,113.0,00075e0965,no_injection,before,58
00075e0965,7.50E+44,19-Feb,16.0,7.50E+44,XY,1.0,XY,1900-02-19,1834.0,00075e0965,no_injection,before,58
00075e0965,00074d8e0a,19-Feb,16.0,00074d8e0a,XY,9.0,XY,1900-02-19,1754.0,00075e0965,no_injection,before,58
00075e0965,00074ddd3d,19-Feb,16.0,00074ddd3d,XY,1.0,XX,1900-02-19,2491.0,00075e0965,no_injection,before,58
00075e0965,00075804bb,19-Feb,16.0,00075804bb,XY,1.0,XX,1900-02-19,2288.0,00075e0965,no_injection,before,58
00075e0965,00074da4b8,19-Feb,16.0,00074da4b8,XY,2.0,XX,1900-02-19,1103.0,00075e0965,no_injection,before,58
00074d945b,00074db632,19-Feb,16.0,00074db632,XX,1.0,XY,1900-02-19,74.0,00074d945b,no_injection,before,58
00074d945b,00074da4b8,19-Feb,16.0,00074da4b8,XX,1.0,XX,1900-02-19,106.0,00074d945b,no_injection,before,58
00074d945b,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,1.0,XY,1900-02-19,31.0,00074d945b,no_injection,before,58
00074da4b8,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,8.0,XY,1900-02-19,1866.0,00074da4b8,no_injection,before,58
00074da4b8,00074db632,19-Feb,16.0,00074db632,XX,11.0,XY,1900-02-19,2746.0,00074da4b8,no_injection,before,58
00074da4b8,00075b4150,19-Feb,16.0,00075b4150,XX,1.0,XX,1900-02-19,17.0,00074da4b8,no_injection,before,58
00074da4b8,7.50E+44,19-Feb,16.0,7.50E+44,XX,1.0,XY,1900-02-19,943.0,00074da4b8,no_injection,before,58
00074da4b8,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,761.0,00074da4b8,no_injection,before,58
00074da4b8,000758024a,19-Feb,16.0,000758024a,XX,1.0,XX,1900-02-19,17.0,00074da4b8,no_injection,before,58
7.50E+44,00075b2920,19-Feb,16.0,00075b2920,XY,2.0,XX,1900-02-19,883.0,7.50E+44,no_injection,before,58
7.50E+44,00074ddd3d,19-Feb,16.0,00074ddd3d,XY,3.0,XX,1900-02-19,7305.0,7.50E+44,no_injection,before,58
7.50E+44,00075b4150,19-Feb,16.0,00075b4150,XY,3.0,XX,1900-02-19,10602.0,7.50E+44,no_injection,before,58
7.50E+44,00074dd007,19-Feb,16.0,00074dd007,XY,2.0,XX,1900-02-19,1765.0,7.50E+44,no_injection,before,58
7.50E+44,00074d8e0a,19-Feb,16.0,00074d8e0a,XY,14.0,XY,1900-02-19,3210.0,7.50E+44,no_injection,before,58
7.50E+44,00074db632,19-Feb,16.0,00074db632,XY,13.0,XY,1900-02-19,3211.0,7.50E+44,no_injection,before,58
7.50E+44,000758024a,19-Feb,16.0,000758024a,XY,4.0,XX,1900-02-19,7772.0,7.50E+44,no_injection,before,58
7.50E+44,00075e0965,19-Feb,16.0,00075e0965,XY,3.0,XY,1900-02-19,6323.0,7.50E+44,no_injection,before,58
7.50E+44,00074da4b8,19-Feb,16.0,00074da4b8,XY,5.0,XX,1900-02-19,3361.0,7.50E+44,no_injection,before,58
00075a5cfb,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,1.0,XY,1900-02-19,25.0,00075a5cfb,no_injection,before,58
00075b2920,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,24.0,00075b2920,no_injection,before,58
00075b2920,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,1.0,XY,1900-02-19,528.0,00075b2920,no_injection,before,58
00074dd007,00074da4b8,19-Feb,16.0,00074da4b8,XX,1.0,XX,1900-02-19,479.0,00074dd007,no_injection,before,58
00074dd007,00074ddd3d,19-Feb,16.0,00074ddd3d,XX,2.0,XX,1900-02-19,1631.0,00074dd007,no_injection,before,58
00074dd007,000758024a,19-Feb,16.0,000758024a,XX,2.0,XX,1900-02-19,1772.0,00074dd007,no_injection,before,58
00074dd007,00075a5cfb,19-Feb,16.0,00075a5cfb,XX,1.0,XX,1900-02-19,113.0,00074dd007,no_injection,before,58
00074dd007,00075804bb,19-Feb,16.0,00075804bb,XX,1.0,XX,1900-02-19,4482.0,00074dd007,no_injection,before,58
00074dd007,00074db632,19-Feb,16.0,00074db632,XX,1.0,XY,1900-02-19,206.0,00074dd007,no_injection,before,58
00074dd007,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,4282.0,00074dd007,no_injection,before,58
00074dd007,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,7.0,XY,1900-02-19,2294.0,00074dd007,no_injection,before,58
00074dd007,7.50E+44,19-Feb,16.0,7.50E+44,XX,1.0,XY,1900-02-19,4028.0,00074dd007,no_injection,before,58
00074dd007,00075b4150,19-Feb,16.0,00075b4150,XX,2.0,XX,1900-02-19,3539.0,00074dd007,no_injection,before,58
00074dd007,00075b2920,19-Feb,16.0,00075b2920,XX,2.0,XX,1900-02-19,883.0,00074dd007,no_injection,before,58
000758024a,00074ddd3d,19-Feb,16.0,00074ddd3d,XX,2.0,XX,1900-02-19,3985.0,000758024a,no_injection,before,58
000758024a,00075b4150,19-Feb,16.0,00075b4150,XX,1.0,XX,1900-02-19,549.0,000758024a,no_injection,before,58
000758024a,7.50E+44,19-Feb,16.0,7.50E+44,XX,1.0,XY,1900-02-19,257.0,000758024a,no_injection,before,58
000758024a,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,75.0,000758024a,no_injection,before,58
000758024a,00074d945b,19-Feb,16.0,00074d945b,XX,1.0,XX,1900-02-19,254.0,000758024a,no_injection,before,58
000758024a,00074da4b8,19-Feb,16.0,00074da4b8,XX,8.0,XX,1900-02-19,4628.0,000758024a,no_injection,before,58
000758024a,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,9.0,XY,1900-02-19,1786.0,000758024a,no_injection,before,58
000758024a,00074db632,19-Feb,16.0,00074db632,XX,14.0,XY,1900-02-19,3368.0,000758024a,no_injection,before,58
00074ddd3d,7.50E+44,19-Feb,16.0,7.50E+44,XX,1.0,XY,1900-02-19,3070.0,00074ddd3d,no_injection,before,58
00074ddd3d,00074da4b8,19-Feb,16.0,00074da4b8,XX,5.0,XX,1900-02-19,3007.0,00074ddd3d,no_injection,before,58
00074ddd3d,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,1752.0,00074ddd3d,no_injection,before,58
00074ddd3d,00075b4150,19-Feb,16.0,00075b4150,XX,1.0,XX,1900-02-19,2623.0,00074ddd3d,no_injection,before,58
00074ddd3d,00074db632,19-Feb,16.0,00074db632,XX,11.0,XY,1900-02-19,2551.0,00074ddd3d,no_injection,before,58
00074ddd3d,00074d945b,19-Feb,16.0,00074d945b,XX,1.0,XX,1900-02-19,254.0,00074ddd3d,no_injection,before,58
00074ddd3d,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,5.0,XY,1900-02-19,569.0,00074ddd3d,no_injection,before,58
00074ddd3d,000758024a,19-Feb,16.0,000758024a,XX,3.0,XX,1900-02-19,2712.0,00074ddd3d,no_injection,before,58
00074dcf5f,00075b4150,19-Feb,17.0,00075b4150,XX,1.0,XX,1900-02-19,18.0,00074dcf5f,no_injection,before,58
00074dcf5f,000758024a,19-Feb,17.0,000758024a,XX,1.0,XX,1900-02-19,7.0,00074dcf5f,no_injection,before,58
00074dcf5f,00075a5cfb,19-Feb,17.0,00075a5cfb,XX,7.0,XX,1900-02-19,237.0,00074dcf5f,no_injection,before,58
00075804bb,00075e0965,19-Feb,16.0,00075e0965,XX,1.0,XY,1900-02-19,3130.0,00075804bb,no_injection,before,58
00075804bb,00075b4150,19-Feb,16.0,00075b4150,XX,1.0,XX,1900-02-19,5348.0,00075804bb,no_injection,before,58
00075804bb,00074db632,19-Feb,16.0,00074db632,XX,4.0,XY,1900-02-19,1296.0,00075804bb,no_injection,before,58
00075804bb,000758024a,19-Feb,16.0,000758024a,XX,3.0,XX,1900-02-19,3177.0,00075804bb,no_injection,before,58
00075804bb,00074ddd3d,19-Feb,16.0,00074ddd3d,XX,3.0,XX,1900-02-19,4831.0,00075804bb,no_injection,before,58
00075804bb,7.50E+44,19-Feb,16.0,7.50E+44,XX,1.0,XY,1900-02-19,7233.0,00075804bb,no_injection,before,58
00075804bb,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,5.0,XY,1900-02-19,1830.0,00075804bb,no_injection,before,58
00075804bb,00074da4b8,19-Feb,16.0,00074da4b8,XX,1.0,XX,1900-02-19,479.0,00075804bb,no_injection,before,58
00075b4150,00074d8e0a,19-Feb,16.0,00074d8e0a,XX,7.0,XY,1900-02-19,2079.0,00075b4150,no_injection,before,58
00075b4150,00075e0965,19-Feb,16.0,00075e0965,XX,2.0,XY,1900-02-19,4760.0,00075b4150,no_injection,before,58
00075b4150,00074d945b,19-Feb,16.0,00074d945b,XX,1.0,XX,1900-02-19,254.0,00075b4150,no_injection,before,58
00075b4150,00075b2920,19-Feb,16.0,00075b2920,XX,2.0,XX,1900-02-19,883.0,00075b4150,no_injection,before,58
00075b4150,00074da4b8,19-Feb,16.0,00074da4b8,XX,6.0,XX,1900-02-19,2980.0,00075b4150,no_injection,before,58
00075b4150,00074db632,19-Feb,16.0,00074db632,XX,11.0,XY,1900-02-19,2269.0,00075b4150,no_injection,before,58
00075b4150,000758024a,19-Feb,17.0,000758024a,XX,1.0,XX,1900-02-19,10.0,00075b4150,no_injection,before,58
00075b4150,00074ddd3d,19-Feb,16.0,00074ddd3d,XX,3.0,XX,1900-02-19,6568.0,00075b4150,no_injection,before,58
00075b4150,00074dcf5f,19-Feb,17.0,00074dcf5f,XX,1.0,XX,1900-02-19,2.0,00075b4150,no_injection,before,58
00074db632,7.50E+44,19-Feb,16.0,7.50E+44,XY,1.0,XY,1900-02-19,75.0,00074db632,no_injection,before,58
00074db632,00074d8e0a,19-Feb,16.0,00074d8e0a,XY,6.0,XY,1900-02-19,1041.0,00074db632,no_injection,before,58
00074daa3c,00074da036,21-Feb,10.0,00074da036,XX,4.0,XX,1900-02-21,1593.0,00074daa3c,no_injection,before,59
00074daa3c,00075b7c89,21-Feb,10.0,00075b7c89,XX,8.0,XY,1900-02-21,4521.0,00074daa3c,no_injection,before,59
00074daa3c,00074da6b4,21-Feb,10.0,00074da6b4,XX,7.0,XY,1900-02-21,3751.0,00074daa3c,no_injection,before,59
00074daa3c,00074be0ac,21-Feb,10.0,00074be0ac,XX,3.0,XY,1900-02-21,2514.0,00074daa3c,no_injection,before,59
00074daa3c,00074db098,21-Feb,10.0,00074db098,XX,3.0,XX,1900-02-21,4058.0,00074daa3c,no_injection,before,59
00074daa3c,00075b4ca0,21-Feb,10.0,00075b4ca0,XX,14.0,XY,1900-02-21,3047.0,00074daa3c,no_injection,before,59
00074daa3c,00075b135d,21-Feb,10.0,00075b135d,XX,3.0,XX,1900-02-21,2558.0,00074daa3c,no_injection,before,59
00074daa3c,00075a6708,21-Feb,10.0,00075a6708,XX,13.0,XX,1900-02-21,6455.0,00074daa3c,no_injection,before,59
00074daa3c,00074d9c87,21-Feb,10.0,00074d9c87,XX,1.0,XX,1900-02-21,597.0,00074daa3c,no_injection,before,59
00074daa3c,00074d8ad8,21-Feb,10.0,00074d8ad8,XX,3.0,XX,1900-02-21,2577.0,00074daa3c,no_injection,before,59
00074daa3c,000757cfa9,21-Feb,10.0,000757cfa9,XX,7.0,XX,1900-02-21,1668.0,00074daa3c,no_injection,before,59
00074daa3c,00074da5e8,21-Feb,10.0,00074da5e8,XX,3.0,XX,1900-02-21,2013.0,00074daa3c,no_injection,before,59
00074daa3c,00074db688,21-Feb,8.0,00074db688,XX,1.0,XX,1900-02-21,58.0,00074daa3c,no_injection,before,59
00074daa3c,00074d8697,21-Feb,10.0,00074d8697,XX,4.0,XY,1900-02-21,2605.0,00074daa3c,no_injection,before,59
00074daa3c,00075b0d29,21-Feb,8.0,00075b0d29,XX,2.0,XY,1900-02-21,46.0,00074daa3c,no_injection,before,59
00075b7c89,000757cfa9,21-Feb,10.0,000757cfa9,XY,4.0,XX,1900-02-21,485.0,00075b7c89,no_injection,before,59
00075b7c89,00075b4ca0,21-Feb,10.0,00075b4ca0,XY,20.0,XY,1900-02-21,3755.0,00075b7c89,no_injection,before,59
00075b7c89,00075b0d29,21-Feb,8.0,00075b0d29,XY,1.0,XY,1900-02-21,169.0,00075b7c89,no_injection,before,59
00075b7c89,00074daa3c,21-Feb,10.0,00074daa3c,XY,3.0,XX,1900-02-21,2769.0,00075b7c89,no_injection,before,59
00075b7c89,00074be0ac,21-Feb,8.0,00074be0ac,XY,1.0,XY,1900-02-21,3.0,00075b7c89,no_injection,before,59
00075b7c89,00074d9c87,21-Feb,10.0,00074d9c87,XY,1.0,XX,1900-02-21,1528.0,00075b7c89,no_injection,before,59
00075b7c89,00075b135d,21-Feb,10.0,00075b135d,XY,7.0,XX,1900-02-21,9154.0,00075b7c89,no_injection,before,59
00075b7c89,00074da5e8,21-Feb,10.0,00074da5e8,XY,4.0,XX,1900-02-21,4796.0,00075b7c89,no_injection,before,59
00075b7c89,00074db098,21-Feb,10.0,00074db098,XY,3.0,XX,1900-02-21,5250.0,00075b7c89,no_injection,before,59
00075b7c89,00074db688,21-Feb,10.0,00074db688,XY,5.0,XX,1900-02-21,4588.0,00075b7c89,no_injection,before,59
00075b7c89,00075a6708,21-Feb,10.0,00075a6708,XY,12.0,XX,1900-02-21,5852.0,00075b7c89,no_injection,before,59
00075b7c89,00074da036,21-Feb,10.0,00074da036,XY,10.0,XX,1900-02-21,4188.0,00075b7c89,no_injection,before,59
00075b7c89,00074da6b4,21-Feb,10.0,00074da6b4,XY,22.0,XY,1900-02-21,7099.0,00075b7c89,no_injection,before,59
00075b7c89,00074d8697,21-Feb,10.0,00074d8697,XY,6.0,XY,1900-02-21,2999.0,00075b7c89,no_injection,before,59
00075b7c89,00074d8ad8,21-Feb,10.0,00074d8ad8,XY,4.0,XX,1900-02-21,4780.0,00075b7c89,no_injection,before,59
00075b4ca0,00074da036,21-Feb,10.0,00074da036,XY,3.0,XX,1900-02-21,821.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074da6b4,21-Feb,10.0,00074da6b4,XY,3.0,XY,1900-02-21,866.0,00075b4ca0,no_injection,before,59
00075b4ca0,00075a6708,21-Feb,10.0,00075a6708,XY,3.0,XX,1900-02-21,501.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074da5e8,21-Feb,10.0,00074da5e8,XY,3.0,XX,1900-02-21,245.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074daa3c,21-Feb,10.0,00074daa3c,XY,3.0,XX,1900-02-21,449.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074d9c87,21-Feb,10.0,00074d9c87,XY,1.0,XX,1900-02-21,239.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074d8ad8,21-Feb,10.0,00074d8ad8,XY,2.0,XX,1900-02-21,604.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074be0ac,21-Feb,10.0,00074be0ac,XY,3.0,XY,1900-02-21,1113.0,00075b4ca0,no_injection,before,59
00075b4ca0,000757cfa9,21-Feb,10.0,000757cfa9,XY,1.0,XX,1900-02-21,666.0,00075b4ca0,no_injection,before,59
00075b4ca0,00075b135d,21-Feb,10.0,00075b135d,XY,2.0,XX,1900-02-21,1030.0,00075b4ca0,no_injection,before,59
00075b4ca0,00075b7c89,21-Feb,10.0,00075b7c89,XY,3.0,XY,1900-02-21,684.0,00075b4ca0,no_injection,before,59
00075b4ca0,00074db688,21-Feb,10.0,00074db688,XY,4.0,XX,1900-02-21,516.0,00075b4ca0,no_injection,before,59
00074d8ad8,00074daa3c,21-Feb,10.0,00074daa3c,XX,3.0,XX,1900-02-21,3352.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074d9c87,21-Feb,10.0,00074d9c87,XX,2.0,XX,1900-02-21,864.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074db098,21-Feb,10.0,00074db098,XX,2.0,XX,1900-02-21,138.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074db688,21-Feb,10.0,00074db688,XX,4.0,XX,1900-02-21,3437.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074da036,21-Feb,10.0,00074da036,XX,5.0,XX,1900-02-21,3310.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074d8697,21-Feb,10.0,00074d8697,XX,2.0,XY,1900-02-21,688.0,00074d8ad8,no_injection,before,59
00074d8ad8,000757cfa9,21-Feb,10.0,000757cfa9,XX,7.0,XX,1900-02-21,785.0,00074d8ad8,no_injection,before,59
00074d8ad8,00075b7c89,21-Feb,10.0,00075b7c89,XX,6.0,XY,1900-02-21,2341.0,00074d8ad8,no_injection,before,59
00074d8ad8,00075b4ca0,21-Feb,10.0,00075b4ca0,XX,14.0,XY,1900-02-21,3402.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074da6b4,21-Feb,10.0,00074da6b4,XX,7.0,XY,1900-02-21,5348.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074da5e8,21-Feb,10.0,00074da5e8,XX,4.0,XX,1900-02-21,3101.0,00074d8ad8,no_injection,before,59
00074d8ad8,00075a6708,21-Feb,10.0,00075a6708,XX,9.0,XX,1900-02-21,2801.0,00074d8ad8,no_injection,before,59
00074d8ad8,00075b135d,21-Feb,10.0,00075b135d,XX,5.0,XX,1900-02-21,2235.0,00074d8ad8,no_injection,before,59
00074d8ad8,00074be0ac,21-Feb,10.0,00074be0ac,XX,3.0,XY,1900-02-21,3915.0,00074d8ad8,no_injection,before,59
00074da036,00074d9c87,21-Feb,10.0,00074d9c87,XX,1.0,XX,1900-02-21,83.0,00074da036,no_injection,before,59
00074da036,00074da6b4,21-Feb,10.0,00074da6b4,XX,11.0,XY,1900-02-21,5045.0,00074da036,no_injection,before,59
00074da036,00074daa3c,21-Feb,10.0,00074daa3c,XX,6.0,XX,1900-02-21,1001.0,00074da036,no_injection,before,59
00074da036,000757cfa9,21-Feb,10.0,000757cfa9,XX,2.0,XX,1900-02-21,535.0,00074da036,no_injection,before,59
00074da036,00074d8ad8,21-Feb,10.0,00074d8ad8,XX,3.0,XX,1900-02-21,1426.0,00074da036,no_injection,before,59
00074da036,00074be0ac,21-Feb,10.0,00074be0ac,XX,7.0,XY,1900-02-21,5520.0,00074da036,no_injection,before,59
00074da036,00074da5e8,21-Feb,10.0,00074da5e8,XX,2.0,XX,1900-02-21,1563.0,00074da036,no_injection,before,59
00074da036,00075b135d,21-Feb,10.0,00075b135d,XX,3.0,XX,1900-02-21,1190.0,00074da036,no_injection,before,59
00074da036,00075b4ca0,21-Feb,10.0,00075b4ca0,XX,13.0,XY,1900-02-21,2372.0,00074da036,no_injection,before,59
00074da036,00075a6708,21-Feb,10.0,00075a6708,XX,6.0,XX,1900-02-21,1343.0,00074da036,no_injection,before,59
00074da036,00074db688,21-Feb,10.0,00074db688,XX,6.0,XX,1900-02-21,2078.0,00074da036,no_injection,before,59
00074da036,00074db098,21-Feb,10.0,00074db098,XX,3.0,XX,1900-02-21,768.0,00074da036,no_injection,before,59
00074da036,00075b7c89,21-Feb,10.0,00075b7c89,XX,6.0,XY,1900-02-21,3315.0,00074da036,no_injection,before,59
00074da036,00074d8697,21-Feb,10.0,00074d8697,XX,3.0,XY,1900-02-21,786.0,00074da036,no_injection,before,59
00075b135d,00074d8ad8,21-Feb,10.0,00074d8ad8,XX,4.0,XX,1900-02-21,5970.0,00075b135d,no_injection,before,59
00075b135d,00074da036,21-Feb,10.0,00074da036,XX,8.0,XX,1900-02-21,5730.0,00075b135d,no_injection,before,59
00075b135d,00074da5e8,21-Feb,10.0,00074da5e8,XX,4.0,XX,1900-02-21,3162.0,00075b135d,no_injection,before,59
00075b135d,00075b4ca0,21-Feb,10.0,00075b4ca0,XX,17.0,XY,1900-02-21,3882.0,00075b135d,no_injection,before,59
00075b135d,000757cfa9,21-Feb,10.0,000757cfa9,XX,2.0,XX,1900-02-21,1299.0,00075b135d,no_injection,before,59
00075b135d,00074da6b4,21-Feb,10.0,00074da6b4,XX,15.0,XY,1900-02-21,6656.0,00075b135d,no_injection,before,59
00075b135d,00074d8697,21-Feb,10.0,00074d8697,XX,4.0,XY,1900-02-21,907.0,00075b135d,no_injection,before,59
00075b135d,00074daa3c,21-Feb,10.0,00074daa3c,XX,6.0,XX,1900-02-21,4820.0,00075b135d,no_injection,before,59
00075b135d,00074db688,21-Feb,10.0,00074db688,XX,5.0,XX,1900-02-21,5933.0,00075b135d,no_injection,before,59
00075b135d,00074db098,21-Feb,10.0,00074db098,XX,2.0,XX,1900-02-21,2664.0,00075b135d,no_injection,before,59
00075b135d,00074be0ac,21-Feb,10.0,00074be0ac,XX,6.0,XY,1900-02-21,6132.0,00075b135d,no_injection,before,59
00075b135d,00075b7c89,21-Feb,10.0,00075b7c89,XX,6.0,XY,1900-02-21,1165.0,00075b135d,no_injection,before,59
00075b135d,00074d9c87,21-Feb,10.0,00074d9c87,XX,1.0,XX,1900-02-21,597.0,00075b135d,no_injection,before,59
00075b135d,00075a6708,21-Feb,10.0,00075a6708,XX,12.0,XX,1900-02-21,4806.0,00075b135d,no_injection,before,59
00075a6708,00075b4ca0,21-Feb,10.0,00075b4ca0,XX,20.0,XY,1900-02-21,4209.0,00075a6708,no_injection,before,59
00075a6708,000757cfa9,21-Feb,10.0,000757cfa9,XX,4.0,XX,1900-02-21,3217.0,00075a6708,no_injection,before,59
00075a6708,00075b7c89,21-Feb,10.0,00075b7c89,XX,13.0,XY,1900-02-21,5488.0,00075a6708,no_injection,before,59
00075a6708,00075b135d,21-Feb,10.0,00075b135d,XX,7.0,XX,1900-02-21,3176.0,00075a6708,no_injection,before,59
00075a6708,00074da6b4,21-Feb,10.0,00074da6b4,XX,11.0,XY,1900-02-21,7004.0,00075a6708,no_injection,before,59
00075a6708,00074daa3c,21-Feb,10.0,00074daa3c,XX,6.0,XX,1900-02-21,2332.0,00075a6708,no_injection,before,59
00075a6708,00074d8ad8,21-Feb,8.0,00074d8ad8,XX,1.0,XX,1900-02-21,143.0,00075a6708,no_injection,before,59
