first_mouse,second_mouse,date_obs,box,IDB[inside_after_IDA],sexA,number_encounters,sexB,date_obs_dt,time_together[sec],IDA[inside_first],treatment,timepoint,component_num
00074dd163,00075b3e1e,15-Jan,21.0,00075b3e1e,XY,1.0,XX,1900-01-15,3.0,00074dd163,LPS,before,0
00074dd163,00074c0118,15-Jan,21.0,00074c0118,XY,9.0,XY,1900-01-15,11655.0,00074dd163,LPS,before,0
00074dd163,00074def43,15-Jan,21.0,00074def43,XY,4.0,XY,1900-01-15,5451.0,00074dd163,LPS,before,0
00074dd163,00074deca3,15-Jan,21.0,00074deca3,XY,9.0,XY,1900-01-15,7816.0,00074dd163,LPS,before,0
00074dd163,00074ddf16,15-Jan,21.0,00074ddf16,XY,2.0,XX,1900-01-15,144.0,00074dd163,LPS,before,0
00074dd163,00074d8c26,15-Jan,21.0,00074d8c26,XY,4.0,XY,1900-01-15,5346.0,00074dd163,LPS,before,0
00074dd163,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,8.0,XY,1900-01-15,4002.0,00074dd163,LPS,before,0
00074dd163,00074f8cd9,15-Jan,21.0,00074f8cd9,XY,6.0,XY,1900-01-15,6670.0,00074dd163,LPS,before,0
00074dd73c,0007500d05,15-Jan,22.0,0007500d05,XX,9.0,XX,1900-01-15,301.0,00074dd73c,LPS,before,0
00074dd73c,00074dad20,15-Jan,22.0,00074dad20,XX,15.0,XX,1900-01-15,1865.0,00074dd73c,LPS,before,0
00074dd73c,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,5.0,XX,1900-01-15,1713.0,00074dd73c,LPS,before,0
00074dd73c,00074dd163,15-Jan,22.0,00074dd163,XX,1.0,XY,1900-01-15,23.0,00074dd73c,LPS,before,0
00074dd73c,0007500eee,15-Jan,22.0,0007500eee,XX,1.0,XX,1900-01-15,1325.0,00074dd73c,LPS,before,0
00074dd73c,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,14.0,XY,1900-01-15,3480.0,00074dd73c,LPS,before,0
00074dd73c,00074deca3,15-Jan,22.0,00074deca3,XX,4.0,XY,1900-01-15,561.0,00074dd73c,LPS,before,0
00074dd73c,00074f1859,15-Jan,22.0,00074f1859,XX,3.0,XX,1900-01-15,227.0,00074dd73c,LPS,before,0
00074dd73c,00074d93c4,15-Jan,22.0,00074d93c4,XX,20.0,XX,1900-01-15,2027.0,00074dd73c,LPS,before,0
00074dd73c,00074ecdad,15-Jan,22.0,00074ecdad,XX,11.0,XX,1900-01-15,1107.0,00074dd73c,LPS,before,0
00074dd73c,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,28.0,XX,1900-01-15,876.0,00074dd73c,LPS,before,0
00074ddfc1,00074c0118,15-Jan,21.0,00074c0118,XY,10.0,XY,1900-01-15,3914.0,00074ddfc1,LPS,before,0
00074ddfc1,00074deca3,15-Jan,21.0,00074deca3,XY,1.0,XY,1900-01-15,1741.0,00074ddfc1,LPS,before,0
00074ddfc1,00074f8cd9,15-Jan,21.0,00074f8cd9,XY,2.0,XY,1900-01-15,1900.0,00074ddfc1,LPS,before,0
00074ddfc1,00074ddf16,15-Jan,21.0,00074ddf16,XY,1.0,XX,1900-01-15,143.0,00074ddfc1,LPS,before,0
00074ddfc1,00074dd163,15-Jan,21.0,00074dd163,XY,5.0,XY,1900-01-15,3891.0,00074ddfc1,LPS,before,0
00074ddfc1,00074def43,15-Jan,21.0,00074def43,XY,3.0,XY,1900-01-15,1262.0,00074ddfc1,LPS,before,0
00074ddfc1,00074d8c26,15-Jan,21.0,00074d8c26,XY,3.0,XY,1900-01-15,2383.0,00074ddfc1,LPS,before,0
0007500d05,00074ecdad,15-Jan,22.0,00074ecdad,XX,13.0,XX,1900-01-15,4862.0,0007500d05,LPS,before,0
0007500d05,00074f1859,15-Jan,22.0,00074f1859,XX,2.0,XX,1900-01-15,93.0,0007500d05,LPS,before,0
0007500d05,00074d93c4,15-Jan,22.0,00074d93c4,XX,62.0,XX,1900-01-15,1980.0,0007500d05,LPS,before,0
0007500d05,00074db8a6,15-Jan,22.0,00074db8a6,XX,1.0,XX,1900-01-15,2182.0,0007500d05,LPS,before,0
0007500d05,0007500eee,15-Jan,22.0,0007500eee,XX,3.0,XX,1900-01-15,9376.0,0007500d05,LPS,before,0
0007500d05,00074d8c26,15-Jan,22.0,00074d8c26,XX,1.0,XY,1900-01-15,135.0,0007500d05,LPS,before,0
0007500d05,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,23.0,XY,1900-01-15,5861.0,0007500d05,LPS,before,0
0007500d05,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,168.0,XX,1900-01-15,4062.0,0007500d05,LPS,before,0
0007500d05,00074dd73c,15-Jan,22.0,00074dd73c,XX,22.0,XX,1900-01-15,1370.0,0007500d05,LPS,before,0
0007500d05,00074deca3,15-Jan,22.0,00074deca3,XX,7.0,XY,1900-01-15,4274.0,0007500d05,LPS,before,0
0007500d05,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,11.0,XX,1900-01-15,4087.0,0007500d05,LPS,before,0
0007500d05,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,6.0,XX,1900-01-15,5909.0,0007500d05,LPS,before,0
0007500d05,00074dad20,15-Jan,22.0,00074dad20,XX,13.0,XX,1900-01-15,908.0,0007500d05,LPS,before,0
00074d93c4,0007500eee,15-Jan,22.0,0007500eee,XX,2.0,XX,1900-01-15,2296.0,00074d93c4,LPS,before,0
00074d93c4,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,67.0,XX,1900-01-15,2133.0,00074d93c4,LPS,before,0
00074d93c4,00074f1859,15-Jan,22.0,00074f1859,XX,4.0,XX,1900-01-15,413.0,00074d93c4,LPS,before,0
00074d93c4,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,4.0,XX,1900-01-15,2699.0,00074d93c4,LPS,before,0
00074d93c4,00074deca3,15-Jan,22.0,00074deca3,XX,2.0,XY,1900-01-15,590.0,00074d93c4,LPS,before,0
00074d93c4,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,14.0,XY,1900-01-15,3258.0,00074d93c4,LPS,before,0
00074d93c4,00074dd73c,15-Jan,22.0,00074dd73c,XX,14.0,XX,1900-01-15,1212.0,00074d93c4,LPS,before,0
00074d93c4,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,4.0,XX,1900-01-15,3131.0,00074d93c4,LPS,before,0
00074d93c4,00074ecdad,15-Jan,22.0,00074ecdad,XX,13.0,XX,1900-01-15,1456.0,00074d93c4,LPS,before,0
00074d93c4,00074dad20,15-Jan,22.0,00074dad20,XX,10.0,XX,1900-01-15,7131.0,00074d93c4,LPS,before,0
00074d93c4,0007500d05,15-Jan,22.0,0007500d05,XX,55.0,XX,1900-01-15,3879.0,00074d93c4,LPS,before,0
00074d93c4,00074db8a6,15-Jan,22.0,00074db8a6,XX,2.0,XX,1900-01-15,100.0,00074d93c4,LPS,before,0
00074def43,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,2.0,XY,1900-01-15,2597.0,00074def43,LPS,before,0
00074def43,00074deca3,15-Jan,21.0,00074deca3,XY,2.0,XY,1900-01-15,2843.0,00074def43,LPS,before,0
00074def43,00074c0118,15-Jan,21.0,00074c0118,XY,4.0,XY,1900-01-15,2390.0,00074def43,LPS,before,0
00074def43,00074dd163,15-Jan,21.0,00074dd163,XY,1.0,XY,1900-01-15,2.0,00074def43,LPS,before,0
0007500eee,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,196.0,XX,1900-01-15,4616.0,0007500eee,LPS,before,0
0007500eee,00074f1859,15-Jan,22.0,00074f1859,XX,3.0,XX,1900-01-15,321.0,0007500eee,LPS,before,0
0007500eee,00074deca3,15-Jan,22.0,00074deca3,XX,5.0,XY,1900-01-15,4682.0,0007500eee,LPS,before,0
0007500eee,00074db8a6,15-Jan,22.0,00074db8a6,XX,4.0,XX,1900-01-15,2487.0,0007500eee,LPS,before,0
0007500eee,00074ecdad,15-Jan,22.0,00074ecdad,XX,11.0,XX,1900-01-15,3249.0,0007500eee,LPS,before,0
0007500eee,00074dd73c,15-Jan,22.0,00074dd73c,XX,21.0,XX,1900-01-15,1957.0,0007500eee,LPS,before,0
0007500eee,00074dad20,15-Jan,22.0,00074dad20,XX,15.0,XX,1900-01-15,4961.0,0007500eee,LPS,before,0
0007500eee,00074dd163,15-Jan,22.0,00074dd163,XX,1.0,XY,1900-01-15,23.0,0007500eee,LPS,before,0
0007500eee,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,9.0,XX,1900-01-15,2998.0,0007500eee,LPS,before,0
0007500eee,00074d93c4,15-Jan,22.0,00074d93c4,XX,65.0,XX,1900-01-15,5638.0,0007500eee,LPS,before,0
0007500eee,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,7.0,XX,1900-01-15,1504.0,0007500eee,LPS,before,0
0007500eee,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,18.0,XY,1900-01-15,10099.0,0007500eee,LPS,before,0
0007500eee,0007500d05,15-Jan,22.0,0007500d05,XX,68.0,XX,1900-01-15,1507.0,0007500eee,LPS,before,0
0007500b86,00074dbc2e,15-Jan,22.0,00074dbc2e,XY,1.0,XY,1900-01-15,79.0,0007500b86,LPS,before,0
0007500b86,00074dbe5f,15-Jan,22.0,00074dbe5f,XY,1.0,XX,1900-01-15,35.0,0007500b86,LPS,before,0
00074dbc2e,00074d9e9e,15-Jan,22.0,00074d9e9e,XY,8.0,XX,1900-01-15,3176.0,00074dbc2e,LPS,before,0
00074dbc2e,0007500d05,15-Jan,22.0,0007500d05,XY,68.0,XX,1900-01-15,1500.0,00074dbc2e,LPS,before,0
00074dbc2e,00074ecdad,15-Jan,22.0,00074ecdad,XY,13.0,XX,1900-01-15,1603.0,00074dbc2e,LPS,before,0
00074dbc2e,00074deca3,15-Jan,22.0,00074deca3,XY,8.0,XY,1900-01-15,2443.0,00074dbc2e,LPS,before,0
00074dbc2e,00074d8c26,15-Jan,22.0,00074d8c26,XY,1.0,XY,1900-01-15,135.0,00074dbc2e,LPS,before,0
00074dbc2e,00074dad20,15-Jan,22.0,00074dad20,XY,34.0,XX,1900-01-15,4687.0,00074dbc2e,LPS,before,0
00074dbc2e,00074d93c4,15-Jan,22.0,00074d93c4,XY,51.0,XX,1900-01-15,3801.0,00074dbc2e,LPS,before,0
00074dbc2e,00074dbe5f,15-Jan,22.0,00074dbe5f,XY,7.0,XX,1900-01-15,1052.0,00074dbc2e,LPS,before,0
00074dbc2e,00074db8a6,15-Jan,22.0,00074db8a6,XY,4.0,XX,1900-01-15,1065.0,00074dbc2e,LPS,before,0
00074dbc2e,00074dd163,15-Jan,22.0,00074dd163,XY,1.0,XY,1900-01-15,23.0,00074dbc2e,LPS,before,0
00074dbc2e,00074f1859,15-Jan,22.0,00074f1859,XY,3.0,XX,1900-01-15,310.0,00074dbc2e,LPS,before,0
00074dbc2e,0007500eee,15-Jan,22.0,0007500eee,XY,2.0,XX,1900-01-15,1170.0,00074dbc2e,LPS,before,0
00074dbc2e,00075b3e1e,15-Jan,22.0,00075b3e1e,XY,114.0,XX,1900-01-15,3551.0,00074dbc2e,LPS,before,0
00074dbc2e,00074dd73c,15-Jan,22.0,00074dd73c,XY,13.0,XX,1900-01-15,693.0,00074dbc2e,LPS,before,0
00075b3e1e,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,2.0,XX,1900-01-15,58.0,00075b3e1e,LPS,before,0
00075b3e1e,00074dd73c,15-Jan,22.0,00074dd73c,XX,4.0,XX,1900-01-15,201.0,00075b3e1e,LPS,before,0
00075b3e1e,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,5.0,XY,1900-01-15,449.0,00075b3e1e,LPS,before,0
00075b3e1e,0007500d05,15-Jan,22.0,0007500d05,XX,7.0,XX,1900-01-15,336.0,00075b3e1e,LPS,before,0
00075b3e1e,00074db8a6,15-Jan,22.0,00074db8a6,XX,1.0,XX,1900-01-15,1081.0,00075b3e1e,LPS,before,0
00075b3e1e,00074ecdad,15-Jan,22.0,00074ecdad,XX,11.0,XX,1900-01-15,1239.0,00075b3e1e,LPS,before,0
00075b3e1e,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,6.0,XX,1900-01-15,325.0,00075b3e1e,LPS,before,0
00075b3e1e,00074d93c4,15-Jan,22.0,00074d93c4,XX,25.0,XX,1900-01-15,443.0,00075b3e1e,LPS,before,0
00075b3e1e,00074dad20,15-Jan,22.0,00074dad20,XX,5.0,XX,1900-01-15,393.0,00075b3e1e,LPS,before,0
00075b3e1e,00074deca3,15-Jan,22.0,00074deca3,XX,3.0,XY,1900-01-15,754.0,00075b3e1e,LPS,before,0
00074c0118,00074def43,15-Jan,21.0,00074def43,XY,4.0,XY,1900-01-15,4699.0,00074c0118,LPS,before,0
00074c0118,00074d8c26,15-Jan,21.0,00074d8c26,XY,5.0,XY,1900-01-15,3838.0,00074c0118,LPS,before,0
00074c0118,00074deca3,15-Jan,21.0,00074deca3,XY,4.0,XY,1900-01-15,1358.0,00074c0118,LPS,before,0
00074c0118,00074dd163,15-Jan,21.0,00074dd163,XY,3.0,XY,1900-01-15,681.0,00074c0118,LPS,before,0
00074c0118,00074f8cd9,15-Jan,21.0,00074f8cd9,XY,2.0,XY,1900-01-15,656.0,00074c0118,LPS,before,0
00074c0118,00074ddf16,15-Jan,21.0,00074ddf16,XY,2.0,XX,1900-01-15,259.0,00074c0118,LPS,before,0
00074c0118,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,6.0,XY,1900-01-15,6415.0,00074c0118,LPS,before,0
00074d8c26,00074f8cd9,15-Jan,21.0,00074f8cd9,XY,2.0,XY,1900-01-15,2314.0,00074d8c26,LPS,before,0
00074d8c26,00075b3e1e,15-Jan,21.0,00075b3e1e,XY,1.0,XX,1900-01-15,3.0,00074d8c26,LPS,before,0
00074d8c26,00074def43,15-Jan,21.0,00074def43,XY,1.0,XY,1900-01-15,191.0,00074d8c26,LPS,before,0
00074d8c26,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,3.0,XY,1900-01-15,2221.0,00074d8c26,LPS,before,0
00074d8c26,00074c0118,15-Jan,21.0,00074c0118,XY,6.0,XY,1900-01-15,2679.0,00074d8c26,LPS,before,0
00074d8c26,00074deca3,15-Jan,21.0,00074deca3,XY,2.0,XY,1900-01-15,4314.0,00074d8c26,LPS,before,0
00074d8c26,00074dd163,15-Jan,21.0,00074dd163,XY,3.0,XY,1900-01-15,785.0,00074d8c26,LPS,before,0
00074d8c26,00074dad20,15-Jan,22.0,00074dad20,XY,1.0,XX,1900-01-15,124.0,00074d8c26,LPS,before,0
00074deca3,00074c0118,15-Jan,21.0,00074c0118,XY,11.0,XY,1900-01-15,10206.0,00074deca3,LPS,before,0
00074deca3,00074d8c26,15-Jan,21.0,00074d8c26,XY,5.0,XY,1900-01-15,3183.0,00074deca3,LPS,before,0
00074deca3,00074d93c4,15-Jan,22.0,00074d93c4,XY,20.0,XX,1900-01-15,777.0,00074deca3,LPS,before,0
00074deca3,00074f8cd9,15-Jan,21.0,00074f8cd9,XY,3.0,XY,1900-01-15,5595.0,00074deca3,LPS,before,0
00074deca3,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,7.0,XY,1900-01-15,6891.0,00074deca3,LPS,before,0
00074deca3,00074dd163,15-Jan,21.0,00074dd163,XY,5.0,XY,1900-01-15,1379.0,00074deca3,LPS,before,0
00074deca3,00074ddf16,15-Jan,21.0,00074ddf16,XY,2.0,XX,1900-01-15,460.0,00074deca3,LPS,before,0
00074deca3,00074def43,15-Jan,21.0,00074def43,XY,4.0,XY,1900-01-15,601.0,00074deca3,LPS,before,0
00074deca3,00074dd73c,15-Jan,22.0,00074dd73c,XY,7.0,XX,1900-01-15,690.0,00074deca3,LPS,before,0
00074deca3,00074d9e9e,15-Jan,22.0,00074d9e9e,XY,4.0,XX,1900-01-15,58.0,00074deca3,LPS,before,0
00074deca3,0007500d05,15-Jan,22.0,0007500d05,XY,1.0,XX,1900-01-15,117.0,00074deca3,LPS,before,0
00074deca3,00074dbc2e,15-Jan,22.0,00074dbc2e,XY,5.0,XY,1900-01-15,1508.0,00074deca3,LPS,before,0
00074deca3,00074dad20,15-Jan,22.0,00074dad20,XY,16.0,XX,1900-01-15,928.0,00074deca3,LPS,before,0
00074deca3,00074db8a6,15-Jan,22.0,00074db8a6,XY,2.0,XX,1900-01-15,311.0,00074deca3,LPS,before,0
00074deca3,0007500eee,15-Jan,22.0,0007500eee,XY,1.0,XX,1900-01-15,122.0,00074deca3,LPS,before,0
00074deca3,00074ecdad,15-Jan,22.0,00074ecdad,XY,6.0,XX,1900-01-15,1167.0,00074deca3,LPS,before,0
00074deca3,00074dbe5f,15-Jan,22.0,00074dbe5f,XY,1.0,XX,1900-01-15,2.0,00074deca3,LPS,before,0
00074deca3,00075b3e1e,15-Jan,22.0,00075b3e1e,XY,79.0,XX,1900-01-15,1132.0,00074deca3,LPS,before,0
00074ddf16,00074deca3,15-Jan,21.0,00074deca3,XX,1.0,XY,1900-01-15,331.0,00074ddf16,LPS,before,0
00074ddf16,00074dd163,15-Jan,21.0,00074dd163,XX,1.0,XY,1900-01-15,3476.0,00074ddf16,LPS,before,0
00074ddf16,00074c0118,15-Jan,21.0,00074c0118,XX,5.0,XY,1900-01-15,3754.0,00074ddf16,LPS,before,0
00074ddf16,00074def43,15-Jan,21.0,00074def43,XX,2.0,XY,1900-01-15,1666.0,00074ddf16,LPS,before,0
00074ddf16,00074ddfc1,15-Jan,21.0,00074ddfc1,XX,2.0,XY,1900-01-15,734.0,00074ddf16,LPS,before,0
00074ddf16,00074d8c26,15-Jan,21.0,00074d8c26,XX,1.0,XY,1900-01-15,766.0,00074ddf16,LPS,before,0
00074d9e9e,00074d93c4,15-Jan,22.0,00074d93c4,XX,55.0,XX,1900-01-15,2475.0,00074d9e9e,LPS,before,0
00074d9e9e,0007500eee,15-Jan,22.0,0007500eee,XX,3.0,XX,1900-01-15,3272.0,00074d9e9e,LPS,before,0
00074d9e9e,00074f1859,15-Jan,22.0,00074f1859,XX,5.0,XX,1900-01-15,434.0,00074d9e9e,LPS,before,0
00074d9e9e,0007500d05,15-Jan,22.0,0007500d05,XX,51.0,XX,1900-01-15,375.0,00074d9e9e,LPS,before,0
00074d9e9e,00074d8c26,15-Jan,22.0,00074d8c26,XX,1.0,XY,1900-01-15,134.0,00074d9e9e,LPS,before,0
00074d9e9e,00074deca3,15-Jan,22.0,00074deca3,XX,5.0,XY,1900-01-15,1611.0,00074d9e9e,LPS,before,0
00074d9e9e,00074dad20,15-Jan,22.0,00074dad20,XX,15.0,XX,1900-01-15,3532.0,00074d9e9e,LPS,before,0
00074d9e9e,00074ecdad,15-Jan,22.0,00074ecdad,XX,12.0,XX,1900-01-15,1829.0,00074d9e9e,LPS,before,0
00074d9e9e,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,15.0,XY,1900-01-15,2905.0,00074d9e9e,LPS,before,0
00074d9e9e,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,1.0,XX,1900-01-15,3.0,00074d9e9e,LPS,before,0
00074d9e9e,00074ddf16,15-Jan,22.0,00074ddf16,XX,1.0,XX,1900-01-15,7.0,00074d9e9e,LPS,before,0
00074d9e9e,00074dd163,15-Jan,22.0,00074dd163,XX,1.0,XY,1900-01-15,23.0,00074d9e9e,LPS,before,0
00074d9e9e,00074db8a6,15-Jan,22.0,00074db8a6,XX,2.0,XX,1900-01-15,303.0,00074d9e9e,LPS,before,0
00074d9e9e,00074dd73c,15-Jan,22.0,00074dd73c,XX,11.0,XX,1900-01-15,588.0,00074d9e9e,LPS,before,0
00074d9e9e,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,63.0,XX,1900-01-15,1470.0,00074d9e9e,LPS,before,0
00074f8cd9,00074deca3,15-Jan,21.0,00074deca3,XY,6.0,XY,1900-01-15,6915.0,00074f8cd9,LPS,before,0
00074f8cd9,00074ddfc1,15-Jan,21.0,00074ddfc1,XY,7.0,XY,1900-01-15,7900.0,00074f8cd9,LPS,before,0
00074f8cd9,00074dd163,15-Jan,21.0,00074dd163,XY,3.0,XY,1900-01-15,6042.0,00074f8cd9,LPS,before,0
00074f8cd9,00074ddf16,15-Jan,21.0,00074ddf16,XY,2.0,XX,1900-01-15,4945.0,00074f8cd9,LPS,before,0
00074f8cd9,00074def43,15-Jan,21.0,00074def43,XY,4.0,XY,1900-01-15,7372.0,00074f8cd9,LPS,before,0
00074f8cd9,00074d8c26,15-Jan,21.0,00074d8c26,XY,5.0,XY,1900-01-15,4746.0,00074f8cd9,LPS,before,0
00074f8cd9,00074c0118,15-Jan,21.0,00074c0118,XY,15.0,XY,1900-01-15,17644.0,00074f8cd9,LPS,before,0
00074db8a6,00074d93c4,15-Jan,22.0,00074d93c4,XX,5.0,XX,1900-01-15,1313.0,00074db8a6,LPS,before,0
00074db8a6,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,19.0,XX,1900-01-15,601.0,00074db8a6,LPS,before,0
00074db8a6,0007500d05,15-Jan,22.0,0007500d05,XX,8.0,XX,1900-01-15,17.0,00074db8a6,LPS,before,0
00074db8a6,00074ecdad,15-Jan,22.0,00074ecdad,XX,1.0,XX,1900-01-15,1341.0,00074db8a6,LPS,before,0
00074db8a6,00074dad20,15-Jan,22.0,00074dad20,XX,7.0,XX,1900-01-15,457.0,00074db8a6,LPS,before,0
00074db8a6,00074deca3,15-Jan,22.0,00074deca3,XX,1.0,XY,1900-01-15,947.0,00074db8a6,LPS,before,0
00074db8a6,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,3.0,XY,1900-01-15,1295.0,00074db8a6,LPS,before,0
00074ecdad,00074db8a6,15-Jan,22.0,00074db8a6,XX,1.0,XX,1900-01-15,2.0,00074ecdad,LPS,before,0
00074ecdad,00074dd73c,15-Jan,22.0,00074dd73c,XX,8.0,XX,1900-01-15,772.0,00074ecdad,LPS,before,0
00074ecdad,0007500eee,15-Jan,22.0,0007500eee,XX,2.0,XX,1900-01-15,2941.0,00074ecdad,LPS,before,0
00074ecdad,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,14.0,XY,1900-01-15,4384.0,00074ecdad,LPS,before,0
00074ecdad,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,148.0,XX,1900-01-15,1600.0,00074ecdad,LPS,before,0
00074ecdad,00074deca3,15-Jan,22.0,00074deca3,XX,3.0,XY,1900-01-15,1137.0,00074ecdad,LPS,before,0
00074ecdad,00074ddf16,15-Jan,22.0,00074ddf16,XX,1.0,XX,1900-01-15,7.0,00074ecdad,LPS,before,0
00074ecdad,00074d93c4,15-Jan,22.0,00074d93c4,XX,40.0,XX,1900-01-15,1571.0,00074ecdad,LPS,before,0
00074ecdad,0007500d05,15-Jan,22.0,0007500d05,XX,9.0,XX,1900-01-15,435.0,00074ecdad,LPS,before,0
00074ecdad,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,1.0,XX,1900-01-15,6.0,00074ecdad,LPS,before,0
00074ecdad,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,5.0,XX,1900-01-15,267.0,00074ecdad,LPS,before,0
00074ecdad,00074d8c26,15-Jan,22.0,00074d8c26,XX,1.0,XY,1900-01-15,10.0,00074ecdad,LPS,before,0
00074ecdad,00074dad20,15-Jan,22.0,00074dad20,XX,13.0,XX,1900-01-15,522.0,00074ecdad,LPS,before,0
00074dad20,00074db8a6,15-Jan,22.0,00074db8a6,XX,3.0,XX,1900-01-15,285.0,00074dad20,LPS,before,0
00074dad20,00074dd163,15-Jan,22.0,00074dd163,XX,1.0,XY,1900-01-15,23.0,00074dad20,LPS,before,0
00074dad20,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,24.0,XY,1900-01-15,4505.0,00074dad20,LPS,before,0
00074dad20,00074d93c4,15-Jan,22.0,00074d93c4,XX,62.0,XX,1900-01-15,836.0,00074dad20,LPS,before,0
00074dad20,0007500b86,15-Jan,22.0,0007500b86,XX,1.0,XY,1900-01-15,98.0,00074dad20,LPS,before,0
00074dad20,00074deca3,15-Jan,22.0,00074deca3,XX,4.0,XY,1900-01-15,2414.0,00074dad20,LPS,before,0
00074dad20,00074dbe5f,15-Jan,22.0,00074dbe5f,XX,9.0,XX,1900-01-15,6253.0,00074dad20,LPS,before,0
00074dad20,00074f1859,15-Jan,22.0,00074f1859,XX,5.0,XX,1900-01-15,435.0,00074dad20,LPS,before,0
00074dad20,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,108.0,XX,1900-01-15,2532.0,00074dad20,LPS,before,0
00074dad20,00074dd73c,15-Jan,22.0,00074dd73c,XX,28.0,XX,1900-01-15,1772.0,00074dad20,LPS,before,0
00074dad20,0007500eee,15-Jan,22.0,0007500eee,XX,3.0,XX,1900-01-15,6224.0,00074dad20,LPS,before,0
00074dad20,0007500d05,15-Jan,22.0,0007500d05,XX,66.0,XX,1900-01-15,7312.0,00074dad20,LPS,before,0
00074dad20,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,11.0,XX,1900-01-15,4106.0,00074dad20,LPS,before,0
00074dad20,00074ecdad,15-Jan,22.0,00074ecdad,XX,15.0,XX,1900-01-15,2288.0,00074dad20,LPS,before,0
00074dbe5f,00074dd73c,15-Jan,22.0,00074dd73c,XX,25.0,XX,1900-01-15,4266.0,00074dbe5f,LPS,before,0
00074dbe5f,00074deca3,15-Jan,22.0,00074deca3,XX,8.0,XY,1900-01-15,2638.0,00074dbe5f,LPS,before,0
00074dbe5f,00074dad20,15-Jan,22.0,00074dad20,XX,30.0,XX,1900-01-15,3219.0,00074dbe5f,LPS,before,0
00074dbe5f,00074f1859,15-Jan,22.0,00074f1859,XX,3.0,XX,1900-01-15,216.0,00074dbe5f,LPS,before,0
00074dbe5f,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,26.0,XY,1900-01-15,6798.0,00074dbe5f,LPS,before,0
00074dbe5f,00074ddf16,15-Jan,22.0,00074ddf16,XX,1.0,XX,1900-01-15,7.0,00074dbe5f,LPS,before,0
00074dbe5f,0007500eee,15-Jan,22.0,0007500eee,XX,4.0,XX,1900-01-15,4624.0,00074dbe5f,LPS,before,0
00074dbe5f,00074d93c4,15-Jan,22.0,00074d93c4,XX,69.0,XX,1900-01-15,3234.0,00074dbe5f,LPS,before,0
00074dbe5f,00074d9e9e,15-Jan,22.0,00074d9e9e,XX,13.0,XX,1900-01-15,6426.0,00074dbe5f,LPS,before,0
00074dbe5f,0007500d05,15-Jan,22.0,0007500d05,XX,9.0,XX,1900-01-15,505.0,00074dbe5f,LPS,before,0
00074dbe5f,00074ecdad,15-Jan,22.0,00074ecdad,XX,20.0,XX,1900-01-15,4189.0,00074dbe5f,LPS,before,0
00074dbe5f,00075b3e1e,15-Jan,22.0,00075b3e1e,XX,79.0,XX,1900-01-15,2674.0,00074dbe5f,LPS,before,0
00074f1859,0007500eee,15-Jan,22.0,0007500eee,XX,1.0,XX,1900-01-15,10.0,00074f1859,LPS,before,0
00074f1859,00074deca3,15-Jan,22.0,00074deca3,XX,1.0,XY,1900-01-15,48.0,00074f1859,LPS,before,0
00074f1859,00074dad20,15-Jan,22.0,00074dad20,XX,2.0,XX,1900-01-15,26.0,00074f1859,LPS,before,0
00074f1859,00074dbc2e,15-Jan,22.0,00074dbc2e,XX,2.0,XY,1900-01-15,104.0,00074f1859,LPS,before,0
00074db231,000757c320,16-Jan,11.0,000757c320,XX,1.0,XY,1900-01-16,20.0,00074db231,LPS,before,1
00074db231,00074bf36d,16-Jan,11.0,00074bf36d,XX,1.0,XY,1900-01-16,36.0,00074db231,LPS,before,1
